Card Set,Number,Player,Team,Seq.
All-Decade Materials,1,Dirk Nowitzki,Dallas Mavericks,30
All-Decade Materials,2,Kobe Bryant,Los Angeles Lakers,99
All-Decade Materials,3,Tim Duncan,San Antonio Spurs,99
All-Decade Materials,5,Larry Bird,Boston Celtics,30
All-Decade Materials,6,Magic Johnson,Los Angeles Lakers,30
All-Decade Materials,7,Kareem Abdul-Jabbar,Los Angeles Lakers,30
All-Decade Materials,9,Russell Westbrook,Oklahoma City Thunder,99
All-Decade Materials,10,Stephen Curry,Golden State Warriors,30
All-Decade Materials,11,Jason Kidd,Phoenix Suns,99
All-Decade Materials,12,Shaquille O'Neal ,Orlando Magic,99
All-Decade Materials,13,Tony Parker,San Antonio Spurs,99
All-Decade Materials,14,Kyrie Irving,Cleveland Cavaliers,99
All-Decade Materials,15,David Robinson,San Antonio Spurs,99
All-Decade Materials,16,Karl Malone,Utah Jazz,99
All-Decade Materials,17,Hakeem Olajuwon,Houston Rockets,30
All-Decade Materials,18,Damian Lillard,Portland Trail Blazers,99
All-Decade Materials,19,Vince Carter,Toronto Raptors,99
All-Decade Materials,20,Wilt Chamberlain,Los Angeles Lakers,15
All-Decade Materials Prime,1,Dirk Nowitzki,Dallas Mavericks,25
All-Decade Materials Prime,2,Kobe Bryant,Los Angeles Lakers,25
All-Decade Materials Prime,3,Tim Duncan,San Antonio Spurs,25
All-Decade Materials Prime,5,Larry Bird,Boston Celtics,25
All-Decade Materials Prime,9,Russell Westbrook,Oklahoma City Thunder,25
All-Decade Materials Prime,10,Stephen Curry,Golden State Warriors,25
All-Decade Materials Prime,12,Shaquille O'Neal ,Orlando Magic,25
All-Decade Materials Prime,13,Tony Parker,San Antonio Spurs,25
All-Decade Materials Prime,15,David Robinson,San Antonio Spurs,25
All-Decade Materials Prime,18,Damian Lillard,Portland Trail Blazers,25
All-Decade Materials Prime,19,Vince Carter,Toronto Raptors,25
All-Decade Materials Prime,20,Wilt Chamberlain,Los Angeles Lakers,7
All-Decade Materials Super Prime,1,Dirk Nowitzki,Dallas Mavericks,3
All-Decade Materials Super Prime,3,Tim Duncan,San Antonio Spurs,3
