Card Set,Number,Player,Team,Seq.
All-Stars,1,Kobe Bryant,Los Angeles Lakers,
All-Stars,2,Larry Bird,Boston Celtics,
All-Stars,3,Magic Johnson,Los Angeles Lakers,
All-Stars,4,Shaquille O'Neal ,Los Angeles Lakers,
All-Stars,5,Grant Hill,Detroit Pistons,
All-Stars,6,Scottie Pippen,Chicago Bulls,
All-Stars,7,Isiah Thomas,Detroit Pistons,
All-Stars,8,Allen Iverson,Philadelphia 76ers,
All-Stars,9,Wilt Chamberlain,San Francisco Warriors,
All-Stars,10,Steve Nash,Phoenix Suns,
All-Stars,11,Dwyane Wade,Miami Heat,
All-Stars,12,Kyle Lowry,Toronto Raptors,
All-Stars,13,LeBron James,Cleveland Cavaliers,
All-Stars,14,Paul George,Indiana Pacers,
All-Stars,15,Carmelo Anthony,New York Knicks,
All-Stars,16,John Wall,Washington Wizards,
All-Stars,17,Paul Millsap,Atlanta Hawks,
All-Stars,18,DeMar DeRozan,Toronto Raptors,
All-Stars,19,Andre Drummond,Detroit Pistons,
All-Stars,20,Isaiah Thomas,Boston Celtics,
All-Stars,21,Stephen Curry,Golden State Warriors,
All-Stars,22,Russell Westbrook,Oklahoma City Thunder,
All-Stars,23,Kobe Bryant,Los Angeles Lakers,
All-Stars,24,Kevin Durant,Oklahoma City Thunder,
All-Stars,25,Kawhi Leonard,San Antonio Spurs,
All-Stars,26,Chris Paul,Los Angeles Clippers,
All-Stars,27,LaMarcus Aldridge,San Antonio Spurs,
All-Stars,28,James Harden,Houston Rockets,
All-Stars,29,Anthony Davis,New Orleans Pelicans,
All-Stars,30,Draymond Green,Golden State Warriors,
All-Stars Blue,1,Kobe Bryant,Los Angeles Lakers,49
All-Stars Blue,2,Larry Bird,Boston Celtics,49
All-Stars Blue,3,Magic Johnson,Los Angeles Lakers,49
All-Stars Blue,4,Shaquille O'Neal ,Los Angeles Lakers,49
All-Stars Blue,5,Grant Hill,Detroit Pistons,49
All-Stars Blue,6,Scottie Pippen,Chicago Bulls,49
All-Stars Blue,7,Isiah Thomas,Detroit Pistons,49
All-Stars Blue,8,Allen Iverson,Philadelphia 76ers,49
All-Stars Blue,9,Wilt Chamberlain,San Francisco Warriors,49
All-Stars Blue,10,Steve Nash,Phoenix Suns,49
All-Stars Blue,11,Dwyane Wade,Miami Heat,49
All-Stars Blue,12,Kyle Lowry,Toronto Raptors,49
All-Stars Blue,13,LeBron James,Cleveland Cavaliers,49
All-Stars Blue,14,Paul George,Indiana Pacers,49
All-Stars Blue,15,Carmelo Anthony,New York Knicks,49
All-Stars Blue,16,John Wall,Washington Wizards,49
All-Stars Blue,17,Paul Millsap,Atlanta Hawks,49
All-Stars Blue,18,DeMar DeRozan,Toronto Raptors,49
All-Stars Blue,19,Andre Drummond,Detroit Pistons,49
All-Stars Blue,20,Isaiah Thomas,Boston Celtics,49
All-Stars Blue,21,Stephen Curry,Golden State Warriors,49
All-Stars Blue,22,Russell Westbrook,Oklahoma City Thunder,49
All-Stars Blue,23,Kobe Bryant,Los Angeles Lakers,49
All-Stars Blue,24,Kevin Durant,Oklahoma City Thunder,49
All-Stars Blue,25,Kawhi Leonard,San Antonio Spurs,49
All-Stars Blue,26,Chris Paul,Los Angeles Clippers,49
All-Stars Blue,27,LaMarcus Aldridge,San Antonio Spurs,49
All-Stars Blue,28,James Harden,Houston Rockets,49
All-Stars Blue,29,Anthony Davis,New Orleans Pelicans,49
All-Stars Blue,30,Draymond Green,Golden State Warriors,49
All-Stars Gold,1,Kobe Bryant,Los Angeles Lakers,10
All-Stars Gold,2,Larry Bird,Boston Celtics,10
All-Stars Gold,3,Magic Johnson,Los Angeles Lakers,10
All-Stars Gold,4,Shaquille O'Neal ,Los Angeles Lakers,10
All-Stars Gold,5,Grant Hill,Detroit Pistons,10
All-Stars Gold,6,Scottie Pippen,Chicago Bulls,10
All-Stars Gold,7,Isiah Thomas,Detroit Pistons,10
All-Stars Gold,8,Allen Iverson,Philadelphia 76ers,10
All-Stars Gold,9,Wilt Chamberlain,San Francisco Warriors,10
All-Stars Gold,10,Steve Nash,Phoenix Suns,10
All-Stars Gold,11,Dwyane Wade,Miami Heat,10
All-Stars Gold,12,Kyle Lowry,Toronto Raptors,10
All-Stars Gold,13,LeBron James,Cleveland Cavaliers,10
All-Stars Gold,14,Paul George,Indiana Pacers,10
All-Stars Gold,15,Carmelo Anthony,New York Knicks,10
All-Stars Gold,16,John Wall,Washington Wizards,10
All-Stars Gold,17,Paul Millsap,Atlanta Hawks,10
All-Stars Gold,18,DeMar DeRozan,Toronto Raptors,10
All-Stars Gold,19,Andre Drummond,Detroit Pistons,10
All-Stars Gold,20,Isaiah Thomas,Boston Celtics,10
All-Stars Gold,21,Stephen Curry,Golden State Warriors,10
All-Stars Gold,22,Russell Westbrook,Oklahoma City Thunder,10
All-Stars Gold,23,Kobe Bryant,Los Angeles Lakers,10
All-Stars Gold,24,Kevin Durant,Oklahoma City Thunder,10
All-Stars Gold,25,Kawhi Leonard,San Antonio Spurs,10
All-Stars Gold,26,Chris Paul,Los Angeles Clippers,10
All-Stars Gold,27,LaMarcus Aldridge,San Antonio Spurs,10
All-Stars Gold,28,James Harden,Houston Rockets,10
All-Stars Gold,29,Anthony Davis,New Orleans Pelicans,10
All-Stars Gold,30,Draymond Green,Golden State Warriors,10
All-Stars Gold Vinyl,1,Kobe Bryant,Los Angeles Lakers,1
All-Stars Gold Vinyl,2,Larry Bird,Boston Celtics,1
All-Stars Gold Vinyl,3,Magic Johnson,Los Angeles Lakers,1
All-Stars Gold Vinyl,4,Shaquille O'Neal ,Los Angeles Lakers,1
All-Stars Gold Vinyl,5,Grant Hill,Detroit Pistons,1
All-Stars Gold Vinyl,6,Scottie Pippen,Chicago Bulls,1
All-Stars Gold Vinyl,7,Isiah Thomas,Detroit Pistons,1
All-Stars Gold Vinyl,8,Allen Iverson,Philadelphia 76ers,1
All-Stars Gold Vinyl,9,Wilt Chamberlain,San Francisco Warriors,1
All-Stars Gold Vinyl,10,Steve Nash,Phoenix Suns,1
All-Stars Gold Vinyl,11,Dwyane Wade,Miami Heat,1
All-Stars Gold Vinyl,12,Kyle Lowry,Toronto Raptors,1
All-Stars Gold Vinyl,13,LeBron James,Cleveland Cavaliers,1
All-Stars Gold Vinyl,14,Paul George,Indiana Pacers,1
All-Stars Gold Vinyl,15,Carmelo Anthony,New York Knicks,1
All-Stars Gold Vinyl,16,John Wall,Washington Wizards,1
All-Stars Gold Vinyl,17,Paul Millsap,Atlanta Hawks,1
All-Stars Gold Vinyl,18,DeMar DeRozan,Toronto Raptors,1
All-Stars Gold Vinyl,19,Andre Drummond,Detroit Pistons,1
All-Stars Gold Vinyl,20,Isaiah Thomas,Boston Celtics,1
All-Stars Gold Vinyl,21,Stephen Curry,Golden State Warriors,1
All-Stars Gold Vinyl,22,Russell Westbrook,Oklahoma City Thunder,1
All-Stars Gold Vinyl,23,Kobe Bryant,Los Angeles Lakers,1
All-Stars Gold Vinyl,24,Kevin Durant,Oklahoma City Thunder,1
All-Stars Gold Vinyl,25,Kawhi Leonard,San Antonio Spurs,1
All-Stars Gold Vinyl,26,Chris Paul,Los Angeles Clippers,1
All-Stars Gold Vinyl,27,LaMarcus Aldridge,San Antonio Spurs,1
All-Stars Gold Vinyl,28,James Harden,Houston Rockets,1
All-Stars Gold Vinyl,29,Anthony Davis,New Orleans Pelicans,1
All-Stars Gold Vinyl,30,Draymond Green,Golden State Warriors,1
All-Stars Green,1,Kobe Bryant,Los Angeles Lakers,5
All-Stars Green,2,Larry Bird,Boston Celtics,5
All-Stars Green,3,Magic Johnson,Los Angeles Lakers,5
All-Stars Green,4,Shaquille O'Neal ,Los Angeles Lakers,5
All-Stars Green,5,Grant Hill,Detroit Pistons,5
All-Stars Green,6,Scottie Pippen,Chicago Bulls,5
All-Stars Green,7,Isiah Thomas,Detroit Pistons,5
All-Stars Green,8,Allen Iverson,Philadelphia 76ers,5
All-Stars Green,9,Wilt Chamberlain,San Francisco Warriors,5
All-Stars Green,10,Steve Nash,Phoenix Suns,5
All-Stars Green,11,Dwyane Wade,Miami Heat,5
All-Stars Green,12,Kyle Lowry,Toronto Raptors,5
All-Stars Green,13,LeBron James,Cleveland Cavaliers,5
All-Stars Green,14,Paul George,Indiana Pacers,5
All-Stars Green,15,Carmelo Anthony,New York Knicks,5
All-Stars Green,16,John Wall,Washington Wizards,5
All-Stars Green,17,Paul Millsap,Atlanta Hawks,5
All-Stars Green,18,DeMar DeRozan,Toronto Raptors,5
All-Stars Green,19,Andre Drummond,Detroit Pistons,5
All-Stars Green,20,Isaiah Thomas,Boston Celtics,5
All-Stars Green,21,Stephen Curry,Golden State Warriors,5
All-Stars Green,22,Russell Westbrook,Oklahoma City Thunder,5
All-Stars Green,23,Kobe Bryant,Los Angeles Lakers,5
All-Stars Green,24,Kevin Durant,Oklahoma City Thunder,5
All-Stars Green,25,Kawhi Leonard,San Antonio Spurs,5
All-Stars Green,26,Chris Paul,Los Angeles Clippers,5
All-Stars Green,27,LaMarcus Aldridge,San Antonio Spurs,5
All-Stars Green,28,James Harden,Houston Rockets,5
All-Stars Green,29,Anthony Davis,New Orleans Pelicans,5
All-Stars Green,30,Draymond Green,Golden State Warriors,5
All-Stars Holo,1,Kobe Bryant,Los Angeles Lakers,
All-Stars Holo,2,Larry Bird,Boston Celtics,
All-Stars Holo,3,Magic Johnson,Los Angeles Lakers,
All-Stars Holo,4,Shaquille O'Neal ,Los Angeles Lakers,
All-Stars Holo,5,Grant Hill,Detroit Pistons,
All-Stars Holo,6,Scottie Pippen,Chicago Bulls,
All-Stars Holo,7,Isiah Thomas,Detroit Pistons,
All-Stars Holo,8,Allen Iverson,Philadelphia 76ers,
All-Stars Holo,9,Wilt Chamberlain,San Francisco Warriors,
All-Stars Holo,10,Steve Nash,Phoenix Suns,
All-Stars Holo,11,Dwyane Wade,Miami Heat,
All-Stars Holo,12,Kyle Lowry,Toronto Raptors,
All-Stars Holo,13,LeBron James,Cleveland Cavaliers,
All-Stars Holo,14,Paul George,Indiana Pacers,
All-Stars Holo,15,Carmelo Anthony,New York Knicks,
All-Stars Holo,16,John Wall,Washington Wizards,
All-Stars Holo,17,Paul Millsap,Atlanta Hawks,
All-Stars Holo,18,DeMar DeRozan,Toronto Raptors,
All-Stars Holo,19,Andre Drummond,Detroit Pistons,
All-Stars Holo,20,Isaiah Thomas,Boston Celtics,
All-Stars Holo,21,Stephen Curry,Golden State Warriors,
All-Stars Holo,22,Russell Westbrook,Oklahoma City Thunder,
All-Stars Holo,23,Kobe Bryant,Los Angeles Lakers,
All-Stars Holo,24,Kevin Durant,Oklahoma City Thunder,
All-Stars Holo,25,Kawhi Leonard,San Antonio Spurs,
All-Stars Holo,26,Chris Paul,Los Angeles Clippers,
All-Stars Holo,27,LaMarcus Aldridge,San Antonio Spurs,
All-Stars Holo,28,James Harden,Houston Rockets,
All-Stars Holo,29,Anthony Davis,New Orleans Pelicans,
All-Stars Holo,30,Draymond Green,Golden State Warriors,
All-Stars Red,1,Kobe Bryant,Los Angeles Lakers,99
All-Stars Red,2,Larry Bird,Boston Celtics,99
All-Stars Red,3,Magic Johnson,Los Angeles Lakers,99
All-Stars Red,4,Shaquille O'Neal ,Los Angeles Lakers,99
All-Stars Red,5,Grant Hill,Detroit Pistons,99
All-Stars Red,6,Scottie Pippen,Chicago Bulls,99
All-Stars Red,7,Isiah Thomas,Detroit Pistons,99
All-Stars Red,8,Allen Iverson,Philadelphia 76ers,99
All-Stars Red,9,Wilt Chamberlain,San Francisco Warriors,99
All-Stars Red,10,Steve Nash,Phoenix Suns,99
All-Stars Red,11,Dwyane Wade,Miami Heat,99
All-Stars Red,12,Kyle Lowry,Toronto Raptors,99
All-Stars Red,13,LeBron James,Cleveland Cavaliers,99
All-Stars Red,14,Paul George,Indiana Pacers,99
All-Stars Red,15,Carmelo Anthony,New York Knicks,99
All-Stars Red,16,John Wall,Washington Wizards,99
All-Stars Red,17,Paul Millsap,Atlanta Hawks,99
All-Stars Red,18,DeMar DeRozan,Toronto Raptors,99
All-Stars Red,19,Andre Drummond,Detroit Pistons,99
All-Stars Red,20,Isaiah Thomas,Boston Celtics,99
All-Stars Red,21,Stephen Curry,Golden State Warriors,99
All-Stars Red,22,Russell Westbrook,Oklahoma City Thunder,99
All-Stars Red,23,Kobe Bryant,Los Angeles Lakers,99
All-Stars Red,24,Kevin Durant,Oklahoma City Thunder,99
All-Stars Red,25,Kawhi Leonard,San Antonio Spurs,99
All-Stars Red,26,Chris Paul,Los Angeles Clippers,99
All-Stars Red,27,LaMarcus Aldridge,San Antonio Spurs,99
All-Stars Red,28,James Harden,Houston Rockets,99
All-Stars Red,29,Anthony Davis,New Orleans Pelicans,99
All-Stars Red,30,Draymond Green,Golden State Warriors,99
Base,1,Joel Embiid,Philadelphia 76ers,
