Card Set,Number,Player,Team,Seq.
1988 Tribute,1,Aaron Rodgers,Green Bay Packers,
1988 Tribute,2,Carson Wentz,Philadelphia Eagles,
1988 Tribute,3,Jameis Winston,Tampa Bay Buccaneers,
1988 Tribute,4,Deshaun Watson,Houston Texans,
1988 Tribute,5,Alvin Kamara,New Orleans Saints,
1988 Tribute,6,Todd Gurley II,Los Angeles Rams,
1988 Tribute,7,Tyreek Hill,Kansas City Chiefs,
1988 Tribute,8,Matt Ryan,Atlanta Falcons,
1988 Tribute,9,A.J. Green,Cincinnati Bengals,
1988 Tribute,10,Jalen Ramsey,Jacksonville Jaguars,
1988 Tribute,11,Matthew Stafford,Detroit Lions,
1988 Tribute,12,Melvin Gordon,Los Angeles Chargers,
1988 Tribute,13,Derek Carr,Oakland Raiders,
1988 Tribute,14,Russell Wilson,Seattle Seahawks,
1988 Tribute,15,Rob Gronkowski,New England Patriots,
1988 Tribute Autographs,1,Aaron Rodgers,Green Bay Packers,3
1988 Tribute Autographs,2,Carson Wentz,Philadelphia Eagles,3
1988 Tribute Autographs,3,Jameis Winston,Tampa Bay Buccaneers,3
1988 Tribute Autographs,4,Deshaun Watson,Houston Texans,3
1988 Tribute Autographs,6,Todd Gurley II,Los Angeles Rams,3
1988 Tribute Autographs,7,Tyreek Hill,Kansas City Chiefs,5
1988 Tribute Autographs,8,Matt Ryan,Atlanta Falcons,3
1988 Tribute Autographs,9,A.J. Green,Cincinnati Bengals,5
1988 Tribute Autographs,11,Matthew Stafford,Detroit Lions,3
1988 Tribute Autographs,12,Melvin Gordon,Los Angeles Chargers,5
1988 Tribute Autographs,13,Derek Carr,Oakland Raiders,5
1988 Tribute Autographs,14,Russell Wilson,Seattle Seahawks,3
1988 Tribute Autographs,15,Rob Gronkowski,New England Patriots,3
1988 Tribute Autographs Gold Vinyl,1,Aaron Rodgers,Green Bay Packers,1
1988 Tribute Autographs Gold Vinyl,2,Carson Wentz,Philadelphia Eagles,1
1988 Tribute Autographs Gold Vinyl,3,Jameis Winston,Tampa Bay Buccaneers,1
1988 Tribute Autographs Gold Vinyl,4,Deshaun Watson,Houston Texans,1
1988 Tribute Autographs Gold Vinyl,6,Todd Gurley II,Los Angeles Rams,1
1988 Tribute Autographs Gold Vinyl,7,Tyreek Hill,Kansas City Chiefs,1
1988 Tribute Autographs Gold Vinyl,8,Matt Ryan,Atlanta Falcons,1
1988 Tribute Autographs Gold Vinyl,9,A.J. Green,Cincinnati Bengals,1
1988 Tribute Autographs Gold Vinyl,11,Matthew Stafford,Detroit Lions,1
1988 Tribute Autographs Gold Vinyl,12,Melvin Gordon,Los Angeles Chargers,1
1988 Tribute Autographs Gold Vinyl,13,Derek Carr,Oakland Raiders,1
1988 Tribute Autographs Gold Vinyl,14,Russell Wilson,Seattle Seahawks,1
1988 Tribute Autographs Gold Vinyl,15,Rob Gronkowski,New England Patriots,1
1998 Tribute,1,Tom Brady,New England Patriots,
1998 Tribute,2,Odell Beckham Jr.,New York Giants,
1998 Tribute,3,Antonio Brown,Pittsburgh Steelers,
1998 Tribute,4,Jordan Howard,Chicago Bears,
1998 Tribute,5,Ezekiel Elliott,Dallas Cowboys,
1998 Tribute,6,Jared Goff,Los Angeles Rams,
1998 Tribute,7,Jimmy Garoppolo,San Francisco 49ers,
1998 Tribute,8,Julio Jones,Atlanta Falcons,
1998 Tribute,9,Adam Thielen,Minnesota Vikings,
1998 Tribute,10,Larry Fitzgerald,Arizona Cardinals,
1998 Tribute,11,Drew Brees,New Orleans Saints,
1998 Tribute,12,Marcus Mariota,Tennessee Titans,
1998 Tribute,13,Khalil Mack,Oakland Raiders,
1998 Tribute,14,Von Miller,Denver Broncos,
1998 Tribute,15,Cam Newton,Carolina Panthers,
1998 Tribute Autographs,1,Tom Brady,New England Patriots,3
1998 Tribute Autographs,5,Ezekiel Elliott,Dallas Cowboys,3
1998 Tribute Autographs,6,Jared Goff,Los Angeles Rams,5
1998 Tribute Autographs,7,Jimmy Garoppolo,San Francisco 49ers,5
1998 Tribute Autographs,11,Drew Brees,New Orleans Saints,3
1998 Tribute Autographs,12,Marcus Mariota,Tennessee Titans,3
1998 Tribute Autographs Gold Vinyl,1,Tom Brady,New England Patriots,1
1998 Tribute Autographs Gold Vinyl,5,Ezekiel Elliott,Dallas Cowboys,1
1998 Tribute Autographs Gold Vinyl,6,Jared Goff,Los Angeles Rams,1
1998 Tribute Autographs Gold Vinyl,7,Jimmy Garoppolo,San Francisco 49ers,1
1998 Tribute Autographs Gold Vinyl,9,Adam Thielen,Minnesota Vikings,1
1998 Tribute Autographs Gold Vinyl,11,Drew Brees,New Orleans Saints,1
1998 Tribute Autographs Gold Vinyl,12,Marcus Mariota,Tennessee Titans,1
2017 Rated Rookie Autographs Black Reprint,1,Kareem Hunt,Kansas City Chiefs,25
2017 Rated Rookie Autographs Blue Reprint,1,Kareem Hunt,Kansas City Chiefs,75
2017 Rated Rookie Autographs Bronze Reprint,1,Kareem Hunt,Kansas City Chiefs,
2017 Rated Rookie Autographs Gold Reprint,1,Kareem Hunt,Kansas City Chiefs,10
2017 Rated Rookie Autographs Gold Vinyl Reprint,1,Kareem Hunt,Kansas City Chiefs,1
2017 Rated Rookie Autographs Green Reprint,1,Kareem Hunt,Kansas City Chiefs,5
2017 Rated Rookie Autographs Holo Reprint,1,Kareem Hunt,Kansas City Chiefs,99
2017 Rated Rookie Autographs Purple Reprint,1,Kareem Hunt,Kansas City Chiefs,35
2017 Rated Rookie Autographs Red Reprint,1,Kareem Hunt,Kansas City Chiefs,50
2017 Rated Rookie Autographs Reprint,1,Kareem Hunt,Kansas City Chiefs,150
Base,1,David Johnson,Arizona Cardinals,
Base,2,Larry Fitzgerald,Arizona Cardinals,
Base,3,Patrick Peterson,Arizona Cardinals,
Base,4,Matt Ryan,Atlanta Falcons,
Base,5,Julio Jones,Atlanta Falcons,
Base,6,Devonta Freeman,Atlanta Falcons,
Base,7,Vic Beasley Jr.,Atlanta Falcons,
Base,8,Mohamed Sanu,Atlanta Falcons,
Base,9,Joe Flacco,Baltimore Ravens,
Base,10,Terrell Suggs,Baltimore Ravens,
Base,11,Alex Collins,Baltimore Ravens,
Base,12,LeSean McCoy,Buffalo Bills,
Base,13,Charles Clay,Buffalo Bills,
Base,14,Kelvin Benjamin,Buffalo Bills,
Base,15,Cam Newton,Carolina Panthers,
Base,16,Christian McCaffrey,Carolina Panthers,
Base,17,Greg Olsen,Carolina Panthers,
Base,18,Mitchell Trubisky,Chicago Bears,
Base,19,Jordan Howard,Chicago Bears,
Base,20,Khalil Mack,Chicago Bears,
Base,21,Andy Dalton,Cincinnati Bengals,
Base,22,A.J. Green,Cincinnati Bengals,
Base,23,Joe Mixon,Cincinnati Bengals,
Base,24,Jabrill Peppers,Cleveland Browns,
Base,25,Carlos Hyde,Cleveland Browns,
Base,26,Myles Garrett,Cleveland Browns,
Base,27,Dak Prescott,Dallas Cowboys,
Base,28,Ezekiel Elliott,Dallas Cowboys,
Base,29,Sean Lee,Dallas Cowboys,
Base,30,Emmanuel Sanders,Denver Broncos,
Base,31,Von Miller,Denver Broncos,
Base,32,Demaryius Thomas,Denver Broncos,
Base,33,Devontae Booker,Denver Broncos,
Base,34,Matthew Stafford,Detroit Lions,
Base,35,Golden Tate III,Detroit Lions,
Base,36,Marvin Jones Jr.,Detroit Lions,
Base,37,Aaron Rodgers,Green Bay Packers,
Base,38,Clay Matthews,Green Bay Packers,
Base,39,Davante Adams,Green Bay Packers,
Base,40,Deshaun Watson,Houston Texans,
Base,41,DeAndre Hopkins,Houston Texans,
Base,42,J.J. Watt,Houston Texans,
Base,43,Andrew Luck,Indianapolis Colts,
Base,44,T.Y. Hilton,Indianapolis Colts,
Base,45,Marlon Mack,Indianapolis Colts,
Base,46,Blake Bortles,Jacksonville Jaguars,
Base,47,Leonard Fournette,Jacksonville Jaguars,
Base,48,Calais Campbell,Jacksonville Jaguars,
Base,49,Patrick Mahomes II,Kansas City Chiefs,
Base,50,Kareem Hunt,Kansas City Chiefs,
Base,51,Tyreek Hill,Kansas City Chiefs,
Base,52,Jared Goff,Los Angeles Rams,
Base,53,Todd Gurley II,Los Angeles Rams,
Base,54,Aaron Donald,Los Angeles Rams,
Base,55,Sammy Watkins ,Kansas City Chiefs,
Base,56,Philip Rivers,Los Angeles Chargers,
Base,57,Melvin Gordon,Los Angeles Chargers,
Base,58,Keenan Allen,Los Angeles Chargers,
Base,59,DeVante Parker,Miami Dolphins,
Base,60,Cameron Wake,Miami Dolphins,
Base,61,Kenyan Drake,Miami Dolphins,
Base,62,Kirk Cousins,Minnesota Vikings,
Base,63,Dalvin Cook,Minnesota Vikings,
Base,64,Adam Thielen,Minnesota Vikings,
Base,65,Tom Brady,New England Patriots,
Base,66,James White,New England Patriots,
Base,67,Rob Gronkowski,New England Patriots,
Base,68,Drew Brees,New Orleans Saints,
Base,69,Alvin Kamara,New Orleans Saints,
Base,70,Michael Thomas,New Orleans Saints,
Base,71,Eli Manning,New York Giants,
Base,72,Odell Beckham Jr.,New York Giants,
Base,73,Landon Collins,New York Giants,
Base,74,Robby Anderson,New York Jets,
Base,75,Bilal Powell,New York Jets,
Base,76,Leonard Williams,New York Jets,
Base,77,Derek Carr,Oakland Raiders,
Base,78,Marshawn Lynch,Oakland Raiders,
Base,79,Amari Cooper,Oakland Raiders,
Base,80,Carson Wentz,Philadelphia Eagles,
Base,81,Jay Ajayi,Philadelphia Eagles,
Base,82,Nelson Agholor,Philadelphia Eagles,
Base,83,Ben Roethlisberger,Pittsburgh Steelers,
Base,84,Le'Veon Bell,Pittsburgh Steelers,
Base,85,Antonio Brown,Pittsburgh Steelers,
Base,86,Jimmy Garoppolo,San Francisco 49ers,
Base,87,Jerick McKinnon,San Francisco 49ers,
Base,88,Marquise Goodwin,San Francisco 49ers,
Base,89,Russell Wilson,Seattle Seahawks,
Base,90,Doug Baldwin,Seattle Seahawks,
Base,91,Earl Thomas III,Seattle Seahawks,
Base,92,Jameis Winston,Tampa Bay Buccaneers,
Base,93,Mike Evans,Tampa Bay Buccaneers,
Base,94,O.J. Howard,Tampa Bay Buccaneers,
Base,95,Marcus Mariota,Tennessee Titans,
Base,96,Derrick Henry,Tennessee Titans,
Base,97,Dion Lewis,Tennessee Titans,
Base,98,Alex Smith,Washington Redskins,
Base,99,Josh Norman,Washington Redskins,
Base,100,Jamison Crowder,Washington Redskins,
Base Aqua,1,David Johnson,Arizona Cardinals,299
Base Aqua,2,Larry Fitzgerald,Arizona Cardinals,299
Base Aqua,3,Patrick Peterson,Arizona Cardinals,299
Base Aqua,4,Matt Ryan,Atlanta Falcons,299
Base Aqua,5,Julio Jones,Atlanta Falcons,299
Base Aqua,6,Devonta Freeman,Atlanta Falcons,299
Base Aqua,7,Vic Beasley Jr.,Atlanta Falcons,299
Base Aqua,8,Mohamed Sanu,Atlanta Falcons,299
Base Aqua,9,Joe Flacco,Baltimore Ravens,299
Base Aqua,10,Terrell Suggs,Baltimore Ravens,299
Base Aqua,11,Alex Collins,Baltimore Ravens,299
Base Aqua,12,LeSean McCoy,Buffalo Bills,299
Base Aqua,13,Charles Clay,Buffalo Bills,299
Base Aqua,14,Kelvin Benjamin,Buffalo Bills,299
Base Aqua,15,Cam Newton,Carolina Panthers,299
Base Aqua,16,Christian McCaffrey,Carolina Panthers,299
Base Aqua,17,Greg Olsen,Carolina Panthers,299
Base Aqua,18,Mitchell Trubisky,Chicago Bears,299
Base Aqua,19,Jordan Howard,Chicago Bears,299
Base Aqua,20,Khalil Mack,Chicago Bears,299
Base Aqua,21,Andy Dalton,Cincinnati Bengals,299
Base Aqua,22,A.J. Green,Cincinnati Bengals,299
Base Aqua,23,Joe Mixon,Cincinnati Bengals,299
Base Aqua,24,Jabrill Peppers,Cleveland Browns,299
Base Aqua,25,Carlos Hyde,Cleveland Browns,299
Base Aqua,26,Myles Garrett,Cleveland Browns,299
Base Aqua,27,Dak Prescott,Dallas Cowboys,299
Base Aqua,28,Ezekiel Elliott,Dallas Cowboys,299
Base Aqua,29,Sean Lee,Dallas Cowboys,299
Base Aqua,30,Emmanuel Sanders,Denver Broncos,299
Base Aqua,31,Von Miller,Denver Broncos,299
Base Aqua,32,Demaryius Thomas,Denver Broncos,299
Base Aqua,33,Devontae Booker,Denver Broncos,299
Base Aqua,34,Matthew Stafford,Detroit Lions,299
Base Aqua,35,Golden Tate III,Detroit Lions,299
Base Aqua,36,Marvin Jones Jr.,Detroit Lions,299
Base Aqua,37,Aaron Rodgers,Green Bay Packers,299
Base Aqua,38,Clay Matthews,Green Bay Packers,299
Base Aqua,39,Davante Adams,Green Bay Packers,299
Base Aqua,40,Deshaun Watson,Houston Texans,299
Base Aqua,41,DeAndre Hopkins,Houston Texans,299
Base Aqua,42,J.J. Watt,Houston Texans,299
Base Aqua,43,Andrew Luck,Indianapolis Colts,299
Base Aqua,44,T.Y. Hilton,Indianapolis Colts,299
Base Aqua,45,Marlon Mack,Indianapolis Colts,299
Base Aqua,46,Blake Bortles,Jacksonville Jaguars,299
Base Aqua,47,Leonard Fournette,Jacksonville Jaguars,299
Base Aqua,48,Calais Campbell,Jacksonville Jaguars,299
Base Aqua,49,Patrick Mahomes II,Kansas City Chiefs,299
Base Aqua,50,Kareem Hunt,Kansas City Chiefs,299
