Card Set,Number,Player,Team
Base,1,Whit Merrifield,Kansas City Royals
Base,2,Alec Bohm,Philadelphia Phillies
Base,3,Anthony Santander,Baltimore Orioles
Base,4,Charlie Blackmon,Colorado Rockies
Base,5,Luis Garcia,Washington Nationals
Base,6,Buster Posey,San Francisco Giants
Base,7,Bo Bichette,Toronto Blue Jays
Base,8,Andres Gimenez,New York Mets
Base,9,Trevor Bauer,Cincinnati Reds
Base,10,Jo Adell,Los Angeles Angels
Base,11,Tarik Skubal,Detroit Tigers
Base,12,Brian Anderson,Miami Marlins
Base,13,Sixto Sanchez,Miami Marlins
Base,14,Freddie Freeman,Atlanta Braves
Base,15,Josh Bell,Pittsburgh Pirates
Base,16,Spencer Howard,Philadelphia Phillies
Base,17,Mike Trout,Los Angeles Angels
Base,18,Leody Taveras,Texas Rangers
Base,19,Miguel Cabrera,Detroit Tigers
Base,20,Tyler Stephenson,Cincinnati Reds
Base,21,Tanner Houck,Boston Red Sox
Base,22,Max Kepler,Minnesota Twins
Base,23,Sam Huff,Texas Rangers
Base,24,Christian Yelich,Milwaukee Brewers
Base,25,Alex Bregman,Houston Astros
Base,26,Bobby Dalbec,Boston Red Sox
Base,27,Ian Anderson,Atlanta Braves
Base,28,Shane Bieber,Cleveland Indians
Base,29,Brady Singer,Kansas City Royals
Base,30,Francisco Lindor,Cleveland Indians
Base,31,Casey Mize,Detroit Tigers
Base,32,Joey Gallo,Texas Rangers
Base,33,Anderson Tejeda,Texas Rangers
Base,34,Xander Bogaerts,Boston Red Sox
Base,35,Dylan Carlson,St. Louis Cardinals
Base,36,Cristian Pache,Atlanta Braves
Base,37,Matt Chapman,Oakland Athletics
Base,38,Keibert Ruiz,Los Angeles Dodgers
Base,39,Max Scherzer,Washington Nationals
Base,40,Aaron Nola,Philadelphia Phillies
Base,41,Ryan Mountcastle,Baltimore Orioles
Base,42,Yadier Molina,St. Louis Cardinals
Base,43,Brailyn Marquez,Chicago Cubs
Base,44,Luis Patiño,San Diego Padres
Base,45,Jake Cronenworth,San Diego Padres
Base,46,Jacob deGrom,New York Mets
Base,47,Garrett Crochet,Chicago White Sox
Base,48,Kyle Lewis,Seattle Mariners
Base,49,Joey Votto,Cincinnati Reds
Base,50,Austin Hays,Baltimore Orioles
