Card Set,Number,Player,Team
Base,1,Daulton Varsho,Arizona Diamondbacks
Base,2,Stephen Strasburg,Washington Nationals
Base,3,Deivi Garcia,New York Yankees
Base,4,Ke'Bryan Hayes,Pittsburgh Pirates
Base,5,Tarik Skubal,Detroit Tigers
Base,6,Eloy Jimenez,Chicago White Sox
Base,7,Luis Robert,Chicago White Sox
Base,8,Eddie Rosario,Minnesota Twins
Base,9,Dylan Carlson,St. Louis Cardinals
Base,10,Tim Anderson,Chicago White Sox
Base,11,Carlos Correa,Houston Astros
Base,12,Ryan Mountcastle,Baltimore Orioles
Base,13,Gerrit Cole,New York Yankees
Base,14,Anthony Rendon,Los Angeles Angels
Base,15,Hanser Alberto,Baltimore Orioles
Base,16,Paul Goldschmidt,St. Louis Cardinals
Base,17,Jake Cronenworth,San Diego Padres
Base,18,Buster Posey,San Francisco Giants
Base,19,Fernando Tatis Jr.,San Diego Padres
Base,20,Jo Adell,Los Angeles Angels
Base,21,Nate Pearson,Toronto Blue Jays
Base,22,Jesus Sanchez,Miami Marlins
Base,23,Jacob deGrom,New York Mets
Base,24,Ronald Acuña Jr.,Atlanta Braves
Base,25,Bryce Harper,Philadelphia Phillies
Base,26,Starling Marte,Miami Marlins
Base,27,Ian Anderson,Atlanta Braves
Base,28,Josh Hader,Milwaukee Brewers
Base,29,Shane Bieber,Cleveland Indians
Base,30,Joey Votto,Cincinnati Reds
Base,31,Mookie Betts,Los Angeles Dodgers
Base,32,Aaron Judge,New York Yankees
Base,33,Keibert Ruiz,Los Angeles Dodgers
Base,34,DJ LeMahieu,New York Yankees
Base,35,Brailyn Marquez,Chicago Cubs
Base,36,Joey Bart,San Francisco Giants
Base,37,Devin Williams,Milwaukee Brewers
Base,38,Alex Bregman,Houston Astros
Base,39,Alec Bohm,Philadelphia Phillies
Base,40,Freddie Freeman,Atlanta Braves
Base,41,Ozzie Albies,Atlanta Braves
Base,42,Josh Bell,Pittsburgh Pirates
Base,43,Javier Baez,Chicago Cubs
Base,44,Matt Olson,Oakland Athletics
Base,45,Jose Altuve,Houston Astros
Base,46,Francisco Lindor,Cleveland Indians
Base,47,Jack Flaherty,St. Louis Cardinals
Base,48,Trevor Story,Colorado Rockies
Base,49,Pete Alonso,New York Mets
Base,50,Pedro Severino,Baltimore Orioles
Base,51,Gleyber Torres,New York Yankees
Base,52,Xander Bogaerts,Boston Red Sox
Base,53,Spencer Howard,Philadelphia Phillies
Base,54,Bo Bichette,Toronto Blue Jays
Base,55,Anthony Rizzo,Chicago Cubs
Base,56,Nick Madrigal,Chicago White Sox
Base,57,Nolan Arenado,Colorado Rockies
Base,58,Vladimir Guerrero Jr.,Toronto Blue Jays
Base,59,Brandon Lowe,Tampa Bay Rays
Base,60,Mike Trout,Los Angeles Angels
Base,61,Dane Dunning,Chicago White Sox
Base,62,Luis Garcia,Washington Nationals
Base,63,Cristian Pache,Atlanta Braves
Base,64,Blake Snell,Tampa Bay Rays
Base,65,Christian Yelich,Milwaukee Brewers
Base,66,Manny Machado,San Diego Padres
Base,67,Joey Gallo,Texas Rangers
Base,68,Yordan Alvarez,Houston Astros
Base,69,Andres Gimenez,New York Mets
Base,70,Kris Bryant,Chicago Cubs
Base,71,Rhys Hoskins,Philadelphia Phillies
Base,72,Charlie Blackmon,Colorado Rockies
Base,73,Matt Chapman,Oakland Athletics
Base,74,Sixto Sanchez,Miami Marlins
Base,75,Evan White,Seattle Mariners
Base,76,Casey Mize,Detroit Tigers
Base,77,Brady Singer,Kansas City Royals
Base,78,Shohei Ohtani,Los Angeles Angels
Base,79,Walker Buehler,Los Angeles Dodgers
Base,80,Kyle Lewis,Seattle Mariners
Base,81,Andrew McCutchen,Philadelphia Phillies
Base,82,Clayton Kershaw,Los Angeles Dodgers
Base,83,Whit Merrifield,Kansas City Royals
Base,84,Cristian Javier,Houston Astros
Base,85,Alex Kirilloff,Minnesota Twins
Base,86,Jorge Polanco,Minnesota Twins
Base,87,Trevor Bauer,Cincinnati Reds
Base,88,Chris Sale,Boston Red Sox
Base,89,Miguel Cabrera,Detroit Tigers
Base,90,Cody Bellinger,Los Angeles Dodgers
Base,91,Justin Verlander,Houston Astros
Base,92,Jose Berrios,Minnesota Twins
Base,93,Juan Soto,Washington Nationals
Base,94,Paul DeJong,St. Louis Cardinals
Base,95,Max Scherzer,Washington Nationals
Base,96,Max Kepler,Minnesota Twins
Base,97,Willson Contreras,Chicago Cubs
Base,98,Jorge Soler,Kansas City Royals
Base,99,Kyle Hendricks,Chicago Cubs
Base,100,Alex Verdugo,Boston Red Sox
Autograph Patch,APC-AB,Alec Bohm,Philadelphia Phillies
Autograph Patch,APC-AG,Andres Gimenez,New York Mets
Autograph Patch,APC-AJ,Aaron Judge,New York Yankees
Autograph Patch,APC-AK,Alex Kirilloff,Minnesota Twins
Autograph Patch,APC-AT,Anderson Tejeda,Texas Rangers
Autograph Patch,APC-AV,Alex Verdugo,Boston Red Sox
Autograph Patch,APC-BM,Brendan McKay,Tampa Bay Rays
Autograph Patch,APC-BR,Brent Rooker,Minnesota Twins
Autograph Patch,APC-BS,Brady Singer,Kansas City Royals
Autograph Patch,APC-CJ,Cristian Javier,Houston Astros
Autograph Patch,APC-CM,Casey Mize,Detroit Tigers
Autograph Patch,APC-CP,Cristian Pache,Atlanta Braves
Autograph Patch,APC-DB,David Bote,Chicago Cubs
Autograph Patch,APC-DC,Dylan Carlson,St. Louis Cardinals
Autograph Patch,APC-DD,Dane Dunning,Chicago White Sox
Autograph Patch,APC-DG,Deivi Garcia,New York Yankees
Autograph Patch,APC-DP,David Peterson,New York Mets
Autograph Patch,APC-DV,Daulton Varsho,Arizona Diamondbacks
Autograph Patch,APC-EO,Edward Olivares,Kansas City Royals
Autograph Patch,APC-EW,Evan White,Seattle Mariners
Autograph Patch,APC-FT,Fernando Tatis Jr.,San Diego Padres
Autograph Patch,APC-GT,Gleyber Torres,New York Yankees
Autograph Patch,APC-IA,Ian Anderson,Atlanta Braves
Autograph Patch,APC-JA,Jo Adell,Los Angeles Angels
Autograph Patch,APC-JB,Joey Bart,San Francisco Giants
Autograph Patch,APC-JC,Jake Cronenworth,San Diego Padres
Autograph Patch,APC-JCH,Jazz Chisholm,Miami Marlins
Autograph Patch,APC-JG,Jose Garcia,Cincinnati Reds
Autograph Patch,APC-JJ,Jahmai Jones,Los Angeles Angels
Autograph Patch,APC-JL,Jesus Luzardo,Oakland Athletics
Autograph Patch,APC-JS,Jesus Sanchez,Miami Marlins
Autograph Patch,APC-KBH,Ke'Bryan Hayes,Pittsburgh Pirates
Autograph Patch,APC-KH,Keston Hiura,Milwaukee Brewers
Autograph Patch,APC-KL,Kyle Lewis,Seattle Mariners
Autograph Patch,APC-KR,Keibert Ruiz,Los Angeles Dodgers
Autograph Patch,APC-LG,Luis Garcia,Washington Nationals
Autograph Patch,APC-LR,Luis Robert,Chicago White Sox
Autograph Patch,APC-LT,Leody Taveras,Texas Rangers
Autograph Patch,APC-MY,Miguel Yajure,New York Yankees
Autograph Patch,APC-NM,Nick Madrigal,Chicago White Sox
Autograph Patch,APC-NP,Nate Pearson,Toronto Blue Jays
Autograph Patch,APC-NS,Nick Solak,Texas Rangers
Autograph Patch,APC-PA,Pete Alonso,New York Mets
Autograph Patch,APC-RA,Ronald Acuña Jr.,Atlanta Braves
Autograph Patch,APC-RD,Randy Dobnak,Minnesota Twins
Autograph Patch,APC-RJ,Ryan Jeffers,Minnesota Twins
Autograph Patch,APC-RM,Ryan Mountcastle,Baltimore Orioles
Autograph Patch,APC-SE,Santiago Espinal,Toronto Blue Jays
Autograph Patch,APC-SH,Spencer Howard,Philadelphia Phillies
Autograph Patch,APC-SHU,Sam Huff,Texas Rangers
Autograph Patch,APC-SS,Sixto Sanchez,Miami Marlins
Autograph Patch,APC-THO,Tanner Houck,Boston Red Sox
Autograph Patch,APC-TR,Trevor Rogers,Miami Marlins
Autograph Patch,APC-TS,Tyler Stephenson,Cincinnati Reds
Autograph Patch,APC-TSK,Tarik Skubal,Detroit Tigers
Autograph Patch,APC-WB,Walker Buehler,Los Angeles Dodgers
Autograph Patch,APC-WC,William Contreras,Atlanta Braves
Autograph Jumbo Patch,AJP-AB,Alec Bohm,Philadelphia Phillies
Autograph Jumbo Patch,AJP-AJ,Aaron Judge,New York Yankees
Autograph Jumbo Patch,AJP-CJ,Cristian Javier,Houston Astros
Autograph Jumbo Patch,AJP-CM,Casey Mize,Detroit Tigers
Autograph Jumbo Patch,AJP-CP,Cristian Pache,Atlanta Braves
Autograph Jumbo Patch,AJP-DC,Dylan Carlson,St. Louis Cardinals
Autograph Jumbo Patch,AJP-DD,Dane Dunning,Chicago White Sox
Autograph Jumbo Patch,AJP-DP,David Peterson,New York Mets
Autograph Jumbo Patch,AJP-EW,Evan White,Seattle Mariners
Autograph Jumbo Patch,AJP-FT,Fernando Tatis Jr.,San Diego Padres
Autograph Jumbo Patch,AJP-IA,Ian Anderson,Atlanta Braves
Autograph Jumbo Patch,AJP-JA,Jo Adell,Los Angeles Angels
Autograph Jumbo Patch,AJP-JB,Joey Bart,San Francisco Giants
Autograph Jumbo Patch,AJP-JC,Jake Cronenworth,San Diego Padres
Autograph Jumbo Patch,AJP-JS,Jesus Sanchez,Miami Marlins
Autograph Jumbo Patch,AJP-KBH,Ke'Bryan Hayes,Pittsburgh Pirates
Autograph Jumbo Patch,AJP-LR,Luis Robert,Chicago White Sox
Autograph Jumbo Patch,AJP-NM,Nick Madrigal,Chicago White Sox
Autograph Jumbo Patch,AJP-NP,Nate Pearson,Toronto Blue Jays
Autograph Jumbo Patch,AJP-PA,Pete Alonso,New York Mets
