Card Set,Number,Player,Team
Base,1,Fernando Tatis Jr.,San Diego Padres
Base,2,Roberto Osuna,Houston Astros
Base,3,Matt Chapman,Oakland Athletics
Base,4,David Bote,Chicago Cubs
Base,5,Julio Urias,Los Angeles Dodgers
Base,6,Justus Sheffield,Seattle Mariners
Base,7,Dab on 'Em,Milwaukee Brewers
Base,8,Mauricio Dubon,San Francisco Giants
Base,9,Max Fried,Atlanta Braves
Base,10,Daulton Varsho,Arizona Diamondbacks
Base,11,Max Kepler,Minnesota Twins
Base,12,Joey Bart,San Francisco Giants
Base,13,Mookie Betts,Los Angeles Dodgers
Base,14,Do It for the Fans!,Chicago White Sox
Base,15,Mookie Betts,Los Angeles Dodgers
Base,16,Patrick Sandoval,Los Angeles Angels
Base,17,Sean Doolittle,Washington Nationals
Base,18,Shun Yamaguchi,Toronto Blue Jays
Base,19,Jakob Junis,Kansas City Royals
Base,20,J.D. Martinez,Boston Red Sox
Base,21,Eric Sogard,Milwaukee Brewers
Base,22,Pedro Severino,Baltimore Orioles
Base,23,Nomar Mazara,Chicago White Sox
Base,24,Nolan Arenado,Colorado Rockies
Base,25,Sixto Sanchez,Miami Marlins
Base,26,Bobby Dalbec,Boston Red Sox
Base,27,Mike Trout,Los Angeles Angels
Base,28,Luke Weaver,Arizona Diamondbacks
Base,29,Chris Davis,Baltimore Orioles
Base,30,Miguel Andujar,New York Yankees
Base,31,Brandon Kintzler,Miami Marlins
Base,32,Edward Olivares,Kansas City Royals
Base,33,Yonathan Daza,Colorado Rockies
Base,34,Roberto Perez,Cleveland Indians
Base,35,Danny Santana,Texas Rangers
Base,36,Charlie Morton,Tampa Bay Rays
Base,37,Jose Quintana,Chicago Cubs
Base,38,Mitch Moreland,San Diego Padres
Base,39,New York Yankees,New York Yankees
Base,40,Joc Pederson,Los Angeles Dodgers
Base,41,Deivi Garcia,New York Yankees
Base,42,Kyle Lewis,Seattle Mariners
Base,43,Jo Adell,Los Angeles Angels
Base,44,Walker Buehler,Los Angeles Dodgers
Base,45,Wade LeBlanc,Baltimore Orioles
Base,46,Jesus Luzardo,Oakland Athletics
Base,47,Ketel Marte,Arizona Diamondbacks
Base,48,Maikel Franco,Kansas City Royals
Base,49,Starling Marte,Miami Marlins
Base,50,Cody Bellinger,Los Angeles Dodgers
Base,51,Sean Manaea,Oakland Athletics
Base,52,Archie Bradley,Cincinnati Reds
Base,53,Andres Gimenez,New York Mets
Base,54,Joakim Soria,Oakland Athletics
Base,55,Nick Senzel,Cincinnati Reds
Base,56,Steven Matz,New York Mets
Base,57,Will Smith,Los Angeles Dodgers
Base,58,Washington Nationals,Washington Nationals
Base,59,Milwaukee Brewers,Milwaukee Brewers
Base,60,Yu Darvish,Chicago Cubs
Base,61,A Playful Bout of Juniors,Toronto Blue Jays
Base,62,Stephen Vogt,Arizona Diamondbacks
Base,63,Ronald Guzman,Texas Rangers
Base,64,Chris Taylor,Los Angeles Dodgers
Base,65,Isaac Paredes,Detroit Tigers
Base,66,Ryan Brasier,Boston Red Sox
Base,67,Clayton Kershaw,Los Angeles Dodgers
