Card Set,Number,Player,Team,Seq.
Base,1,Al Horford,Atlanta Hawks,
Base,2,Rajon Rondo,Dallas Mavericks,
Base,3,Brook Lopez,Brooklyn Nets,
Base,4,Michael Kidd-Gilchrist,Charlotte Hornets,
Base,5,Taj Gibson,Chicago Bulls,
Base,6,Kyrie Irving,Cleveland Cavaliers,
Base,7,Dirk Nowitzki,Dallas Mavericks,
Base,8,JaVale McGee,Denver Nuggets,
Base,9,Greg Monroe,Detroit Pistons,
Base,10,Klay Thompson,Golden State Warriors,
Base,11,Dwight Howard,Houston Rockets,
Base,12,Roy Hibbert,Indiana Pacers,
Base,13,DeAndre Jordan,Los Angeles Clippers,
Base,14,Steve Nash,Los Angeles Lakers,
Base,15,Zach Randolph,Memphis Grizzlies,
Base,16,Dwyane Wade,Miami Heat,
Base,17,O.J. Mayo,Milwaukee Bucks,
Base,18,Thaddeus Young,Minnesota Timberwolves,
Base,19,Tyreke Evans,New Orleans Pelicans,
Base,20,Amar'e Stoudemire,New York Knicks,
Base,21,Russell Westbrook,Oklahoma City Thunder,
Base,22,Brandon Knight,Milwaukee Bucks,
Base,23,Victor Oladipo,Orlando Magic,
Base,24,Luc Mbah a Moute,Philadelphia 76ers,
Base,25,Eric Bledsoe,Phoenix Suns,
Base,26,LaMarcus Aldridge,Portland Trail Blazers,
Base,27,DeMarcus Cousins,Sacramento Kings,
Base,28,Tony Parker,San Antonio Spurs,
Base,29,Kyle Lowry,Toronto Raptors,
Base,30,Derrick Favors,Utah Jazz,
Base,31,Marcin Gortat,Washington Wizards,
Base,32,Jeff Teague,Atlanta Hawks,
Base,33,Jeff Green,Memphis Grizzlies,
Base,34,Kevin Garnett,Brooklyn Nets,
Base,35,Lance Stephenson,Charlotte Hornets,
Base,36,Jimmy Butler,Chicago Bulls,
Base,37,Kevin Love,Cleveland Cavaliers,
Base,38,Tyson Chandler,Dallas Mavericks,
Base,39,Ty Lawson,Denver Nuggets,
Base,40,Brandon Jennings,Detroit Pistons,
Base,41,Andre Iguodala,Golden State Warriors,
Base,42,Trevor Ariza,Houston Rockets,
Base,43,Paul George,Indiana Pacers,
Base,44,Chris Paul,Los Angeles Clippers,
Base,45,Kobe Bryant,Los Angeles Lakers,
Base,46,Marc Gasol,Memphis Grizzlies,
Base,47,Chris Bosh,Miami Heat,
Base,48,Larry Sanders,Milwaukee Bucks,
Base,49,Nikola Pekovic,Minnesota Timberwolves,
Base,50,Anthony Davis,New Orleans Pelicans,
Base,51,Carmelo Anthony,New York Knicks,
Base,52,Kevin Durant,Oklahoma City Thunder,
Base,53,Channing Frye,Orlando Magic,
Base,54,Michael Carter-Williams,Philadelphia 76ers,
Base,55,Marcus Morris,Phoenix Suns,
Base,56,Wesley Matthews,Portland Trail Blazers,
Base,57,Rudy Gay,Sacramento Kings,
Base,58,Tim Duncan,San Antonio Spurs,
Base,59,Landry Fields,Toronto Raptors,
Base,60,Gordon Hayward,Utah Jazz,
Base,61,Nene,Washington Wizards,
Base,62,Brandon Bass,Boston Celtics,
Base,63,DeMarre Carroll,Atlanta Hawks,
Base,64,Mirza Teletovic,Brooklyn Nets,
Base,65,Pau Gasol,Chicago Bulls,
Base,66,Mike Dunleavy,Chicago Bulls,
Base,67,Dion Waiters,Oklahoma City Thunder,
Base,68,Raymond Felton,Dallas Mavericks,
Base,69,J.J. Hickson,Denver Nuggets,
Base,70,Stephen Curry,Golden State Warriors,
Base,71,James Harden,Houston Rockets,
Base,72,George Hill,Indiana Pacers,
Base,73,Jamal Crawford,Los Angeles Clippers,
Base,74,Nick Young,Los Angeles Lakers,
Base,75,Courtney Lee,Memphis Grizzlies,
Base,76,Norris Cole,Miami Heat,
Base,77,Anthony Bennett,Minnesota Timberwolves,
Base,78,Omer Asik,New Orleans Pelicans,
Base,79,Iman Shumpert,Cleveland Cavaliers,
Base,80,Serge Ibaka,Oklahoma City Thunder,
Base,81,Nikola Vucevic,Orlando Magic,
Base,82,Nerlens Noel,Philadelphia 76ers,
Base,83,Goran Dragic,Phoenix Suns,
Base,84,Isaiah Thomas,Phoenix Suns,
Base,85,C.J. McCollum,Portland Trail Blazers,
Base,86,Darren Collison,Sacramento Kings,
Base,87,Tiago Splitter,San Antonio Spurs,
Base,88,Jonas Valanciunas,Toronto Raptors,
Base,89,Enes Kanter,Utah Jazz,
Base,90,John Wall,Washington Wizards,
Base,91,Patrick Patterson,Toronto Raptors,
Base,92,Danny Green,San Antonio Spurs,
Base,93,Steve Blake,Portland Trail Blazers,
Base,94,Alexey Shved,Houston Rockets,
Base,95,Nick Collison,Oklahoma City Thunder,
Base,96,Jose Calderon,New York Knicks,
Base,97,Corey Brewer,Houston Rockets,
Base,98,Giannis Antetokounmpo,Milwaukee Bucks,
Base,99,Luol Deng,Miami Heat,
Base,100,Tayshaun Prince,Boston Celtics,
Base,101,Jeremy Lin,Los Angeles Lakers,
Base,102,Rodney Stuckey,Indiana Pacers,
Base,103,Jason Terry,Houston Rockets,
Base,104,Andrew Bogut,Golden State Warriors,
Base,105,Andre Drummond,Detroit Pistons,
Base,106,Monta Ellis,Dallas Mavericks,
Base,107,Anderson Varejao,Cleveland Cavaliers,
Base,108,Joakim Noah,Chicago Bulls,
Base,109,Andrei Kirilenko,Philadelphia 76ers,
Base,110,Tyler Zeller,Boston Celtics,
Base,111,Avery Bradley,Boston Celtics,
Base,112,Paul Millsap,Atlanta Hawks,
Base,113,Chandler Parsons,Dallas Mavericks,
Base,114,Tristan Thompson,Cleveland Cavaliers,
Base,115,Arron Afflalo,Denver Nuggets,
Base,116,Jonas Jerebko,Detroit Pistons,
Base,117,Terrence Jones,Houston Rockets,
Base,118,J.J. Redick,Los Angeles Clippers,
Base,119,Ed Davis,Los Angeles Lakers,
Base,120,Chris Andersen,Miami Heat,
Base,121,Ricky Rubio,Minnesota Timberwolves,
Base,122,Samuel Dalembert,New York Knicks,
Base,123,Tobias Harris,Orlando Magic,
Base,124,Miles Plumlee,Phoenix Suns,
Base,125,Ben McLemore,Sacramento Kings,
Base,126,Cory Joseph,San Antonio Spurs,
Base,127,Trey Burke,Utah Jazz,
Base,128,Glen Rice Jr.,Washington Wizards,
Base,129,Damian Lillard,Portland Trail Blazers,
Base,130,Tony Wroten,Philadelphia 76ers,
Base,131,Tim Hardaway Jr.,New York Knicks,
Base,132,Eric Gordon,New Orleans Pelicans,
Base,133,Vince Carter,Memphis Grizzlies,
Base,134,Carlos Boozer,Los Angeles Lakers,
Base,135,Reggie Bullock,Los Angeles Clippers,
Base,136,Isaiah Canaan,Houston Rockets,
Base,137,Draymond Green,Golden State Warriors,
