Card Set,Number,Player,Team,Seq.
Base,1,Al Horford,Atlanta Hawks,
Base,2,Austin Rivers,New Orleans Pelicans,
Base,3,Deron Williams,Brooklyn Nets,
Base,4,Nikola Vucevic,Orlando Magic,
Base,5,Jimmy Butler,Chicago Bulls,
Base,6,Markieff Morris,Phoenix Suns,
Base,7,JaVale McGee,Denver Nuggets,
Base,8,DeMarcus Cousins,Sacramento Kings,
Base,9,Stephen Curry,Golden State Warriors,
Base,10,Jonas Valanciunas,Toronto Raptors,
Base,11,Dennis Schroder,Atlanta Hawks,
Base,12,Tim Hardaway Jr.,New York Knicks,
Base,13,Marc Gasol,Memphis Grizzlies,
Base,14,Victor Oladipo,Orlando Magic,
Base,15,Derrick Rose,Chicago Bulls,
Base,16,Marcus Morris,Phoenix Suns,
Base,17,Kenneth Faried,Denver Nuggets,
Base,18,Carl Landry,Sacramento Kings,
Base,19,Andre Iguodala,Golden State Warriors,
Base,20,Tyler Hansbrough,Toronto Raptors,
Base,21,Jeff Teague,Atlanta Hawks,
Base,22,Amar'e Stoudemire,New York Knicks,
Base,23,Mason Plumlee,Brooklyn Nets,
Base,24,Arron Afflalo,Denver Nuggets,
Base,25,Taj Gibson,Chicago Bulls,
Base,26,Miles Plumlee,Phoenix Suns,
Base,27,Ty Lawson,Denver Nuggets,
Base,28,Derrick Williams,Sacramento Kings,
Base,29,Andrew Bogut,Golden State Warriors,
Base,30,Chuck Hayes,Toronto Raptors,
Base,31,Paul Millsap,Atlanta Hawks,
Base,32,Tyson Chandler,Dallas Mavericks,
Base,33,Paul Pierce,Washington Wizards,
Base,34,Maurice Harkless,Orlando Magic,
Base,35,Joakim Noah,Chicago Bulls,
Base,36,Damian Lillard,Portland Trail Blazers,
Base,37,Randy Foye,Denver Nuggets,
Base,38,Ray McCallum,Sacramento Kings,
Base,39,Klay Thompson,Golden State Warriors,
Base,40,Steve Novak,Utah Jazz,
Base,41,Kyle Korver,Atlanta Hawks,
Base,42,J.R. Smith,New York Knicks,
Base,43,Joe Johnson,Brooklyn Nets,
Base,44,Andrew Nicholson,Orlando Magic,
Base,45,Mike Dunleavy,Chicago Bulls,
Base,46,LaMarcus Aldridge,Portland Trail Blazers,
Base,47,Wilson Chandler,Denver Nuggets,
Base,48,Tiago Splitter,San Antonio Spurs,
Base,49,Harrison Barnes,Golden State Warriors,
Base,50,Enes Kanter,Utah Jazz,
Base,51,Louis Williams,Toronto Raptors,
Base,52,Andrea Bargnani,New York Knicks,
Base,53,Andrei Kirilenko,Brooklyn Nets,
Base,54,Nerlens Noel,Philadelphia 76ers,
Base,55,D.J. Augustin,Detroit Pistons,
Base,56,Nicolas Batum,Portland Trail Blazers,
Base,57,J.J. Hickson,Denver Nuggets,
Base,58,Tim Duncan,San Antonio Spurs,
Base,59,Kobe Bryant,Los Angeles Lakers,
Base,60,Trey Burke,Utah Jazz,
Base,61,Pero Antic,Atlanta Hawks,
