2017 TOPPS BASEBALL UPDATE SERIES,,,,
BASE,,,,
ARC-40,Masahiro Tanaka,New York Yankees,
ARC-41,Mark McGwire,Oakland Athletics,
ARC-42,Giancarlo Stanton,Miami MarlinsTM,
ARC-43,Ozzie Smith,San Diego Padres,
ARC-44,Prince Fielder,Milwaukee Brewers,
ARC-45,Bryce Harper,Washington Nationals,
ARC-46,Yu Darvish,Texas Rangers,
ARC-47,Joe Morgan,Houston Astros,
ARC-48,Rod Carew,Minnesota Twins,
ARC-49,Albert Pujols,St. Louis Cardinals,
ARC-50,Carlos Correa,Houston Astros,
UNTOUCHABLES,,,
U-1,Pedro Martinez,Montreal Expos,
U-2,Jake Arrieta,Chicago Cubs,
U-3,Warren Spahn,Milwaukee Braves,
U-4,Justin Verlander,Detroit Tigers,
U-5,Roy Halladay,Toronto Blue Jays,
U-6,Tom Glavine,Atlanta Braves,
U-7,CC Sabathia,Cleveland Indians,
U-8,Bartolo Colon,Los Angeles Angels,
U-9,Felix Hernandez,Seattle Mariners,
U-10,Sandy Koufax,Los Angeles Dodgers,
U-11,Dallas Keuchel,Houston Astros,
U-12,Greg Maddux,Atlanta Braves,
U-13,John Smoltz,Atlanta Braves,
U-14,Tim Lincecum,San Francisco Giants,
U-15,Roger Clemens,Boston Red Sox,
U-16,Steve Carlton,Philadelphia Phillies,
U-17,Pedro Martinez,Boston Red Sox,
U-18,Roy Halladay,Philadelphia Phillies,
U-19,Randy Johnson,Arizona Diamondbacks,
U-20,Jim Palmer,Baltimore Orioles,
U-21,Clayton Kershaw,Los Angeles Dodgers,
U-22,Max Scherzer,Washington Nationals,
U-23,Tom Seaver,New York Mets,
U-24,Roger Clemens,Toronto Blue Jays,
U-25,Randy Johnson,Seattle Mariners,
U-26,Rick Porcello,Boston Red Sox,
U-27,Corey Kluber,Cleveland Indians,
U-28,Greg Maddux,Chicago Cubs,
U-29,Whitey Ford,New York Yankees,
U-30,Roger Clemens,New York Yankees,
1987 ROOKIES AND TRADES,,,
US87-1,Bryce Harper,Washington Nationals,
US87-2,Amir Garrett,Cincinnati Reds,Rookie
US87-3,Noah Syndergaard,New York Mets,
US87-4,Manny Machado,Baltimore Orioles,
US87-5,Adam Eaton,Washington Nationals,
US87-6,Starlin Castro,New York Yankees,
US87-7,Dexter Fowler,St. Louis Cardinals,
US87-8,Dallas Keuchel,Houston Astros,
US87-9,Brandon Phillips,Atlanta Braves,
US87-10,Mike Trout,Angels,
US87-11,Edwin Diaz,Seattle Mariners,Rookie
US87-12,Dee Gordon,Miami Marlins,
US87-13,Mitch Haniger,Seattle Mariners,Rookie
US87-14,Koda Glover,Washington Nationals,Rookie
US87-15,Jean Segura,Seattle Mariners,
US87-16,Jeff Hoffman,Colorado Rockies,Rookie
US87-17,Antonio Senzatela,Colorado Rockies,Rookie
US87-18,Magneuris Sierra,St. Louis Cardinals,Rookie
US87-19,Matt Holliday,New York Yankees,

US87-20,Kris Bryant,Chicago Cubs,
US87-21,Matt Wieters,Washington Nationals,
US87-22,Dylan Bundy,Baltimore Orioles,
US87-23,Billy Hamilton,Cincinnati Reds,
US87-24,Orlando Arcia,Milwaukee Brewers,Rookie
US87-25,Andrew Benintendi,Boston Red Sox,Rookie
US87-26,Jake Lamb,Arizona Diamondbacks,
US87-27,Jesse Winker,Cincinnati Reds,Rookie
US87-28,Marcell Ozuna,Miami Marlins,
US87-29,Chris Sale,Boston Red Sox,
US87-30,Christian Arroyo,San Francisco Giants,Rookie
US87-31,Edwin Encarnacion,Cleveland Indians,
US87-32,Yonder Alonso,Oakland Athletics,
US87-33,Jose Ramirez,Atlanta Braves,
US87-34,Cody Bellinger,Los Angeles Dodgers,Rookie
US87-35,Aaron Judge,New York Yankees,Rookie
US87-36,Eric Thames,Milwaukee Brewers,
US87-37,Christian Yelich,Miami Marlins,
US87-38,Lucas Giolito,Chicago White Sox,
US87-39,Corey Seager,Los Angeles Dodgers,
US87-40,Ian Desmond,Colorado Rockies,
US87-41,Aroldis Chapman,New York Yankees,
US87-42,Jordan Montgomery,New York Yankees,Rookie
US87-43,Khris Davis,Oakland Athletics,
US87-44,Joey Gallo,Texas Rangers,
US87-45,Franklin Barreto,Oakland Athletics,Rookie
US87-46,Bradley Zimmer,Cleveland Indians,Rookie
US87-47,Lewis Brinson,Milwaukee Brewers,Rookie
US87-48,Ian Happ,Chicago Cubs,Rookie
US87-49,Sean Newcomb,Atlanta Braves,Rookie
US87-50,Adalberto Mejia,Minnesota Twins,Rookie
POSTSEASON CELEBRATION,,,
PC-1,Toronto Blue Jays,Toronto Blue Jays,
PC-2,San Francisco Giants,San Francisco Giants,
PC-3,Philadelphia Phillies,Philadelphia Phillies,
PC-4,Detroit Tigers,Detroit Tigers,
PC-5,Chicago White Sox,Chicago White Sox,
PC-6,New York Mets,New York Mets,
PC-7,St. Louis Cardinals,St. Louis Cardinals,
PC-8,New York Yankees,New York Yankees,
PC-9,Oakland Athletics,Oakland Athletics,
PC-10,St. Louis Cardinals,St. Louis Cardinals,
PC-11,San Francisco Giants,San Francisco Giants,
PC-12,Boston Red Sox,Boston Red Sox,
PC-13,Oakland Athletics,Oakland Athletics,
PC-14,Pittsburgh Pirates,Pittsburgh Pirates,
PC-15,Kansas City Royals,Kansas City Royals,
PC-16,New York Yankees,New York Yankees,
PC-17,Chicago Cubs,Chicago Cubs,
PC-18,Angels,Angels,
PC-19,Philadelphia Phillies,Philadelphia Phillies,
PC-20,Boston Red Sox,Boston Red Sox,
PC-21,Boston Red Sox,Boston Red Sox,
PC-22,San Francisco Giants,San Francisco Giants,
PC-23,Pittsburgh Pirates,Pittsburgh Pirates,
PC-24,New York Yankees,New York Yankees,
PC-25,Brooklyn Dodgers,Brooklyn Dodgers,
HEROES OF AUTUMN,,,
HA-1,Randy Johnson,Arizona Diamondbacks,
HA-2,Frank Robinson,Baltimore Orioles,
HA-3,Anthony Rizzo,Chicago Cubs,
HA-4,Roberto Alomar,Toronto Blue Jays,
HA-5,Albert Pujols,St. Louis Cardinals,
HA-6,Luis Gonzalez,Arizona Diamondbacks,
HA-7,George Brett,Kansas City Royals,
HA-8,Sandy Koufax,Los Angeles Dodgers,
HA-9,Andy Pettitte,New York Yankees,
HA-10,Reggie Jackson,New York Yankees,
HA-11,Babe Ruth,New York Yankees,
HA-12,Ben Zobrist,Chicago Cubs,
HA-13,Brooks Robinson,Baltimore Orioles,
HA-14,Willie Stargell,Pittsburgh Pirates,
HA-15,Dennis Eckersley,Oakland Athletics,
HA-16,Pedro Martinez,Boston Red Sox,
HA-17,Tom Glavine,Atlanta Braves,
HA-18,Buster Posey,San Francisco Giants,
HA-19,Johnny Bench,Cincinnati Reds,
HA-20,Rickey Henderson,Oakland Athletics,
HA-21,Derek Jeter,New York Yankees,
HA-22,Roger Clemens,New York Yankees,
HA-23,John Smoltz,Atlanta Braves,
HA-24,David Ortiz,Boston Red Sox,
HA-25,Jackie Robinson,Brooklyn Dodgers,
STORIED WORLD SERIES,,,

SWS-1,1907,Chicago Cubs,Chicago Cubs,
SWS-2,1999,New York YankeesNew York Yankees,,
SWS-3,1963,Los Angeles DodgersLos Angeles Dodgers,,
SWS-4,1984,Detroit Tigers,Detroit Tigers,
SWS-5,1905,New York Giants New York Giants,,
SWS-6,1967,St. Louis CardinalsSt. Louis Cardinals,,
SWS-7,1979,Pittsburgh Pirates Pittsburgh Pirates,,
SWS-8,2004,Boston Red Sox Boston Red Sox,,
SWS-9,1932,New York YankeesNew York Yankees,,
SWS-10,1961,New York YankeesNew York Yankees,,
SWS-11,1995,Atlanta Braves,Atlanta Braves,
SWS-12,1954,New York Giants New York Giants,,
SWS-13,1970,Baltimore Orioles Baltimore Orioles,,
SWS-14,2016,Chicago Cubs,Chicago Cubs,
SWS-15,1936,New York YankeesNew York Yankees,,
SWS-16,1939,New York YankeesNew York Yankees,,
SWS-17,1989,Oakland Athletics Oakland Athletics,,
SWS-18,1948,Cleveland IndiansCleveland Indians,,
SWS-19,1969,New York Mets New York Mets,,
SWS-20,1986,New York Mets New York Mets,,
SWS-21,1955,Brooklyn DodgersBrooklyn Dodgers,,
SWS-22,1942,St. Louis CardinalsSt. Louis Cardinals,,
SWS-23,1909,Pittsburgh Pirates Pittsburgh Pirates,,
SWS-24,1998,New York YankeesNew York Yankees,,
SWS-25,1927,New York YankeesNew York Yankees,,
MLB NETWORK,,,,
MLBN-4,Tim Flannery,,MLB,Network
MLBN-8,Christopher Russo,,MLB,Network
MLBN-12,Tom Verducci,,MLB,Network
MLBN-13,Joel Sherman,,MLB,Network
MLBN-21,Matt Yallof,,MLB,Network
MLBN-23,Paul Severino,,MLB,Network
MLBN-26,Scott Braun,,MLB,Network
MLBN-28,Heidi Watney,,MLB,Network
MLBN-30,Ken Rosenthal,,MLB,Network
COMMEMORATIVE RELICS,,,,
MLB MVP AWARD CARDS,,,,
MVPR-AD,Andre Dawson,,Chicago Cubs,
MVPR-AM,Andrew McCutchen,,Pittsburgh Pirates,
MVPR-AP,Albert Pujols,,St. Louis Cardinals,
MVPR-AR,Alex Rodriguez,,New York Yankees,
MVPR-BH,Bryce Harper,,Washington Nationals,
MVPR-BL,Barry Larkin,,Cincinnati Reds,
MVPR-BP,Buster Posey,,San Francisco Giants,
MVPR-BRO,Brooks Robinson,,Baltimore Orioles,
MVPR-CJ,Chipper Jones,,Atlanta Braves,
MVPR-CK,Clayton Kershaw,,Los Angeles Dodgers,
MVPR-CRI,Cal Ripken Jr.,,Baltimore Orioles,
MVPR-CRJ,Cal Ripken Jr.,,Baltimore Orioles,
MVPR-CY,Carl Yastrzemski,,Boston Red Sox,
MVPR-DM,Don Mattingly,,New York Yankees,
MVPR-EBA,Ernie Banks,,Chicago Cubs,
MVPR-EBN,Ernie Banks,,Chicago Cubs,
MVPR-FRB,Frank Robinson,,Cincinnati Reds,
MVPR-FRO,Frank Robinson,,Baltimore Orioles,
MVPR-FT,Frank Thomas,,Chicago White Sox,
MVPR-GB,George Brett,,Kansas City Royals,
MVPR-HA,Hank Aaron,,Milwaukee Braves,
MVPR-I,Ichiro,,Seattle Mariners,
MVPR-IR,Ivan Rodriguez,,Texas Rangers,
MVPR-JB2,Johnny Bench,,Cincinnati Reds,
MVPR-JBA,Jeff Bagwell,,Houston Astros,
MVPR-JBE,Johnny Bench,,Cincinnati Reds,
MVPR-JC,Jose Canseco,,Oakland Athletics,
MVPR-JD,Josh Donaldson,,Toronto Blue Jays,
MVPR-JM,Joe Morgan,,Cincinnati Reds,
MVPR-JR,Jackie Robinson,,Brooklyn Dodgers,
MVPR-JVE,Justin Verlander,,Detroit Tigers,
MVPR-JVO,Joey Votto,,Cincinnati Reds,
MVPR-KB,Kris Bryant,,Chicago Cubs,
MVPR-KG,Ken Griffey Jr.,,Seattle Mariners,
MVPR-MC,Miguel Cabrera,,Detroit Tigers,
MVPR-MTO,Mike Trout,,Angels,
MVPR-MTR,Mike Trout,,Angels,
MVPR-RCA,Rod Carew,,Minnesota Twins,
MVPR-RCE,Roberto Clemente,,Pittsburgh Pirates,
MVPR-RCL,Roger Clemens,,Boston Red Sox,
MVPR-RH,Rickey Henderson,,Oakland Athletics,
MVPR-RJ,Reggie Jackson,,Oakland Athletics,
MVPR-RM,Roger Maris,,New York Yankees,
MVPR-RS,Ryne Sandberg,,Chicago Cubs,
MVPR-RY,Robin Yount,,Milwaukee Brewers,
MVPR-SK,Sandy Koufax,,Los Angeles Dodgers,

MVPR-TWI,Ted Williams,Boston Red Sox
MVPR-TWL,Ted Williams,Boston Red Sox
MVPR-WM,Willie McCovey,San Francisco Giants
MVPR-WS,Willie Stargell,Pittsburgh Pirates
HANK AARON AWARD CARDS,,
HA-AP,Albert Pujols,St. Louis Cardinals
HA-AR,Alex Rodriguez,New York Yankees
HA-BH,Bryce Harper,Washington Nationals
HA-BP,Buster Posey,San Francisco Giants
HA-DJE,Derek Jeter,New York Yankees
HA-DJT,Derek Jeter,New York Yankees
HA-DO,David Ortiz,Boston Red Sox
HA-GS,Giancarlo Stanton,Miami Marlins
HA-JB,Jose Bautista,Toronto Blue Jays
HA-JD,Josh Donaldson,Toronto Blue Jays
HA-JV,Joey Votto,Cincinnati Reds
HA-KB,Kris Bryant,Chicago Cubs
HA-MC,Miguel Cabrera,Detroit Tigers
HA-MT,Mike Trout,Angels
HA-PG,Paul Goldschmidt,Arizona Diamondbacks
RELICS,,
ALL STAR STITCHES,,
ASR-AG,Avisail Garcia,Chicago White Sox
ASR-AJ,Aaron Judge,New York Yankees
ASR-AM,Andrew Miller,Cleveland Indians
ASR-AW,Alex Wood,Los Angeles Dodgers
ASR-BH,Bryce Harper,Washington Nationals
ASR-BHA,Brad Hand,San Diego Padres
ASR-BK,Brandon Kintzler,Minnesota Twins
ASR-BP,Buster Posey,San Francisco Giants
ASR-CA,Chris Archer,Tampa Bay Rays
ASR-CB,Cody Bellinger,Los Angeles Dodgers
ASR-CBL,Charlie Blackmon,Colorado Rockies
ASR-CC,Carlos Correa,Houston Astros
ASR-CD,Corey Dickerson,Tampa Bay Rays
ASR-CK,Clayton Kershaw,Los Angeles Dodgers
ASR-CKI,Craig Kimbrel,Boston Red Sox
ASR-CKL,Corey Kluber,Cleveland Indians
ASR-CKN,Corey Knebel,Milwaukee Brewers
ASR-CM,Carlos Martinez,St. Louis Cardinals
ASR-CS,Corey Seager,Los Angeles Dodgers
ASR-CSA,Chris Sale,Boston Red Sox
ASR-DB,Dellin Betances,New York Yankees
ASR-DK,Dallas Keuchel,Houston Astros
ASR-DL,DJ LeMahieu,Colorado Rockies
ASR-DM,Daniel Murphy,Washington Nationals
ASR-EI,Ender Inciarte,Atlanta Braves
ASR-ES,Ervin Santana,Minnesota Twins
ASR-FL,Francisco Lindor,Cleveland Indians
ASR-GH,Greg Holland,Colorado Rockies
ASR-GS,Giancarlo Stanton,Miami Marlins
ASR-GSA,Gary Sanchez,New York Yankees
ASR-GSP,George Springer,Houston Astros
ASR-JA,Jose Altuve,Houston Astros
ASR-JH,Josh Harrison,Pittsburgh Pirates
ASR-JL,Jake Lamb,Arizona Diamondbacks
ASR-JR,Jose Ramirez,Cleveland Indians
ASR-JS,Jonathan Schoop,Baltimore Orioles
ASR-JSM,Justin Smoak,Toronto Blue Jays
ASR-JT,Justin Turner,Los Angeles Dodgers
ASR-JU,Justin Upton,Detroit Tigers
ASR-JV,Jason Vargas,Kansas City Royals
ASR-JVO,Joey Votto,Cincinnati Reds
ASR-KJ,Kenley Jansen,Los Angeles Dodgers
ASR-LM,Lance McCullers,Houston Astros
ASR-LS,Luis Severino,New York Yankees
ASR-MB,Mookie Betts,Boston Red Sox
ASR-MBR,Michael Brantley,Cleveland Indians
ASR-MC,Michael Conforto,New York Mets
ASR-MF,Michael Fulmer,Detroit Tigers
ASR-MM,Mike Moustakas,Kansas City Royals
ASR-MO,Marcell Ozuna,Miami Marlins
ASR-MS,Max Scherzer,Washington Nationals
ASR-MSA,Miguel Sano,Minnesota Twins
ASR-NA,Nolan Arenado,Colorado Rockies
ASR-NC,Nelson Cruz,Seattle Mariners
ASR-PG,Paul Goldschmidt,Arizona Diamondbacks
ASR-RC,Robinson Cano,Seattle Mariners
ASR-RO,Roberto Osuna,Toronto Blue Jays
ASR-RR,Robbie Ray,Arizona Diamondbacks
ASR-RZ,Ryan Zimmerman,Washington Nationals
ASR-SC,Starlin Castro,New York Yankees
ASR-SP,Salvador Perez,Kansas City Royals
ASR-SS,Stephen Strasburg,Washington Nationals

ASR-WD,Wade Davis,Chicago Cubs,
ASR-YA,Yonder Alonso,Oakland Athletics,
ASR-YD,Yu Darvish,Texas Rangers,
ASR-YM,Yadier Molina,St. Louis Cardinals,
ASR-ZC,Zack Cozart,Cincinnati Reds,
ASR-ZG,Zack Greinke,Arizona Diamondbacks,
ALL STAR JUMBO PATCHES,,,
ASJ-AJ,Aaron Judge,New York Yankees,Rookie
ASJ-AM,Andrew Miller,Cleveland Indians,
ASJ-BH,Bryce Harper,Washington Nationals,
ASJ-BP,Buster Posey,San Francisco Giants,
ASJ-CB,Cody Bellinger,Los Angeles Dodgers,Rookie
ASJ-CBL,Charlie Blackmon,Colorado Rockies,
ASJ-CC,Carlos Correa,Houston Astros,
ASJ-CD,Corey Dickerson,Tampa Bay Rays,
ASJ-CK,Clayton Kershaw,Los Angeles Dodgers,
ASJ-CKI,Craig Kimbrel,Boston Red Sox,
ASJ-CKL,Corey Kluber,Cleveland Indians,
ASJ-CM,Carlos Martinez,St. Louis Cardinals,
ASJ-CS,Corey Seager,Los Angeles Dodgers,
ASJ-CSA,Chris Sale,Boston Red Sox,
ASJ-DB,Dellin Betances,New York Yankees,
ASJ-DK,Dallas Keuchel,Houston Astros,
ASJ-DM,Daniel Murphy,Washington Nationals,
ASJ-FL,Francisco Lindor,Cleveland Indians,
ASJ-GS,Giancarlo Stanton,Miami Marlins,
ASJ-GSA,Gary Sanchez,New York Yankees,
ASJ-GSP,George Springer,Houston Astros,
ASJ-JA,Jose Altuve,Houston Astros,
ASJ-JL,Jake Lamb,Arizona Diamondbacks,
ASJ-JR,Jose Ramirez,Cleveland Indians,
ASJ-JSM,Justin Smoak,Toronto Blue Jays,
ASJ-JT,Justin Turner,Los Angeles Dodgers,
ASJ-JU,Justin Upton,Detroit Tigers,
ASJ-JVO,Joey Votto,Cincinnati Reds,
ASJ-KJ,Kenley Jansen,Los Angeles Dodgers,
ASJ-LM,Lance McCullers,Houston Astros,
ASJ-LS,Luis Severino,New York Yankees,
ASJ-MB,Mookie Betts,Boston Red Sox,
ASJ-MBR,Michael Brantley,Cleveland Indians,
ASJ-MC,Michael Conforto,New York Mets,
ASJ-MF,Michael Fulmer,Detroit Tigers,
ASJ-MM,Mike Moustakas,Kansas City Royals,
ASJ-MO,Marcell Ozuna,Miami Marlins,
ASJ-MS,Max Scherzer,Washington Nationals,
ASJ-MSA,Miguel Sano,Minnesota Twins,
ASJ-NA,Nolan Arenado,Colorado Rockies,
ASJ-NC,Nelson Cruz,Seattle Mariners,
ASJ-PG,Paul Goldschmidt,Arizona Diamondbacks,
ASJ-RC,Robinson Cano,Seattle Mariners,
ASJ-RZ,Ryan Zimmerman,Washington Nationals,
ASJ-SC,Starlin Castro,New York Yankees,
ASJ-SP,Salvador Perez,Kansas City Royals,
ASJ-SS,Stephen Strasburg,Washington Nationals,
ASJ-YD,Yu Darvish,Texas Rangers,
ASJ-YM,Yadier Molina,St. Louis Cardinals,
ASJ-ZG,Zack Greinke,Arizona Diamondbacks,
ALL STAR STITCHES DUALS,,,
ASD-AC,Jose Altuve,Houston Astros,
ASD-AC,Carlos Correa,Houston Astros,
ASD-BS,Cody Bellinger,Los Angeles Dodgers,
ASD-BS,Corey Seager,Los Angeles Dodgers,
ASD-CS,George Springer,Houston Astros,
ASD-CS,Carlos Correa,Houston Astros,
ASD-JB,Cody Bellinger,Los Angeles Dodgers,
ASD-JB,Aaron Judge,New York Yankees,
ASD-JS,Gary Sanchez,New York Yankees,
ASD-JS,Aaron Judge,New York Yankees,
ASD-MC,Mookie Betts,Boston Red Sox,
ASD-MC,Chris Sale,Boston Red Sox,
ASD-OS,Giancarlo Stanton,Miami Marlins,
ASD-OS,Marcell Ozuna,Miami Marlins,
ASD-SS,Stephen Strasburg,Washington Nationals,
ASD-SS,Max Scherzer,Washington Nationals,
ALL STAR STITCHES TRIPLES,,,
AST-ACS,George Springer,Houston Astros,
AST-ACS,Jose Altuve,Houston Astros,
AST-ACS,Carlos Correa,Houston Astros,
AST-CMC,Mookie Betts,Boston Red Sox,
AST-CMC,Chris Sale,Boston Red Sox,
AST-CMC,Craig Kimbrel,Boston Red Sox,
AST-GGL,Paul Goldschmidt,Arizona Diamondbacks,
AST-GGL,Zack Greinke,Arizona Diamondbacks,
AST-GGL,Jake Lamb,Arizona Diamondbacks,

AST-KBS,Cody Bellinger,Los Angeles Dodgers
AST-KBS,Clayton Kershaw,Los Angeles Dodgers
AST-KBS,Corey Seager,Los Angeles Dodgers
AST-KLR,Jose Ramirez,Cleveland Indians
AST-KLR,Corey Kluber,Cleveland Indians
AST-KLR,Francisco Lindor,Cleveland Indians
AST-PHB,Buster Posey,San Francisco Giants
AST-PHB,Cody Bellinger,Los Angeles Dodgers
AST-PHB,Bryce Harper,Washington Nationals
AST-SHS,Bryce Harper,Washington Nationals
AST-SHS,Stephen Strasburg,Washington Nationals
AST-SHS,Max Scherzer,Washington Nationals
AST-SJS,Gary Sanchez,New York Yankees
AST-SJS,Aaron Judge,New York Yankees
AST-SJS,Luis Severino,New York Yankees
AST-SKS,Chris Sale,Boston Red Sox
AST-SKS,Max Scherzer,Washington Nationals
AST-SKS,Clayton Kershaw,Los Angeles Dodgers
AST-ZHM,Ryan Zimmerman,Washington Nationals
AST-ZHM,Daniel Murphy,Washington Nationals
AST-ZHM,Bryce Harper,Washington Nationals
IN THE NAME RELICS,,
OTN-AD,Adam Duvall,Cincinnati Reds
OTN-AE,Alcides Escobar,Kansas City Royals
OTN-AG,Adrian Gonzalez,Los Angeles Dodgers
OTN-AJ,Adam Jones,Baltimore Orioles
OTN-AM,Andrew McCutchen,Pittsburgh Pirates
OTN-AP,Albert Pujols,Angels
OTN-ARI,Anthony Rizzo,Chicago Cubs
OTN-ARU,Addison Russell,Chicago Cubs
OTN-AW,Adam Wainwright,St. Louis Cardinals
OTN-BH,Billy Hamilton,Cincinnati Reds
OTN-CA,Chris Archer,Tampa Bay Rays
OTN-CC,Carlos Correa,Houston Astros
OTN-CD,Corey Dickerson,Tampa Bay Rays
OTN-CGO,Carlos Gonzalez,Colorado Rockies
OTN-CGR,Curtis Granderson,New York Mets
OTN-CK,Corey Kluber,Cleveland Indians
OTN-CS,Carlos Santana,Cleveland Indians
OTN-CY,Christian Yelich,Miami Marlins
OTN-DK,Dallas Keuchel,Houston Astros
OTN-DL,DJ LeMahieu,Colorado Rockies
OTN-EI,Ender Inciarte,Atlanta Braves
OTN-EL,Evan Longoria,Tampa Bay Rays
OTN-FF,Freddie Freeman,Atlanta Braves
OTN-FH,Felix Hernandez,Seattle Mariners
OTN-GC,Gerrit Cole,Pittsburgh Pirates
OTN-GP,Gregory Polanco,Pittsburgh Pirates
OTN-GSP,George Springer,Houston Astros
OTN-GST,Giancarlo Stanton,Miami Marlins
OTN-HI,Hisashi Iwakuma,Seattle Mariners
OTN-HJR,Hyun-Jin Ryu,Los Angeles Dodgers
OTN-HR,Hanley Ramirez,Boston Red Sox
OTN-I,Ichiro,Miami Marlins
OTN-JBR,Jackie Bradley Jr.,Boston Red Sox
OTN-JBU,Jose Bautista,Toronto Blue Jays
OTN-JF,Jeurys Familia,New York Mets
OTN-JG,Jon Gray,Colorado Rockies
OTN-JHA,Josh Harrison,Pittsburgh Pirates
OTN-JHE,Jason Heyward,Chicago Cubs
OTN-JMR,J.D. Martinez,Detroit Tigers
OTN-JMU,Joe Mauer,Minnesota Twins
OTN-JPE,Joc Pederson,Los Angeles Dodgers
OTN-JPR,Jurickson Profar,Texas Rangers
OTN-JS,Jonathan Schoop,Baltimore Orioles
OTN-JTA,Jameson Taillon,Pittsburgh Pirates
OTN-JTE,Julio Teheran,Atlanta Braves
OTN-JU,Justin Upton,Detroit Tigers
OTN-JV,Joey Votto,Cincinnati Reds
OTN-Jd,Jacob deGrom,New York Mets
OTN-KG,Kevin Gausman,Baltimore Orioles
OTN-KK,Kevin Kiermaier,Tampa Bay Rays
OTN-KS,Kyle Seager,Seattle Mariners
OTN-KW,Kolten Wong,St. Louis Cardinals
OTN-MB,Mookie Betts,Boston Red Sox
OTN-MCA,Miguel Cabrera,Detroit Tigers
OTN-MCO,Michael Conforto,New York Mets
OTN-MH,Matt Harvey,New York Mets
OTN-MM,Manny Machado,Baltimore Orioles
OTN-MS,Miguel Sano,Minnesota Twins
OTN-MW,Michael Wacha,St. Louis Cardinals
OTN-NA,Nolan Arenado,Colorado Rockies
OTN-NCA,Nick Castellanos,Detroit Tigers
OTN-NCR,Nelson Cruz,Seattle Mariners
OTN-NS,Noah Syndergaard,New York Mets
OTN-RB,Ryan Braun,Milwaukee Brewers

OTN-RC,Robinson Cano,Seattle Mariners,
OTN-RI,Raisel Iglesias,Cincinnati Reds,
OTN-SG,Sonny Gray,Oakland Athletics,
OTN-SM,Starling Marte,Pittsburgh Pirates,
OTN-SP,Salvador Perez,Kansas City Royals,
OTN-TD,Travis d'Arnaud,New York Mets,
OTN-TG,Tyler Glasnow,Pittsburgh Pirates,Rookie
OTN-TT,Troy Tulowitzki,Toronto Blue Jays,
OTN-WF,Wilmer Flores,New York Mets,
OTN-WM,Wil Myers,San Diego Padres,
OTN-XB,Xander Bogaerts,Boston Red Sox,
OTN-YC,Yoenis Cespedes,New York Mets,
OTN-YG,Yan Gomes,Cleveland Indians,
OTN-YM,Yadier Molina,St. Louis Cardinals,
OTN-ZW,Zack Wheeler,New York Mets,
CUT SIGNATURES,,,
CS-DD,Dizzy Dean,St. Louis Cardinals,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EB,Ernie Banks,Chicago Cubs,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-TW,Ted Williams,Boston Red Sox,
CS-WSP,Warren Spahn,Milwaukee Braves,
AUTOGRAPH RELIC,,,
ALL STAR STITCHES AUTOGRAPH CARDS,,,
ASAR-AJ,Aaron Judge,New York Yankees,Rookie
ASAR-BH,Bryce Harper,Washington Nationals,
ASAR-BP,Buster Posey,San Francisco Giants,
ASAR-CB,Cody Bellinger,Los Angeles Dodgers,Rookie
ASAR-CBL,Charlie Blackmon,Colorado Rockies,
ASAR-CC,Carlos Correa,Houston Astros,
ASAR-CK,Clayton Kershaw,Los Angeles Dodgers,
ASAR-CS,Corey Seager,Los Angeles Dodgers,
ASAR-CSA,Chris Sale,Boston Red Sox,
ASAR-FL,Francisco Lindor,Cleveland Indians,
ASAR-GS,George Springer,Houston Astros,
ASAR-JA,Jose Altuve,Houston Astros,
ASAR-JV,Joey Votto,Cincinnati Reds,
ASAR-MC,Michael Conforto,New York Mets,
ASAR-MS,Miguel Sano,Minnesota Twins,
ALL STAR STITCHES DUAL AUTOGRAPH CARDS,,,
ASDA-AC,Jose Altuve,Houston Astros,
ASDA-AC,Carlos Correa,Houston Astros,
ASDA-AS,Jose Altuve,Houston Astros,
ASDA-AS,George Springer,Houston Astros,
ASDA-BS,Cody Bellinger,Los Angeles Dodgers,Rookie
ASDA-BS,Corey Seager,Los Angeles Dodgers,
ASDA-JB,Cody Bellinger,Los Angeles Dodgers,Rookie
ASDA-JB,Aaron Judge,New York Yankees,Rookie
ASDA-KS,Clayton Kershaw,Los Angeles Dodgers,
ASDA-KS,Corey Seager,Los Angeles Dodgers,
ASDA-LK,Corey Kluber,Cleveland Indians,
ASDA-LK,Francisco Lindor,Cleveland Indians,
ALL STAR AUTOGRAPHED JUMBO PATCH,,,
ASJA-AJ,Aaron Judge,New York Yankees,Rookie
ASJA-BH,Bryce Harper,Washington Nationals,
ASJA-BP,Buster Posey,San Francisco Giants,
ASJA-CB,Cody Bellinger,Los Angeles Dodgers,Rookie
ASJA-CC,Carlos Correa,Houston Astros,
ASJA-CK,Clayton Kershaw,Los Angeles Dodgers,
ASJA-CS,Corey Seager,Los Angeles Dodgers,
ASJA-FL,Francisco Lindor,Cleveland Indians,
ASJA-JV,Joey Votto,Cincinnati Reds,
MLB MVP AWARD CARDS AUTOGRAPH PARALLEL,,,
MVPR-JVO,Joey Votto,Cincinnati Reds,
MVPR-RJ,Reggie Jackson,New York Yankees,
MVPR-JC,Jose Canseco,Oakland Athletics,
MVPR-BL,Barry Larkin,Cincinnati Reds,
