Card Family,Parallel,Seq.
Clearly Authentic Autographs,Green,99
Clearly Authentic Autographs,Red,50
Clearly Authentic Autographs,Blue,25
Clearly Authentic Autographs,Gold,1
Clearly Authentic Reprint Autographs,Base,135
Clearly Authentic Reprint Autographs,Gold,1
