Card Set,Number,Player,Team
Base Short Print Variations,US9,George Springer,Houston Astros
Base Short Print Variations,US10,Ernie Banks,Chicago Cubs
Base Short Print Variations,US10,Ian Happ,Chicago Cubs
Base Short Print Variations,US10,Ryne Sandberg,Chicago Cubs
Base Short Print Variations,US18,Mookie Betts,Boston Red Sox
Base Short Print Variations,US18,Ted Williams,Boston Red Sox
Base Short Print Variations,US22,Hunter Renfroe,San Diego Padres
Base Short Print Variations,US25,Christian Arroyo,San Francisco Giants
Base Short Print Variations,US27,Nolan Arenado,Colorado Rockies
Base Short Print Variations,US33,Bo Jackson,Kansas City Royals
Base Short Print Variations,US33,Salvador Perez,Kansas City Royals
Base Short Print Variations,US38,Cody Bellinger,Los Angeles Dodgers
Base Short Print Variations,US42,Eddie Murray,Baltimore Orioles
Base Short Print Variations,US43,Joey Votto,Cincinnati Reds
Base Short Print Variations,US43,Johnny Bench,Cincinnati Reds
Base Short Print Variations,US47,Ozzie Smith,St. Louis Cardinals
Base Short Print Variations,US47,Yadier Molina,St. Louis Cardinals
Base Short Print Variations,US50,Cody Bellinger,Los Angeles Dodgers
Base Short Print Variations,US50,Jackie Robinson,Brooklyn Dodgers
Base Short Print Variations,US77,George Brett,Kansas City Royals
Base Short Print Variations,US87,Chris Sale,Boston Red Sox
Base Short Print Variations,US87,Roger Clemens,Boston Red Sox
Base Short Print Variations,US90,Derek Fisher,Houston Astros
Base Short Print Variations,US91,Jordan Montgomery,New York Yankees
Base Short Print Variations,US96,Brett Phillips,Milwaukee Brewers
Base Short Print Variations,US99,Reggie Jackson,New York Yankees
Base Short Print Variations,US110,Corey Seager,Los Angeles Dodgers
Base Short Print Variations,US112,Ryan Zimmerman,Washington Nationals
Base Short Print Variations,US121,Daniel Murphy,Washington Nationals
Base Short Print Variations,US136,Roberto Clemente,Pittsburgh Pirates
Base Short Print Variations,US141,Bryce Harper,Washington Nationals
Base Short Print Variations,US152,Ken Griffey Jr.,Seattle Mariners
Base Short Print Variations,US152,Robinson Cano,Seattle Mariners
Base Short Print Variations,US156,Nolan Ryan,Texas Rangers
Base Short Print Variations,US156,Yu Darvish,Los Angeles Dodgers
Base Short Print Variations,US156,Yu Darvish,Texas Rangers
Base Short Print Variations,US162,Greg Maddux,Atlanta Braves
Base Short Print Variations,US162,Sean Newcomb,Atlanta Braves
Base Short Print Variations,US166,Aaron Judge,New York Yankees
Base Short Print Variations,US166,Babe Ruth,New York Yankees
Base Short Print Variations,US168,Michael Conforto,New York Mets
Base Short Print Variations,US168,Mike Piazza,New York Mets
Base Short Print Variations,US175,Jose Altuve,Houston Astros
Base Short Print Variations,US182,John Smoltz,Atlanta Braves
Base Short Print Variations,US200,Yoan Moncada,Chicago White Sox
Base Short Print Variations,US205,Barry Larkin,Cincinnati Reds
Base Short Print Variations,US223,Clayton Kershaw,Los Angeles Dodgers
Base Short Print Variations,US223,Sandy Koufax,Los Angeles Dodgers
Base Short Print Variations,US225,Andrew Benintendi,Boston Red Sox
Base Short Print Variations,US226,Lewis Brinson,Milwaukee Brewers
Base Short Print Variations,US227,Cal Ripken,Baltimore Orioles
Base Short Print Variations,US227,Trey Mancini,Baltimore Orioles
Base Short Print Variations,US232,Marcell Ozuna,Miami Marlins
Base Short Print Variations,US234,Francisco Lindor,Cleveland Indians
Base Short Print Variations,US236,Derek Jeter,New York Yankees
Base Short Print Variations,US237,Buster Posey,San Francisco Giants
Base Short Print Variations,US240,Jacob Faria,Tampa Bay Rays
Base Short Print Variations,US245,Mark McGwire,Oakland Athletics
Base Short Print Variations,US247,Hank Aaron,Atlanta Braves
Base Short Print Variations,US248,Chipper Jones,Atlanta Braves
Base Short Print Variations,US259,Lou Gehrig,New York Yankees
Base Short Print Variations,US260,Carlos Correa,Houston Astros
Base Short Print Variations,US261,Max Scherzer,Washington Nationals
Base Short Print Variations,US269,Craig Kimbrel,Boston Red Sox
Base Short Print Variations,US269,Pedro Martinez,Boston Red Sox
Base Short Print Variations,US270,Don Mattingly,New York Yankees
Base Short Print Variations,US270,Gary Sanchez,New York Yankees
Base Short Print Variations,US271,Jesse Winker,Cincinnati Reds
Base Short Print Variations,US275,Bradley Zimmer,Cleveland Indians
Base Short Print Variations,US277,Paul Goldschmidt,Arizona Diamondbacks
Base Short Print Variations,US279,Franklin Barreto,Oakland Athletics
Base Short Print Variations,US279,Rickey Henderson,Oakland Athletics
Base Short Print Variations,US288,Miguel Sano,Minnesota Twins
Base Short Print Variations,US292,Brooks Robinson,Baltimore Orioles
Base Short Print Variations,US296,Giancarlo Stanton,Miami Marlins
Base Super Short Print Variations,US279,Franklin Barreto,Oakland Athletics
Base Super Short Print Variations,US275,Bradley Zimmer,Cleveland Indians
Base Super Short Print Variations,US247,Dansby Swanson,Atlanta Braves
Base Super Short Print Variations,US226,Lewis Brinson,Milwaukee Brewers
Base Super Short Print Variations,US225,Andrew Benintendi,Boston Red Sox
Base Super Short Print Variations,US200,Yoan Moncada,Chicago White Sox
Base Super Short Print Variations,US162,Sean Newcomb,Atlanta Braves
Base Super Short Print Variations,US150,Alex Bregman,Houston Astros
Base Super Short Print Variations,US99,Aaron Judge,New York Yankees
Base Super Short Print Variations,US91,Jordan Montgomery,New York Yankees
Base Super Short Print Variations,US90,Derek Fisher,Houston Astros
Base Super Short Print Variations,US50,Cody Bellinger,Los Angeles Dodgers
Base Super Short Print Variations,US41,Mitch Haniger,Arizona Diamondbacks
Base Super Short Print Variations,US25,Christian Arroyo,San Francisco Giants
Base Super Short Print Variations,US10,Ian Happ,Chicago Cubs
