Card Set,Number,Player,Team
1987 Topps Baseball Rookies and Trades,US87-1,Bryce Harper,Washington Nationals
1987 Topps Baseball Rookies and Trades,US87-2,Amir Garrett,Cincinnati Reds
1987 Topps Baseball Rookies and Trades,US87-3,Noah Syndergaard,New York Mets
1987 Topps Baseball Rookies and Trades,US87-4,Manny Machado,Baltimore Orioles
1987 Topps Baseball Rookies and Trades,US87-5,Adam Eaton,Washington Nationals
1987 Topps Baseball Rookies and Trades,US87-6,Starlin Castro,New York Yankees
1987 Topps Baseball Rookies and Trades,US87-7,Dexter Fowler,St. Louis Cardinals
1987 Topps Baseball Rookies and Trades,US87-8,Dallas Keuchel,Houston Astros
1987 Topps Baseball Rookies and Trades,US87-9,Brandon Phillips,Atlanta Braves
1987 Topps Baseball Rookies and Trades,US87-10,Mike Trout,Los Angeles Angels
1987 Topps Baseball Rookies and Trades,US87-11,Edwin Diaz,Seattle Mariners
1987 Topps Baseball Rookies and Trades,US87-12,Dee Gordon,Miami Marlins
1987 Topps Baseball Rookies and Trades,US87-13,Mitch Haniger,Seattle Mariners
1987 Topps Baseball Rookies and Trades,US87-14,Koda Glover,Washington Nationals
1987 Topps Baseball Rookies and Trades,US87-15,Jean Segura,Seattle Mariners
1987 Topps Baseball Rookies and Trades,US87-16,Jeff Hoffman,Colorado Rockies
1987 Topps Baseball Rookies and Trades,US87-17,Antonio Senzatela,Colorado Rockies
1987 Topps Baseball Rookies and Trades,US87-18,Magneuris Sierra,St. Louis Cardinals
1987 Topps Baseball Rookies and Trades,US87-19,Matt Holliday,New York Yankees
1987 Topps Baseball Rookies and Trades,US87-20,Kris Bryant,Chicago Cubs
1987 Topps Baseball Rookies and Trades,US87-21,Matt Wieters,Washington Nationals
1987 Topps Baseball Rookies and Trades,US87-22,Dylan Bundy,Baltimore Orioles
1987 Topps Baseball Rookies and Trades,US87-23,Billy Hamilton,Cincinnati Reds
1987 Topps Baseball Rookies and Trades,US87-24,Orlando Arcia,Milwaukee Brewers
1987 Topps Baseball Rookies and Trades,US87-25,Andrew Benintendi,Boston Red Sox
1987 Topps Baseball Rookies and Trades,US87-26,Jake Lamb,Arizona Diamondbacks
1987 Topps Baseball Rookies and Trades,US87-27,Jesse Winker,Cincinnati Reds
