Card Set,Number,Player,Team
2016 AFL Fall Stars,AFL-AA,Anthony Alford,Toronto Blue Jays
2016 AFL Fall Stars,AFL-AV,Alex Verdugo,Los Angeles Dodgers
2016 AFL Fall Stars,AFL-BA,Brian Anderson,Miami Marlins
2016 AFL Fall Stars,AFL-BP,Brett Phillips,Milwaukee Brewers
2016 AFL Fall Stars,AFL-BZ,Bradley Zimmer,Cleveland Indians
2016 AFL Fall Stars,AFL-CB,Cody Bellinger,Los Angeles Dodgers
2016 AFL Fall Stars,AFL-CK,Carson Kelly,St. Louis Cardinals
2016 AFL Fall Stars,AFL-DL,Dawel Lugo,Arizona Diamondbacks
2016 AFL Fall Stars,AFL-DS,DJ Stewart,Baltimore Orioles
2016 AFL Fall Stars,AFL-DT,Dillon Tate,New York Yankees
2016 AFL Fall Stars,AFL-EJ,Eloy Jimenez,Chicago Cubs
2016 AFL Fall Stars,AFL-FB,Franklin Barreto,Oakland Athletics
2016 AFL Fall Stars,AFL-GB,Greg Bird,New York Yankees
2016 AFL Fall Stars,AFL-GT,Gleyber Torres,New York Yankees
2016 AFL Fall Stars,AFL-IH,Ian Happ,Chicago Cubs
2016 AFL Fall Stars,AFL-NG,Nick Gordon,Minnesota Twins
2016 AFL Fall Stars,AFL-PDJ,Paul DeJong,St. Louis Cardinals
2016 AFL Fall Stars,AFL-TO,Tyler O'Neill,Seattle Mariners
2016 AFL Fall Stars,AFL-WC,Willie Calhoun,Los Angeles Dodgers
2016 AFL Fall Stars,AFL-YM,Yoan Moncada,Boston Red Sox
2016 AFL Fall Stars Relics,AFLR-AA,Anthony Alford,Toronto Blue Jays
2016 AFL Fall Stars Relics,AFLR-BA,Brian Anderson,Miami Marlins
2016 AFL Fall Stars Relics,AFLR-BH,Brent Honeywell,Tampa Bay Rays
2016 AFL Fall Stars Relics,AFLR-BP,Brett Phillips,Milwaukee Brewers
2016 AFL Fall Stars Relics,AFLR-BZ,Bradley Zimmer,Cleveland Indians
2016 AFL Fall Stars Relics,AFLR-CB,Cody Bellinger,Los Angeles Dodgers
2016 AFL Fall Stars Relics,AFLR-DL,Dawel Lugo,Arizona Diamondbacks
2016 AFL Fall Stars Relics,AFLR-DP,David Paulino,Houston Astros
2016 AFL Fall Stars Relics,AFLR-DS,DJ Stewart,Baltimore Orioles
2016 AFL Fall Stars Relics,AFLR-EJ,Eloy Jimenez,Chicago Cubs
2016 AFL Fall Stars Relics,AFLR-FB,Franklin Barreto,Oakland Athletics
2016 AFL Fall Stars Relics,AFLR-FM,Francis Martes,Houston Astros
2016 AFL Fall Stars Relics,AFLR-GT,Gleyber Torres,New York Yankees
2016 AFL Fall Stars Relics,AFLR-HB,Harrison Bader,St. Louis Cardinals
2016 AFL Fall Stars Relics,AFLR-NG,Nick Gordon,Minnesota Twins
2016 AFL Fall Stars Relics,AFLR-PD,Paul DeJong,St. Louis Cardinals
2016 AFL Fall Stars Relics,AFLR-RM,Ryan McMahon,Colorado Rockies
2016 AFL Fall Stars Relics,AFLR-RO,Ryan O'Hearn,Kansas City Royals
2016 AFL Fall Stars Relics,AFLR-TO,Tyler O'Neill,Seattle Mariners
2016 AFL Fall Stars Relics,AFLR-TW,Taylor Ward,Los Angeles Angels
2016 AFL Fall Stars Relics,AFLR-WC,Willie Calhoun,Los Angeles Dodgers
2016 AFL Fall Stars Autograph Relics,AFLR-BP,Brett Phillips,Milwaukee Brewers
2016 AFL Fall Stars Autograph Relics,AFLR-DL,Dawel Lugo,Arizona Diamondbacks
2016 AFL Fall Stars Autograph Relics,AFLR-EJ,Eloy Jimenez,Chicago Cubs
2016 AFL Fall Stars Autograph Relics,AFLR-FB,Franklin Barreto,Oakland Athletics
2016 AFL Fall Stars Autograph Relics,AFLR-GT,Gleyber Torres,New York Yankees
2016 AFL Fall Stars Autograph Relics,AFLR-RO,Ryan O'Hearn,Kansas City Royals
2016 AFL Fall Stars Autograph Relics,AFLR-WC,Willie Calhoun,Los Angeles Dodgers
2016 AFL Fall Stars MVP Short Print,AFLS-WC,Willie Calhoun,Los Angeles Dodgers
2016 AFL Fall Stars Autographs MVP Short Print,AFLS-WC,Willie Calhoun,Los Angeles Dodgers
2016 AFL Fall Stars Autographs,AFL-AA,Anthony Alford,Toronto Blue Jays
2016 AFL Fall Stars Autographs,AFL-AV,Alex Verdugo,Los Angeles Dodgers
2016 AFL Fall Stars Autographs,AFL-CK,Carson Kelly,St. Louis Cardinals
2016 AFL Fall Stars Autographs,AFL-DL,Dawel Lugo,Arizona Diamondbacks
2016 AFL Fall Stars Autographs,AFL-DS,DJ Stewart,Baltimore Orioles
2016 AFL Fall Stars Autographs,AFL-EJ,Eloy Jimenez,Chicago Cubs
2016 AFL Fall Stars Autographs,AFL-GB,Greg Bird,New York Yankees
2016 AFL Fall Stars Autographs,AFL-GT,Gleyber Torres,New York Yankees
2016 AFL Fall Stars Autographs,AFL-NG,Nick Gordon,Minnesota Twins
2016 AFL Fall Stars Autographs,AFL-PDJ,Paul DeJong,St. Louis Cardinals
2016 AFL Fall Stars Autographs,AFL-WC,Willie Calhoun,Los Angeles Dodgers
2016 AFL Fall Stars Autographs,AFL-YM,Yoan Moncada,Boston Red Sox
All-America Game Autographs,1,Colton Welker,2015 Under Armour
All-America Game Autographs,2,Michael Kopech,2013 Under Armour
All-America Game Autographs,3,Dylan Cease,2013 Under Armour
All-America Game Autographs,4,A.J. Puk,2012 Perfect Game
All-America Game Autographs,5,Zack Puk,2012 Perfect Game
Base,1,Kris Bryant,Chicago Cubs
Base,2,Jesse Winker,Cincinnati Reds
Base,3,Paul Goldschmidt,Arizona Diamondbacks
Base,4,Zack Greinke,Arizona Diamondbacks
Base,5,Albert Pujols,Los Angeles Angels
Base,6,Alex Reyes,St. Louis Cardinals
Base,7,Byron Buxton,Minnesota Twins
Base,8,Ichiro,Miami Marlins
Base,9,Miguel Cabrera,Detroit Tigers
Base,10,Sonny Gray,Oakland Athletics
Base,11,Wil Myers,San Diego Padres
Base,12,Alex Bregman,Houston Astros
Base,13,David Ortiz,Boston Red Sox
Base,14,Robinson Cano,Seattle Mariners
Base,15,Chris Sale,Boston Red Sox
Base,16,Stephen Piscotty,St. Louis Cardinals
Base,17,Masahiro Tanaka,New York Yankees
Base,18,Joe Jimenez,Detroit Tigers
Base,19,Justin Verlander,Detroit Tigers
Base,20,Andrew Miller,Cleveland Indians
Base,21,Kyle Schwarber,Chicago Cubs
Base,22,Jharel Cotton,Oakland Athletics
Base,23,Francisco Lindor,Cleveland Indians
Base,24,Cole Hamels,Texas Rangers
Base,25,Corey Seager,Los Angeles Dodgers
Base,26,Xander Bogaerts,Boston Red Sox
Base,27,Cody Bellinger,Los Angeles Dodgers
Base,28,Ryan Braun,Milwaukee Brewers
Base,29,Christian Arroyo,San Francisco Giants
Base,30,Ryon Healy,Oakland Athletics
Base,31,David Dahl,Colorado Rockies
Base,32,Jose Quintana,Chicago White Sox
Base,33,Jacob deGrom,New York Mets
Base,34,Salvador Perez,Kansas City Royals
Base,35,Manny Machado,Baltimore Orioles
Base,36,Yoenis Cespedes,New York Mets
Base,37,Maikel Franco,Philadelphia Phillies
Base,38,Adam Duvall,Cincinnati Reds
