Card Set,Number,Player,Team
Base Super Short Print Variations,359,Matt Carpenter,St. Louis Cardinals
Base Super Short Print Variations,373,Yadier Molina,St. Louis Cardinals
Base Super Short Print Variations,375,Jackie Robinson,Brooklyn Dodgers
Base Super Short Print Variations,380,Albert Pujols,Los Angeles Angels
Base Super Short Print Variations,382,Honus Wagner,Pittsburgh Pirates
Base Super Short Print Variations,389,George Springer,Houston Astros
Base Super Short Print Variations,390,Evan Longoria,Tampa Bay Rays
Base Super Short Print Variations,400,Nolan Arenado,Colorado Rockies
Base Super Short Print Variations,404,Joe Mauer,Minnesota Twins
Base Super Short Print Variations,425,Carlos Gonzalez,Colorado Rockies
Base Super Short Print Variations,439,Salvador Perez,Kansas City Royals
Base Super Short Print Variations,442,Javier Baez,Chicago Cubs
Base Super Short Print Variations,450,Justin Verlander,Detroit Tigers
Base Super Short Print Variations,459,Wil Myers,San Diego Padres
Base Super Short Print Variations,482,Lou Gehrig,New York Yankees
Base Super Short Print Variations,485,Roger Maris,New York Yankees
Base Super Short Print Variations,495,Adam Jones,Baltimore Orioles
Base Super Short Print Variations,500,Ernie Banks,Chicago Cubs
Base Super Short Print Variations,500,Anthony Rizzo,Chicago Cubs
Base Super Short Print Variations,508,Ted Williams,Boston Red Sox
Base Super Short Print Variations,508,Hanley Ramirez,Boston Red Sox
Base Super Short Print Variations,523,Carlos Martinez,St. Louis Cardinals
Base Super Short Print Variations,528,Jake Arrieta,Chicago Cubs
Base Super Short Print Variations,548,David Price,Boston Red Sox
Base Super Short Print Variations,555,Noah Syndergaard,New York Mets
Base Super Short Print Variations,570,Josh Donaldson,Toronto Blue Jays
Base Super Short Print Variations,580,Babe Ruth,New York Yankees
Base Super Short Print Variations,582,Julio Urias,Los Angeles Dodgers
Base Super Short Print Variations,586,Aaron Sanchez,Toronto Blue Jays
Base Super Short Print Variations,593,Jose Abreu,Chicago White Sox
Base Super Short Print Variations,595,Max Scherzer,Washington Nationals
Base Super Short Print Variations,597,Sandy Koufax,Los Angeles Dodgers
Base Super Short Print Variations,597,Kenta Maeda,Los Angeles Dodgers
Base Super Short Print Variations,600,Yoenis Cespedes,New York Mets
Base Super Short Print Variations,611,Ty Cobb,Detroit Tigers
Base Super Short Print Variations,630,Edwin Encarnacion,Cleveland Indians
Base Super Short Print Variations,633,Hunter Pence,San Francisco Giants
Base Super Short Print Variations,635,Michael Fulmer,Detroit Tigers
Base Super Short Print Variations,639,Hank Aaron,Milwaukee Braves
Base Super Short Print Variations,639,Matt Kemp,Atlanta Braves
Base Super Short Print Variations,641,Robinson Cano,Seattle Mariners
Base Super Short Print Variations,645,Trea Turner,Washington Nationals
Base Super Short Print Variations,649,Manny Machado,Baltimore Orioles
Base Super Short Print Variations,650,Roberto Clemente,Pittsburgh Pirates
Base Super Short Print Variations,650,Andrew McCutchen,Pittsburgh Pirates
Base Super Short Print Variations,652,Kyle Seager,Seattle Mariners
Base Super Short Print Variations,665,Yu Darvish,Texas Rangers
Base Super Short Print Variations,666,Rougned Odor,Texas Rangers
Base Super Short Print Variations,675,Buster Posey,San Francisco Giants
Base Super Short Print Variations,676,Eric Hosmer,Kansas City Royals
