Card Set,Number,Player,Team
Base Super Short Print Variations,1,Kris Bryant,Chicago Cubs
Base Super Short Print Variations,5,Corey Seager,Los Angeles Dodgers
Base Super Short Print Variations,8,Jose Berrios,Minnesota Twins
Base Super Short Print Variations,9,Chris Sale,Chicago White Sox
Base Super Short Print Variations,20,Mike Trout,Los Angeles Angels
Base Super Short Print Variations,25,Giancarlo Stanton,Miami Marlins
Base Super Short Print Variations,34,Bryce Harper,Washington Nationals
Base Super Short Print Variations,38,Stephen Strasburg,Washington Nationals
Base Super Short Print Variations,44,Paul Goldschmidt,Arizona Diamondbacks
Base Super Short Print Variations,50,Clayton Kershaw,Los Angeles Dodgers
Base Super Short Print Variations,60,Jose Bautista,Toronto Blue Jays
Base Super Short Print Variations,65,Madison Bumgarner,San Francisco Giants
Base Super Short Print Variations,75,Carlos Correa,Houston Astros
Base Super Short Print Variations,87,Dansby Swanson,Atlanta Braves
Base Super Short Print Variations,91,Troy Tulowitzki,Toronto Blue Jays
Base Super Short Print Variations,109,Nelson Cruz,Seattle Mariners
Base Super Short Print Variations,119,Francisco Lindor,Cleveland Indians
Base Super Short Print Variations,126,Miguel Sano,Minnesota Twins
Base Super Short Print Variations,130,Dustin Pedroia,Boston Red Sox
Base Super Short Print Variations,150,Miguel Cabrera,Detroit Tigers
Base Super Short Print Variations,155,Jacob deGrom,New York Mets
Base Super Short Print Variations,161,Mookie Betts,Boston Red Sox
Base Super Short Print Variations,177,Sonny Gray,Oakland Athletics
Base Super Short Print Variations,199,Johnny Cueto,San Francisco Giants
Base Super Short Print Variations,207,Justin Upton,Detroit Tigers
Base Super Short Print Variations,208,Masahiro Tanaka,New York Yankees
Base Super Short Print Variations,210,Yoan Moncada,Boston Red Sox
Base Super Short Print Variations,220,Ryan Braun,Milwaukee Brewers
Base Super Short Print Variations,227,Byron Buxton,Minnesota Twins
Base Super Short Print Variations,243,Felix Hernandez,Seattle Mariners
Base Super Short Print Variations,244,Freddie Freeman,Atlanta Braves
Base Super Short Print Variations,260,Stephen Piscotty,St. Louis Cardinals
Base Super Short Print Variations,263,Addison Russell,Chicago Cubs
Base Super Short Print Variations,265,Charlie Blackmon,Colorado Rockies
Base Super Short Print Variations,283,Andrew Benintendi,Boston Red Sox
Base Super Short Print Variations,287,Aaron Judge,New York Yankees
Base Super Short Print Variations,288,Joey Votto,Cincinnati Reds
Base Super Short Print Variations,299,Yulieski Gurriel,Houston Astros
Base Super Short Print Variations,340,Aaron Nola,Philadelphia Phillies
Base Super Short Print Variations,341,Alex Bregman,Houston Astros
Base Super Short Print Variations,350,David Ortiz,Boston Red Sox
