Card Set,Number,Player,Team
All-America Game Autographs,1,Carter Kieboom,Washington Nationals
All-America Game Autographs,2,Jo Adell,Los Angeles Angels
All-America Game Autographs,3,Nick Pratto,Kansas City Royals
All-America Game Autographs,4,Quentin Holmes,Cleveland Indians
All-America Game Autographs,5,Royce Lewis,Minnesota Twins
Base,BD-1,Royce Lewis,Minnesota Twins
Base,BD-2,Jacob Gonzalez,San Francisco Giants
Base,BD-3,Seth Elledge,Seattle Mariners
Base,BD-4,Stuart Fairchild,Cincinnati Reds
Base,BD-5,Franklin Perez,Houston Astros
Base,BD-6,Jeter Downs,Cincinnati Reds
Base,BD-7,Yu Chang,Cleveland Indians
Base,BD-8,T.J. Friedl,Cincinnati Reds
Base,BD-9,Alex Scherff,Boston Red Sox
Base,BD-10,Nick Solak,New York Yankees
Base,BD-11,Lincoln Henzman,Chicago White Sox
Base,BD-12,Heliot Ramos,San Francisco Giants
Base,BD-13,Riley Adams,Toronto Blue Jays
Base,BD-14,Wyatt Mills,Seattle Mariners
Base,BD-15,Alex Faedo,Detroit Tigers
Base,BD-16,Marcos Diplan,Milwaukee Brewers
Base,BD-17,Daulton Varsho,Arizona Diamondbacks
Base,BD-18,Jacob Heatherly,Cincinnati Reds
Base,BD-19,Lourdes Gurriel Jr.,Toronto Blue Jays
Base,BD-20,Zach Kirtley,St. Louis Cardinals
Base,BD-21,Cal Quantrill,San Diego Padres
Base,BD-22,Jacob Heyward,San Francisco Giants
Base,BD-23,Alec Hansen,Chicago White Sox
Base,BD-24,Quinn Brodey,New York Mets
Base,BD-25,MacKenzie Gore,San Diego Padres
Base,BD-26,Mitch Keller,Pittsburgh Pirates
Base,BD-27,Joey Morgan,Detroit Tigers
Base,BD-28,Juan Hillman,Cleveland Indians
Base,BD-29,Freddy Peralta,Milwaukee Brewers
Base,BD-30,Morgan Cooper,Los Angeles Dodgers
Base,BD-31,Brett Netzer,Boston Red Sox
Base,BD-32,Alex Lange,Chicago Cubs
Base,BD-33,Hans Crouse,Texas Rangers
Base,BD-34,Michael Kopech,Chicago White Sox
Base,BD-35,Cole Ragans,Texas Rangers
Base,BD-36,Kolby Allard,Atlanta Braves
Base,BD-37,Matt Manning,Detroit Tigers
Base,BD-38,Bo Bichette,Toronto Blue Jays
Base,BD-39,Ronald Acuña Jr.,Atlanta Braves
Base,BD-40,Cristian Pache,Atlanta Braves
Base,BD-41,Ryan Vilade,Colorado Rockies
Base,BD-42,Tyler Freeman,Cleveland Indians
Base,BD-43,Cory Abbott,Chicago Cubs
Base,BD-44,Shane Baz,Pittsburgh Pirates
Base,BD-45,Brian Miller,Miami Marlins
Base,BD-46,Luis Campusano,San Diego Padres
Base,BD-47,A.J. Puk,Oakland Athletics
Base,BD-48,Griffin Canning,Los Angeles Angels
Base,BD-49,Justin Dunn,New York Mets
Base,BD-50,Jorge Mateo,Oakland Athletics
Base,BD-51,Trevor Clifton,Chicago Cubs
Base,BD-52,Carter Kieboom,Washington Nationals
Base,BD-53,Trevor Rogers,Miami Marlins
Base,BD-54,Tommy Doyle,Colorado Rockies
Base,BD-55,Adam Hall,Baltimore Orioles
Base,BD-56,Will Benson,Cleveland Indians
Base,BD-57,Ariel Jurado,Texas Rangers
Base,BD-58,Forrest Whitley,Houston Astros
Base,BD-59,Daniel Tillo,Kansas City Royals
Base,BD-60,Austin Beck,Oakland Athletics
Base,BD-61,Jahmai Jones,Los Angeles Angels
Base,BD-62,Adonis Medina,Philadelphia Phillies
Base,BD-63,Blayne Enlow,Minnesota Twins
Base,BD-64,Ryley Widell,Minnesota Twins
Base,BD-65,Tanner Houck,Boston Red Sox
Base,BD-66,Caden Lemons,Milwaukee Brewers
Base,BD-67,Buddy Reed,San Diego Padres
Base,BD-68,T.J. Zeuch,Toronto Blue Jays
Base,BD-69,Vladimir Gutierrez,Cincinnati Reds
Base,BD-70,Anderson Espinoza,San Diego Padres
Base,BD-71,Fernando Tatis Jr.,San Diego Padres
Base,BD-72,Eloy Jimenez,Chicago White Sox
Base,BD-73,Jose Taveras,Philadelphia Phillies
Base,BD-74,Christopher Seise,Texas Rangers
Base,BD-75,Keston Hiura,Milwaukee Brewers
Base,BD-76,Charlie Barnes,Minnesota Twins
Base,BD-77,Connor Seabold,Philadelphia Phillies
Base,BD-78,David Peterson,New York Mets
Base,BD-79,Seth Corry,San Francisco Giants
Base,BD-80,Blake Rutherford,Chicago White Sox
Base,BD-81,Conner Uselton,Pittsburgh Pirates
Base,BD-82,D.L. Hall,Baltimore Orioles
Base,BD-83,Peter Alonso,New York Mets
Base,BD-84,Glenn Otto,New York Yankees
Base,BD-85,Gavin Sheets,Chicago White Sox
Base,BD-86,Luis Gonzalez,Chicago White Sox
Base,BD-87,Taylor Walls,Tampa Bay Rays
Base,BD-88,Ernie Clement,Cleveland Indians
Base,BD-89,Dylan Carlson,St. Louis Cardinals
Base,BD-90,Drew Waters,Atlanta Braves
Base,BD-91,Christin Stewart,Detroit Tigers
Base,BD-92,Cal Mitchell,Pittsburgh Pirates
Base,BD-93,Troy Bacon,Atlanta Braves
Base,BD-94,Zac Lowther,Baltimore Orioles
