Card Set,Number,Player,Team,Seq.
Base,1,Ersan Ilyasova,Milwaukee Bucks,
Base,2,James Harden,Houston Rockets,
Base,3,Danny Granger,Los Angeles Clippers,
Base,4,Goran Dragic,Phoenix Suns,
Base,5,Manu Ginobili,San Antonio Spurs,
Base,6,Taj Gibson,Chicago Bulls,
Base,7,Gerald Wallace,Boston Celtics,
Base,8,DeMarcus Cousins,Sacramento Kings,
Base,9,Klay Thompson,Golden State Warriors,
Base,10,Joakim Noah,Chicago Bulls,
Base,11,Kendrick Perkins,Oklahoma City Thunder,
Base,12,J.J. Redick,Los Angeles Clippers,
Base,13,Jordan Hill,Los Angeles Lakers,
Base,14,Al-Farouq Aminu,New Orleans Pelicans,
Base,15,Rajon Rondo,Boston Celtics,
Base,16,Tyler Hansbrough,Toronto Raptors,
Base,17,Brook Lopez,Brooklyn Nets,
Base,18,Eric Bledsoe,Phoenix Suns,
Base,19,Jeremy Lin,Houston Rockets,
Base,20,Shawn Marion,Dallas Mavericks,
Base,21,Jimmy Butler,Chicago Bulls,
Base,22,Zach Randolph,Memphis Grizzlies,
Base,23,Shane Battier,Miami Heat,
Base,24,LeBron James,Miami Heat,
Base,25,Terrence Jones,Houston Rockets,
Base,26,Tristan Thompson,Cleveland Cavaliers,
Base,27,Carlos Boozer,Chicago Bulls,
Base,28,Thabo Sefolosha,Oklahoma City Thunder,
Base,29,Chris Paul,Los Angeles Clippers,
Base,30,Josh Smith,Detroit Pistons,
Base,31,Tiago Splitter,San Antonio Spurs,
Base,32,Larry Sanders,Milwaukee Bucks,
Base,33,Kobe Bryant,Los Angeles Lakers,
Base,34,Paul George,Indiana Pacers,
Base,35,David Lee,Golden State Warriors,
Base,36,Kawhi Leonard,San Antonio Spurs,
Base,37,Jose Calderon,Dallas Mavericks,
Base,38,Eric Gordon,New Orleans Pelicans,
Base,39,Mike Conley,Memphis Grizzlies,
Base,40,Harrison Barnes,Golden State Warriors,
Base,41,Jan Vesely,Denver Nuggets,
Base,42,Jrue Holiday,New Orleans Pelicans,
Base,43,Nick Young,Los Angeles Lakers,
Base,44,Vince Carter,Dallas Mavericks,
Base,45,Marc Gasol,Memphis Grizzlies,
Base,46,Gerald Green,Phoenix Suns,
Base,47,Rodney Stuckey,Detroit Pistons,
Base,48,Michael Beasley,Miami Heat,
Base,49,Mario Chalmers,Miami Heat,
Base,50,George Hill,Indiana Pacers,
Base,51,Marcus Thornton,Brooklyn Nets,
Base,52,Arron Afflalo,Orlando Magic,
Base,53,Evan Turner,Indiana Pacers,
Base,54,Gerald Henderson,Charlotte Bobcats,
Base,55,Nicolas Batum,Portland Trail Blazers,
Base,56,Greivis Vasquez,Toronto Raptors,
Base,57,Dwight Howard,Houston Rockets,
Base,58,Chris Kaman,Los Angeles Lakers,
Base,59,Ricky Rubio,Minnesota Timberwolves,
Base,60,Blake Griffin,Los Angeles Clippers,
Base,61,Nikola Vucevic,Orlando Magic,
Base,62,Damian Lillard,Portland Trail Blazers,
Base,63,Thomas Robinson,Portland Trail Blazers,
Base,64,Kyle Lowry,Toronto Raptors,
Base,65,John Wall,Washington Wizards,
Base,66,Greg Monroe,Detroit Pistons,
Base,67,Jamal Crawford,Los Angeles Clippers,
Base,68,Lance Stephenson,Indiana Pacers,
