Card Set,Number,Player,Team
Ultimate Autograph,UAC-1,Alex Bregman,Houston Astros
Ultimate Autograph,UAC-1,Austin Meadows,Pittsburgh Pirates
Ultimate Autograph,UAC-1,Jesse Winker,Cincinnati Reds
Ultimate Autograph,UAC-1,Brett Phillips,Milwaukee Brewers
Ultimate Autograph,UAC-1,Jose Berrios,Minnesota Twins
Ultimate Autograph,UAC-1,Sean Newcomb,Atlanta Braves
Ultimate Autograph,UAC-1,Willy Adames,Tampa Bay Rays
Ultimate Autograph,UAC-1,Dansby Swanson,Atlanta Braves
Ultimate Autograph,UAC-1,Alex Reyes,St. Louis Cardinals
Ultimate Autograph,UAC-1,Aaron Judge,New York Yankees
Ultimate Autograph,UAC-1,Clint Frazier,Cleveland Indians
Ultimate Autograph,UAC-1,Robert Stephenson,Cincinnati Reds
Ultimate Autograph,UAC-1,Jeff Hoffman,Colorado Rockies
Ultimate Autograph,UAC-1,Tyler Kolek,Miami Marlins
Ultimate Autograph,UAC-1,Julio Urias,Los Angeles Dodgers
Ultimate Autograph,UAC-1,David Dahl,Colorado Rockies
Ultimate Autograph,UAC-1,Dillon Tate,Texas Rangers
Ultimate Autograph,UAC-1,Tim Anderson,Chicago White Sox
Ultimate Autograph,UAC-1,Carson Fulmer,Chicago White Sox
Ultimate Autograph,UAC-1,Alex Jackson,Seattle Mariners
Ultimate Autograph,UAC-1,J.P. Crawford,Philadelphia Phillies
Ultimate Autograph,UAC-1,Tyler Glasnow,Pittsburgh Pirates
Ultimate Autograph,UAC-1,Brendan Rodgers,Colorado Rockies
Ultimate Autograph,UAC-1,Lucas Giolito,Washington Nationals
All-America Game Autographs,1,Ryan Mountcastle,2014 Under Armour
All-America Game Autographs,2,Corey Zangari,2014 Under Armour
All-America Game Autographs,3,Franklin Reyes,2014 Under Armour
All-America Game Autographs,4,Josh Naylor,2014 Under Armour
All-America Game Autographs,5,Brendan Rodgers,2014 Under Armour
All-America Game Autographs,6,Beau Burrows,2014 Under Armour
All-America Game Autographs,7,Gray Fenter,2014 Under Armour
All-America Game Autographs,8,Mike Nikorak,2014 Under Armour
All-America Game Autographs,9,Anthony Alford,2011 Under Armour
All-America Game Autographs,10,Andrew Suarez,2010 AFLAC All-American
Base,1,Mike Trout,Los Angeles Angels
Base,2,Josh Donaldson,Toronto Blue Jays
Base,3,Albert Pujols,Los Angeles Angels
Base,4,A.J. Pollock,Arizona Diamondbacks
Base,5,Paul Goldschmidt,Arizona Diamondbacks
Base,6,Yasmany Tomas,Arizona Diamondbacks
Base,7,Freddie Freeman,Atlanta Braves
Base,8,Andrelton Simmons,Los Angeles Angels
Base,9,Shelby Miller,Arizona Diamondbacks
Base,10,David Ortiz,Boston Red Sox
Base,11,Manny Machado,Baltimore Orioles
Base,12,Chris Davis,Baltimore Orioles
Base,13,Mookie Betts,Boston Red Sox
Base,14,Adam Jones,Baltimore Orioles
Base,15,Dustin Pedroia,Boston Red Sox
Base,16,Xander Bogaerts,Boston Red Sox
Base,17,Jon Lester,Chicago Cubs
Base,18,Jake Arrieta,Chicago Cubs
Base,19,Jorge Soler,Chicago Cubs
Base,20,Kris Bryant,Chicago Cubs
Base,21,Anthony Rizzo,Chicago Cubs
Base,22,Jose Abreu,Chicago White Sox
Base,23,Chris Sale,Chicago White Sox
Base,24,Carlos Rodon,Chicago White Sox
Base,25,Aroldis Chapman,New York Yankees
Base,26,Brandon Phillips,Cincinnati Reds
Base,27,Joey Votto,Cincinnati Reds
Base,28,Francisco Lindor,Cleveland Indians
Base,29,Corey Kluber,Cleveland Indians
Base,30,Carlos Correa,Houston Astros
Base,31,Charlie Blackmon,Colorado Rockies
Base,32,Nolan Arenado,Colorado Rockies
Base,33,Miguel Cabrera,Detroit Tigers
Base,34,Ian Kinsler,Detroit Tigers
Base,35,Justin Verlander,Detroit Tigers
Base,36,George Springer,Houston Astros
Base,37,Carlos Santana,Cleveland Indians
Base,38,Dallas Keuchel,Houston Astros
Base,39,Jose Altuve,Houston Astros
Base,40,Clayton Kershaw,Los Angeles Dodgers
Base,41,Lorenzo Cain,Kansas City Royals
Base,42,Salvador Perez,Kansas City Royals
Base,43,Eric Hosmer,Kansas City Royals
Base,44,Evan Gattis,Houston Astros
Base,45,Zack Greinke,Arizona Diamondbacks
Base,46,Adrian Gonzalez,Los Angeles Dodgers
Base,47,Yasiel Puig,Los Angeles Dodgers
Base,48,Giancarlo Stanton,Miami Marlins
Base,49,Jose Fernandez,Miami Marlins
Base,50,Ichiro,Miami Marlins
Base,51,Ryan Braun,Milwaukee Brewers
Base,52,Byron Buxton,Minnesota Twins
Base,53,Brian Dozier,Minnesota Twins
Base,54,Joe Mauer,Minnesota Twins
Base,55,Yoenis Cespedes,New York Mets
Base,56,Matt Harvey,New York Mets
Base,57,Jacob deGrom,New York Mets
Base,58,Noah Syndergaard,New York Mets
Base,59,Dellin Betances,New York Yankees
Base,60,Masahiro Tanaka,New York Yankees
Base,61,Alex Rodriguez,New York Yankees
Base,62,Sonny Gray,Oakland Athletics
Base,63,Billy Butler,Oakland Athletics
Base,64,Stephen Vogt,Oakland Athletics
Base,65,Maikel Franco,Philadelphia Phillies
Base,66,Ryan Howard,Philadelphia Phillies
Base,67,Odubel Herrera,Philadelphia Phillies
Base,68,Andrew McCutchen,Pittsburgh Pirates
Base,69,Josh Harrison,Pittsburgh Pirates
Base,70,Buster Posey,San Francisco Giants
Base,71,Gregory Polanco,Pittsburgh Pirates
Base,72,Justin Upton,Detroit Tigers
Base,73,Tyson Ross,San Diego Padres
Base,74,James Shields,San Diego Padres
Base,75,Jung Ho Kang,Pittsburgh Pirates
Base,76,Madison Bumgarner,San Francisco Giants
Base,77,Brandon Crawford,San Francisco Giants
Base,78,Brandon Belt,San Francisco Giants
Base,79,Robinson Cano,Seattle Mariners
Base,80,Felix Hernandez,Seattle Mariners
Base,81,Nelson Cruz,Seattle Mariners
Base,82,Jason Heyward,Chicago Cubs
Base,83,Yadier Molina,St. Louis Cardinals
Base,84,Evan Longoria,Tampa Bay Rays
Base,85,Chris Archer,Tampa Bay Rays
Base,86,Kevin Kiermaier,Tampa Bay Rays
Base,87,Prince Fielder,Texas Rangers
Base,88,Cole Hamels,Texas Rangers
Base,89,Adrian Beltre,Texas Rangers
Base,90,Yu Darvish,Texas Rangers
Base,91,Jose Bautista,Toronto Blue Jays
Base,92,David Price,Boston Red Sox
Base,93,Edwin Encarnacion,Toronto Blue Jays
Base,94,Wei-Yin Chen,Miami Marlins
Base,95,Max Scherzer,Washington Nationals
Base,96,Stephen Strasburg,Washington Nationals
Base,97,Garrett Richards,Los Angeles Angels
Base,98,David Peralta,Arizona Diamondbacks
Base,99,Julio Teheran,Atlanta Braves
Base,100,Bryce Harper,Washington Nationals
Base,101,Adam Eaton,Chicago White Sox
Base,102,Todd Frazier,Chicago White Sox
Base,103,Jay Bruce,Cincinnati Reds
Base,104,Carlos Gonzalez,Colorado Rockies
Base,105,J.D. Martinez,Detroit Tigers
Base,106,Andrew Miller,New York Yankees
Base,107,Brian McCann,New York Yankees
Base,108,Jacoby Ellsbury,New York Yankees
Base,109,Josh Reddick,Oakland Athletics
Base,110,Matt Kemp,San Diego Padres
Base,111,Craig Kimbrel,Boston Red Sox
Base,112,Kyle Seager,Seattle Mariners
Base,113,Marcus Stroman,Toronto Blue Jays
Base,114,Mark Melancon,Pittsburgh Pirates
Base,115,Trevor Rosenthal,St. Louis Cardinals
Base,116,Hunter Pence,San Francisco Giants
Base,117,Michael Brantley,Cleveland Indians
Base,118,Adam Wainwright,St. Louis Cardinals
Base,119,Wade Davis,Kansas City Royals
Base,120,Troy Tulowitzki,Toronto Blue Jays
Base,121,Matt Reynolds,New York Mets
Base,122,Kyle Schwarber,Chicago Cubs
Base,123,Stephen Piscotty,St. Louis Cardinals
Base,124,Carl Edwards Jr.,Chicago Cubs
Base,125,Aaron Nola,Philadelphia Phillies
Base,126,Hector Olivera,Atlanta Braves
Base,127,Rob Refsnyder,New York Yankees
Base,128,Jose Peraza,Cincinnati Reds
Base,129,Henry Owens,Boston Red Sox
Base,130,Trea Turner,Washington Nationals
Base,131,Michael Conforto,New York Mets
Base,132,Greg Bird,New York Yankees
Base,133,Richie Shaffer,Tampa Bay Rays
Base,134,Jon Gray,Colorado Rockies
Base,135,Luis Severino,New York Yankees
Base,136,Miguel Almonte,Kansas City Royals
Base,137,Brandon Drury,Arizona Diamondbacks
Base,138,Zach Lee,Los Angeles Dodgers
Base,139,Kyle Waldrop,Cincinnati Reds
Base,140,Miguel Sano,Minnesota Twins
Base,141,Peter O'Brien,Arizona Diamondbacks
Base,142,Frankie Montas,Los Angeles Dodgers
Base,143,Gary Sanchez,New York Yankees
Base,144,Ketel Marte,Seattle Mariners
Base,145,Trayce Thompson,Los Angeles Dodgers
Base,146,Jorge Lopez,Milwaukee Brewers
Base,147,Max Kepler,Minnesota Twins
Base,148,Tom Murphy,Colorado Rockies
Base,149,Raul Mondesi,Kansas City Royals
Base,150,Corey Seager,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-1,Corey Seager,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-2,Byron Buxton,Minnesota Twins
Bowman Scouts Top 100,BTP-3,Lucas Giolito,Washington Nationals
Bowman Scouts Top 100,BTP-4,J.P. Crawford,Philadelphia Phillies
Bowman Scouts Top 100,BTP-5,Alex Reyes,St. Louis Cardinals
Bowman Scouts Top 100,BTP-6,Orlando Arcia,Milwaukee Brewers
Bowman Scouts Top 100,BTP-7,Julio Urias,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-8,Tyler Glasnow,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-9,Anderson Espinoza,Boston Red Sox
Bowman Scouts Top 100,BTP-10,Brendan Rodgers,Colorado Rockies
Bowman Scouts Top 100,BTP-11,Blake Snell,Tampa Bay Rays
Bowman Scouts Top 100,BTP-12,Jose Berrios,Minnesota Twins
Bowman Scouts Top 100,BTP-13,Steven Matz,New York Mets
Bowman Scouts Top 100,BTP-14,Trea Turner,Washington Nationals
Bowman Scouts Top 100,BTP-15,Gleyber Torres,Chicago Cubs
Bowman Scouts Top 100,BTP-16,Dansby Swanson,Atlanta Braves
Bowman Scouts Top 100,BTP-17,Alex Bregman,Houston Astros
Bowman Scouts Top 100,BTP-18,Manuel Margot,San Diego Padres
Bowman Scouts Top 100,BTP-19,Ozzie Albies,Atlanta Braves
Bowman Scouts Top 100,BTP-20,Jose De Leon,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-21,Andrew Benintendi,Boston Red Sox
Bowman Scouts Top 100,BTP-22,Nomar Mazara,Texas Rangers
Bowman Scouts Top 100,BTP-23,Victor Robles,Washington Nationals
Bowman Scouts Top 100,BTP-24,A.J. Reed,Houston Astros
Bowman Scouts Top 100,BTP-25,Joey Gallo,Texas Rangers
Bowman Scouts Top 100,BTP-26,Sean Newcomb,Atlanta Braves
Bowman Scouts Top 100,BTP-27,Jorge Lopez,Milwaukee Brewers
Bowman Scouts Top 100,BTP-28,Aaron Blair,Atlanta Braves
Bowman Scouts Top 100,BTP-29,Max Kepler,Minnesota Twins
Bowman Scouts Top 100,BTP-30,Rafael Devers,Boston Red Sox
Bowman Scouts Top 100,BTP-31,Aaron Judge,New York Yankees
Bowman Scouts Top 100,BTP-32,Archie Bradley,Arizona Diamondbacks
Bowman Scouts Top 100,BTP-33,Bradley Zimmer,Cleveland Indians
Bowman Scouts Top 100,BTP-34,Jorge Mateo,New York Yankees
Bowman Scouts Top 100,BTP-35,Carson Fulmer,Chicago White Sox
Bowman Scouts Top 100,BTP-36,Brett Phillips,Milwaukee Brewers
Bowman Scouts Top 100,BTP-37,Kolby Allard,Atlanta Braves
Bowman Scouts Top 100,BTP-38,Raul Mondesi,Kansas City Royals
Bowman Scouts Top 100,BTP-39,Lewis Brinson,Texas Rangers
Bowman Scouts Top 100,BTP-40,Jeff Hoffman,Colorado Rockies
Bowman Scouts Top 100,BTP-41,Anthony Alford,Toronto Blue Jays
Bowman Scouts Top 100,BTP-42,Brady Aiken,Cleveland Indians
Bowman Scouts Top 100,BTP-43,Jon Gray,Colorado Rockies
Bowman Scouts Top 100,BTP-44,Robert Stephenson,Cincinnati Reds
Bowman Scouts Top 100,BTP-45,Mark Appel,Philadelphia Phillies
Bowman Scouts Top 100,BTP-46,Dillon Tate,Texas Rangers
Bowman Scouts Top 100,BTP-47,Austin Meadows,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-48,Willy Adames,Tampa Bay Rays
Bowman Scouts Top 100,BTP-49,Ian Happ,Chicago Cubs
Bowman Scouts Top 100,BTP-50,Clint Frazier,Cleveland Indians
Bowman Scouts Top 100,BTP-51,Francis Martes,Houston Astros
Bowman Scouts Top 100,BTP-52,Jake Thompson,Philadelphia Phillies
Bowman Scouts Top 100,BTP-53,David Dahl,Colorado Rockies
Bowman Scouts Top 100,BTP-54,Dylan Bundy,Baltimore Orioles
Bowman Scouts Top 100,BTP-55,Kyle Tucker,Houston Astros
Bowman Scouts Top 100,BTP-56,Franklin Barreto,Oakland Athletics
Bowman Scouts Top 100,BTP-57,Josh Bell,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-58,Brent Honeywell,Tampa Bay Rays
Bowman Scouts Top 100,BTP-59,Tyler Stephenson,Cincinnati Reds
Bowman Scouts Top 100,BTP-60,Jesse Winker,Cincinnati Reds
Bowman Scouts Top 100,BTP-61,Jose Peraza,Cincinnati Reds
Bowman Scouts Top 100,BTP-62,Trent Clark,Milwaukee Brewers
Bowman Scouts Top 100,BTP-63,Brian Johnson,Boston Red Sox
Bowman Scouts Top 100,BTP-64,Jameson Taillon,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-65,Miguel Almonte,Kansas City Royals
Bowman Scouts Top 100,BTP-66,Sean Manaea,Oakland Athletics
Bowman Scouts Top 100,BTP-67,Jon Harris,Toronto Blue Jays
Bowman Scouts Top 100,BTP-68,Willson Contreras,Chicago Cubs
Bowman Scouts Top 100,BTP-69,Dominic Smith,New York Mets
Bowman Scouts Top 100,BTP-70,James Kaprielian,New York Yankees
Bowman Scouts Top 100,BTP-71,Marco Gonzales,St. Louis Cardinals
Bowman Scouts Top 100,BTP-72,Amir Garrett,Cincinnati Reds
Bowman Scouts Top 100,BTP-73,Gary Sanchez,New York Yankees
Bowman Scouts Top 100,BTP-74,Hector Olivera,Atlanta Braves
Bowman Scouts Top 100,BTP-75,Michael Fulmer,Detroit Tigers
Bowman Scouts Top 100,BTP-76,Phil Bickford,San Francisco Giants
Bowman Scouts Top 100,BTP-77,Hunter Renfroe,San Diego Padres
Bowman Scouts Top 100,BTP-78,Nick Gordon,Minnesota Twins
Bowman Scouts Top 100,BTP-79,Nick Williams,Philadelphia Phillies
Bowman Scouts Top 100,BTP-80,Cody Reed,Cincinnati Reds
Bowman Scouts Top 100,BTP-81,Grant Holmes,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-82,Tyler Jay,Minnesota Twins
Bowman Scouts Top 100,BTP-83,Tyler Kolek,Miami Marlins
Bowman Scouts Top 100,BTP-84,Bobby Bradley,Cleveland Indians
Bowman Scouts Top 100,BTP-85,Alex Jackson,Seattle Mariners
Bowman Scouts Top 100,BTP-86,Gavin Cecchini,New York Mets
Bowman Scouts Top 100,BTP-87,Tim Anderson,Chicago White Sox
Bowman Scouts Top 100,BTP-88,Christian Arroyo,San Francisco Giants
Bowman Scouts Top 100,BTP-89,Hunter Harvey,Baltimore Orioles
Bowman Scouts Top 100,BTP-90,Franklyn Kilome,Philadelphia Phillies
Bowman Scouts Top 100,BTP-91,Cornelius Randolph,Philadelphia Phillies
Bowman Scouts Top 100,BTP-92,Sean Reid-Foley,Toronto Blue Jays
Bowman Scouts Top 100,BTP-93,Rob Kaminsky,Cleveland Indians
Bowman Scouts Top 100,BTP-94,Jake Bauers,Tampa Bay Rays
Bowman Scouts Top 100,BTP-95,Mac Williamson,San Francisco Giants
Bowman Scouts Top 100,BTP-96,Ke'Bryan Hayes,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-97,Beau Burrows,Detroit Tigers
Bowman Scouts Top 100,BTP-98,Josh Naylor,Miami Marlins
Bowman Scouts Top 100,BTP-99,Edwin Diaz,Seattle Mariners
Bowman Scouts Top 100,BTP-100,Brandon Nimmo,New York Mets
Bowman Scouts Top 100 Autographs,BTP-2,Byron Buxton,Minnesota Twins
Bowman Scouts Top 100 Autographs,BTP-3,Lucas Giolito,Washington Nationals
Bowman Scouts Top 100 Autographs,BTP-5,Alex Reyes,St. Louis Cardinals
Bowman Scouts Top 100 Autographs,BTP-10,Brendan Rodgers,Colorado Rockies
Bowman Scouts Top 100 Autographs,BTP-11,Blake Snell,Tampa Bay Rays
