Card Set,Number,Player,Team
Base Short Print Variations,368,Xander Bogaerts,Boston Red Sox
Base Short Print Variations,410,Mike Moustakas,Kansas City Royals
Base Short Print Variations,414,Wily Peralta,Milwaukee Brewers
Base Short Print Variations,421,Cesar Hernandez,Philadelphia Phillies
Base Short Print Variations,423,Carl Crawford,Los Angeles Dodgers
Base Short Print Variations,426,Joey Votto,Cincinnati Reds
Base Short Print Variations,432,Cameron Rupp,Philadelphia Phillies
Base Short Print Variations,478,Cody Asche,Philadelphia Phillies
Base Short Print Variations,484,Trevor Rosenthal,St. Louis Cardinals
Base Short Print Variations,489,Adeiny Hechavarria,Miami Marlins
Base Short Print Variations,496,Brett Anderson,Los Angeles Dodgers
Base Short Print Variations,500,Albert Pujols,Los Angeles Angels
Base Short Print Variations,507,Travis Wood,Chicago Cubs
Base Short Print Variations,518,Matt Duffy,San Francisco Giants
Base Short Print Variations,542,Scott Van Slyke,Los Angeles Dodgers
Base Short Print Variations,545,Hector Santiago,Los Angeles Angels
Base Short Print Variations,548,Lucas Duda,New York Mets
Base Short Print Variations,625,Wil Myers,San Diego Padres
Base Short Print Variations,652,Collin McHugh,Houston Astros
Base Short Print Variations,658,Wilson Ramos,Washington Nationals
Base Short Print Variations,661,DJ LeMahieu,Colorado Rockies
Base Short Print Variations,665,Jared Hughes,Pittsburgh Pirates
Base Short Print Variations,683,Carlos Gonzalez,Colorado Rockies
Base Short Print Variations,696,Lorenzo Cain,Kansas City Royals
Base Short Print Variations,700,Ichiro,Miami Marlins
Base Super Short Print Variations,359,Matt Carpenter,St. Louis Cardinals
Base Super Short Print Variations,354,Tyson Ross,San Diego Padres
Base Super Short Print Variations,400,David Ortiz,Boston Red Sox
Base Super Short Print Variations,405,Ruben Tejada,St. Louis Cardinals
Base Super Short Print Variations,407,Yoenis Cespedes,New York Mets
Base Super Short Print Variations,426,Joey Votto,Cincinnati Reds
Base Super Short Print Variations,440,Tommy Pham,St. Louis Cardinals
Base Super Short Print Variations,442,Brandon Crawford,San Francisco Giants
Base Super Short Print Variations,443,Prince Fielder,Texas Rangers
Base Super Short Print Variations,450,David Price,Boston Red Sox
Base Super Short Print Variations,452,Gerrit Cole,Pittsburgh Pirates
Base Super Short Print Variations,464,Robinson Chirinos,Texas Rangers
Base Super Short Print Variations,471,Kolten Wong,St. Louis Cardinals
Base Super Short Print Variations,479,Marcus Stroman,Toronto Blue Jays
Base Super Short Print Variations,521,Chris Archer,Tampa Bay Rays
Base Super Short Print Variations,548,Lucas Duda,New York Mets
Base Super Short Print Variations,550,Dallas Keuchel,Houston Astros
Base Super Short Print Variations,554,Daniel Murphy,Washington Nationals
Base Super Short Print Variations,579,Michael Wacha,St. Louis Cardinals
Base Super Short Print Variations,583,Didi Gregorious,New York Yankees
Base Super Short Print Variations,600,Madison Bumgarner,San Francisco Giants
Base Super Short Print Variations,609,Billy Hamilton,Cincinnati Reds
Base Super Short Print Variations,661,DJ LeMahieu,Colorado Rockies
Base Super Short Print Variations,673,Justin Upton,Detroit Tigers
Base Super Short Print Variations,678,Carlos Martinez,St. Louis Cardinals
Base Super Short Print Variations,696,Lorenzo Cain,Kansas City Royals
