Card Set,Number,Player,Team,Seq.
Base,1,Julio Jones,Atlanta Falcons,
Base,2,Tom Brady,New England Patriots,
Base,3,Mike Evans,Tampa Bay Buccaneers,
Base,4,Chris Ivory,Jacksonville Jaguars,
Base,5,Thomas Rawls,Seattle Seahawks,
Base,6,Travis Kelce,Kansas City Chiefs,
Base,7,Andre Williams,New York Giants,
Base,8,Joe Flacco,Baltimore Ravens,
Base,9,Eddie Royal,Chicago Bears,
Base,10,Antonio Brown,Pittsburgh Steelers,
Base,11,Tevin Coleman,Atlanta Falcons,
Base,12,LeGarrette Blount,New England Patriots,
Base,13,Vincent Jackson,Tampa Bay Buccaneers,
Base,14,T.J. Yeldon,Jacksonville Jaguars,
Base,15,Doug Baldwin,Seattle Seahawks,
Base,16,Derek Carr,Oakland Raiders,
Base,17,Odell Beckham Jr.,New York Giants,
Base,18,Justin Forsett,Baltimore Ravens,
Base,19,Zach Miller,Chicago Bears,
Base,20,Markus Wheaton,Pittsburgh Steelers,
Base,21,Devonta Freeman,Atlanta Falcons,
Base,22,Dion Lewis,New England Patriots,
Base,23,Austin Seferian-Jenkins,Tampa Bay Buccaneers,
Base,24,Allen Robinson,Jacksonville Jaguars,
Base,25,Tyler Lockett,Seattle Seahawks,
Base,26,Latavius Murray,Oakland Raiders,
Base,27,Victor Cruz,New York Giants,
Base,28,Buck Allen,Baltimore Ravens,
Base,29,Matthew Stafford,Detroit Lions,
Base,30,Darrius Heyward-Bey,Pittsburgh Steelers,
Base,31,Mohamed Sanu,Atlanta Falcons,
Base,32,Danny Amendola,New England Patriots,
Base,33,Carson Palmer,Arizona Cardinals,
Base,34,Allen Hurns,Jacksonville Jaguars,
Base,35,Jermaine Kearse,Seattle Seahawks,
Base,36,Marcel Reece,Oakland Raiders,
Base,37,Larry Donnell,New York Giants,
Base,38,Steve Smith Sr.,Baltimore Ravens,
Base,39,Ameer Abdullah,Detroit Lions,
Base,40,Brock Osweiler,Houston Texans,
Base,41,Jacob Tamme,Atlanta Falcons,
Base,42,Julian Edelman,New England Patriots,
Base,43,David Johnson,Arizona Cardinals,
Base,44,Julius Thomas,Jacksonville Jaguars,
Base,45,Jimmy Graham,Seattle Seahawks,
Base,46,Michael Crabtree,Oakland Raiders,
Base,47,Sam Bradford,Philadelphia Eagles,
Base,48,Kamar Aiken,Baltimore Ravens,
Base,49,Golden Tate III,Detroit Lions,
Base,50,Lamar Miller,Houston Texans,
Base,51,Cam Newton,Carolina Panthers,
Base,52,Rob Gronkowski,New England Patriots,
Base,53,Chris Johnson,Arizona Cardinals,
Base,54,Marcus Mariota,Tennessee Titans,
Base,55,Darrelle Revis,New York Jets,
Base,56,Amari Cooper,Oakland Raiders,
Base,57,Ryan Mathews,Philadelphia Eagles,
Base,58,Mike Wallace,Baltimore Ravens,
Base,59,Marvin Jones Jr.,Detroit Lions,
Base,60,Alfred Blue,Houston Texans,
Base,61,Jonathan Stewart,Carolina Panthers,
Base,62,Martellus Bennett,New England Patriots,
Base,63,Larry Fitzgerald,Arizona Cardinals,
Base,64,DeMarco Murray,Tennessee Titans,
Base,65,Josh Norman,Washington Redskins,
Base,66,Philip Rivers,San Diego Chargers,
Base,67,Darren Sproles,Philadelphia Eagles,
Base,68,Andy Dalton,Cincinnati Bengals,
Base,69,Brandon Pettigrew,Detroit Lions,
Base,70,DeAndre Hopkins,Houston Texans,
Base,71,Devin Funchess,Carolina Panthers,
Base,72,Ryan Fitzpatrick,New York Jets,
Base,73,Michael Floyd,Arizona Cardinals,
Base,74,Harry Douglas,Tennessee Titans,
Base,75,J.J. Watt,Houston Texans,
Base,76,Danny Woodhead,San Diego Chargers,
Base,77,Jordan Matthews,Philadelphia Eagles,
Base,78,Jeremy Hill,Cincinnati Bengals,
Base,79,Eric Ebron,Detroit Lions,
Base,80,Jaelen Strong,Houston Texans,
Base,81,Kelvin Benjamin,Carolina Panthers,
Base,82,Matt Forte,New York Jets,
Base,83,John Brown,Arizona Cardinals,
Base,84,Kendall Wright,Tennessee Titans,
Base,85,Clay Matthews,Green Bay Packers,
Base,86,Melvin Gordon,San Diego Chargers,
Base,87,Nelson Agholor,Philadelphia Eagles,
Base,88,Giovani Bernard,Cincinnati Bengals,
Base,89,Aaron Rodgers,Green Bay Packers,
Base,90,Tyrod Taylor,Buffalo Bills,
Base,91,Ted Ginn Jr.,Carolina Panthers,
Base,92,Bilal Powell,New York Jets,
Base,93,Todd Gurley II,Los Angeles Rams,
Base,94,Delanie Walker,Tennessee Titans,
Base,95,Richard Sherman,Seattle Seahawks,
Base,96,Travis Benjamin,San Diego Chargers,
Base,97,Brent Celek,Philadelphia Eagles,
Base,98,A.J. Green,Cincinnati Bengals,
Base,99,Eddie Lacy,Green Bay Packers,
Base,100,LeSean McCoy,Buffalo Bills,
Base,101,Greg Olsen,Carolina Panthers,
Base,102,Brandon Marshall,New York Jets,
Base,103,Kenny Britt,Los Angeles Rams,
Base,104,Mark Sanchez,Denver Broncos,
Base,105,Steve Young,San Francisco 49ers,
Base,106,Keenan Allen,San Diego Chargers,
Base,107,Kirk Cousins,Washington Redskins,
Base,108,Boomer Esiason,Cincinnati Bengals,
Base,109,Jordy Nelson,Green Bay Packers,
Base,110,Karlos Williams,Buffalo Bills,
Base,111,Drew Brees,New Orleans Saints,
Base,112,Eric Decker,New York Jets,
Base,113,Tavon Austin,Los Angeles Rams,
Base,114,C.J. Anderson,Denver Broncos,
Base,115,Brett Favre,Green Bay Packers,
Base,116,Antonio Gates,San Diego Chargers,
Base,117,Matt Jones,Washington Redskins,
Base,118,Tyler Eifert,Cincinnati Bengals,
Base,119,Randall Cobb,Green Bay Packers,
Base,120,Sammy Watkins ,Buffalo Bills,
Base,121,Mark Ingram,New Orleans Saints,
Base,122,Jace Amaro,New York Jets,
Base,123,Brian Quick,Los Angeles Rams,
Base,124,Ronnie Hillman,Denver Broncos,
Base,125,Peyton Manning,Indianapolis Colts,
Base,126,Tony Romo,Dallas Cowboys,
Base,127,Pierre Garcon,Washington Redskins,
Base,128,Robert Griffin III,Cleveland Browns,
Base,129,Davante Adams,Green Bay Packers,
Base,130,Robert Woods,Buffalo Bills,
Base,131,C.J. Spiller,New Orleans Saints,
Base,132,Andrew Luck,Indianapolis Colts,
Base,133,Lance Kendricks,Los Angeles Rams,
Base,134,Demaryius Thomas,Denver Broncos,
Base,135,Dan Marino,Miami Dolphins,
Base,136,Darren McFadden,Dallas Cowboys,
Base,137,DeSean Jackson,Washington Redskins,
Base,138,Isaiah Crowell,Cleveland Browns,
Base,139,Richard Rodgers,Green Bay Packers,
Base,140,Charles Clay,Buffalo Bills,
Base,141,Brandin Cooks,New Orleans Saints,
Base,142,Frank Gore,Indianapolis Colts,
Base,143,Colin Kaepernick,San Francisco 49ers,
Base,144,Emmanuel Sanders,Denver Broncos,
Base,145,Michael Irvin,Dallas Cowboys,
Base,146,Dez Bryant,Dallas Cowboys,
Base,147,Jamison Crowder,Washington Redskins,
Base,148,Duke Johnson,Cleveland Browns,
Base,149,Teddy Bridgewater,Minnesota Vikings,
Base,150,Ryan Tannehill,Miami Dolphins,
Base,151,Willie Snead,New Orleans Saints,
Base,152,Donte Moncrief,Indianapolis Colts,
Base,153,Carlos Hyde,San Francisco 49ers,
Base,154,Virgil Green,Denver Broncos,
Base,155,Joe Namath,New York Jets,
Base,156,Terrance Williams,Dallas Cowboys,
Base,157,Jordan Reed,Washington Redskins,
Base,158,Brian Hartline,Cleveland Browns,
Base,159,Adrian Peterson,Minnesota Vikings,
Base,160,Jay Ajayi,Miami Dolphins,
Base,161,Coby Fleener,New Orleans Saints,
Base,162,T.Y. Hilton,Indianapolis Colts,
Base,163,Quinton Patton,San Francisco 49ers,
Base,164,Alex Smith,Kansas City Chiefs,
Base,165,Barry Sanders,Detroit Lions,
Base,166,Cole Beasley,Dallas Cowboys,
Base,167,Jay Cutler,Chicago Bears,
Base,168,Gary Barnidge,Cleveland Browns,
Base,169,Stefon Diggs,Minnesota Vikings,
Base,170,DeVante Parker,Miami Dolphins,
Base,171,Jameis Winston,Tampa Bay Buccaneers,
Base,172,Phillip Dorsett,Indianapolis Colts,
Base,173,Torrey Smith,San Francisco 49ers,
Base,174,Jamaal Charles,Kansas City Chiefs,
Base,175,Troy Aikman,Dallas Cowboys,
Base,176,Jason Witten,Dallas Cowboys,
Base,177,Jeremy Langford,Chicago Bears,
Base,178,Ben Roethlisberger,Pittsburgh Steelers,
Base,179,Jarius Wright,Minnesota Vikings,
Base,180,Kenny Stills,Miami Dolphins,
Base,181,Doug Martin,Tampa Bay Buccaneers,
Base,182,Dwayne Allen,Indianapolis Colts,
Base,183,Vance McDonald,San Francisco 49ers,
Base,184,Charcandrick West,Kansas City Chiefs,
Base,185,Emmitt Smith,Dallas Cowboys,
Base,186,Eli Manning,New York Giants,
Base,187,Kevin White,Chicago Bears,
Base,188,Le'Veon Bell,Pittsburgh Steelers,
Base,189,Kyle Rudolph,Minnesota Vikings,
Base,190,Jarvis Landry,Miami Dolphins,
Base,191,Charles Sims,Tampa Bay Buccaneers,
Base,192,Blake Bortles,Jacksonville Jaguars,
Base,193,Russell Wilson,Seattle Seahawks,
Base,194,Jeremy Maclin,Kansas City Chiefs,
Base,195,Marvin Harrison,Indianapolis Colts,
Base,196,Rashad Jennings,New York Giants,
Base,197,Alshon Jeffery,Chicago Bears,
Base,198,DeAngelo Williams,Pittsburgh Steelers,
Base,199,Matt Ryan,Atlanta Falcons,
Base,200,Jordan Cameron,Miami Dolphins,
Base Silver,1,Julio Jones,Atlanta Falcons,
Base Silver,2,Tom Brady,New England Patriots,
Base Silver,3,Mike Evans,Tampa Bay Buccaneers,
Base Silver,4,Chris Ivory,Jacksonville Jaguars,
Base Silver,5,Thomas Rawls,Seattle Seahawks,
Base Silver,6,Travis Kelce,Kansas City Chiefs,
Base Silver,7,Andre Williams,New York Giants,
Base Silver,8,Joe Flacco,Baltimore Ravens,
Base Silver,9,Eddie Royal,Chicago Bears,
Base Silver,10,Antonio Brown,Pittsburgh Steelers,
Base Silver,11,Tevin Coleman,Atlanta Falcons,
Base Silver,12,LeGarrette Blount,New England Patriots,
Base Silver,13,Vincent Jackson,Tampa Bay Buccaneers,
Base Silver,14,T.J. Yeldon,Jacksonville Jaguars,
Base Silver,15,Doug Baldwin,Seattle Seahawks,
Base Silver,16,Derek Carr,Oakland Raiders,
Base Silver,17,Odell Beckham Jr.,New York Giants,
Base Silver,18,Justin Forsett,Baltimore Ravens,
Base Silver,19,Zach Miller,Chicago Bears,
Base Silver,20,Markus Wheaton,Pittsburgh Steelers,
Base Silver,21,Devonta Freeman,Atlanta Falcons,
Base Silver,22,Dion Lewis,New England Patriots,
Base Silver,23,Austin Seferian-Jenkins,Tampa Bay Buccaneers,
Base Silver,24,Allen Robinson,Jacksonville Jaguars,
Base Silver,25,Tyler Lockett,Seattle Seahawks,
Base Silver,26,Latavius Murray,Oakland Raiders,
Base Silver,27,Victor Cruz,New York Giants,
Base Silver,28,Buck Allen,Baltimore Ravens,
Base Silver,29,Matthew Stafford,Detroit Lions,
Base Silver,30,Darrius Heyward-Bey,Pittsburgh Steelers,
Base Silver,31,Mohamed Sanu,Atlanta Falcons,
Base Silver,32,Danny Amendola,New England Patriots,
Base Silver,33,Carson Palmer,Arizona Cardinals,
Base Silver,34,Allen Hurns,Jacksonville Jaguars,
Base Silver,35,Jermaine Kearse,Seattle Seahawks,
Base Silver,36,Marcel Reece,Oakland Raiders,
Base Silver,37,Larry Donnell,New York Giants,
Base Silver,38,Steve Smith Sr.,Baltimore Ravens,
Base Silver,39,Ameer Abdullah,Detroit Lions,
Base Silver,40,Brock Osweiler,Houston Texans,
Base Silver,41,Jacob Tamme,Atlanta Falcons,
Base Silver,42,Julian Edelman,New England Patriots,
Base Silver,43,David Johnson,Arizona Cardinals,
Base Silver,44,Julius Thomas,Jacksonville Jaguars,
Base Silver,45,Jimmy Graham,Seattle Seahawks,
Base Silver,46,Michael Crabtree,Oakland Raiders,
Base Silver,47,Sam Bradford,Philadelphia Eagles,
Base Silver,48,Kamar Aiken,Baltimore Ravens,
Base Silver,49,Golden Tate III,Detroit Lions,
Base Silver,50,Lamar Miller,Houston Texans,
Base Silver,51,Cam Newton,Carolina Panthers,
Base Silver,52,Rob Gronkowski,New England Patriots,
Base Silver,53,Chris Johnson,Arizona Cardinals,
Base Silver,54,Marcus Mariota,Tennessee Titans,
Base Silver,55,Darrelle Revis,New York Jets,
Base Silver,56,Amari Cooper,Oakland Raiders,
Base Silver,57,Ryan Mathews,Philadelphia Eagles,
Base Silver,58,Mike Wallace,Baltimore Ravens,
Base Silver,59,Marvin Jones Jr.,Detroit Lions,
Base Silver,60,Alfred Blue,Houston Texans,
Base Silver,61,Jonathan Stewart,Carolina Panthers,
Base Silver,62,Martellus Bennett,New England Patriots,
Base Silver,63,Larry Fitzgerald,Arizona Cardinals,
Base Silver,64,DeMarco Murray,Tennessee Titans,
Base Silver,65,Josh Norman,Washington Redskins,
Base Silver,66,Philip Rivers,San Diego Chargers,
Base Silver,67,Darren Sproles,Philadelphia Eagles,
Base Silver,68,Andy Dalton,Cincinnati Bengals,
Base Silver,69,Brandon Pettigrew,Detroit Lions,
Base Silver,70,DeAndre Hopkins,Houston Texans,
Base Silver,71,Devin Funchess,Carolina Panthers,
Base Silver,72,Ryan Fitzpatrick,New York Jets,
Base Silver,73,Michael Floyd,Arizona Cardinals,
Base Silver,74,Harry Douglas,Tennessee Titans,
Base Silver,75,J.J. Watt,Houston Texans,
Base Silver,76,Danny Woodhead,San Diego Chargers,
Base Silver,77,Jordan Matthews,Philadelphia Eagles,
Base Silver,78,Jeremy Hill,Cincinnati Bengals,
Base Silver,79,Eric Ebron,Detroit Lions,
Base Silver,80,Jaelen Strong,Houston Texans,
Base Silver,81,Kelvin Benjamin,Carolina Panthers,
Base Silver,82,Matt Forte,New York Jets,
Base Silver,83,John Brown,Arizona Cardinals,
