Card Set,Number,Player,Team,Seq.
Base,1,Carson Palmer,Arizona Cardinals,
Base,2,Larry Fitzgerald,Arizona Cardinals,
Base,3,David Johnson,Arizona Cardinals,
Base,4,Matt Ryan,Atlanta Falcons,
Base,5,Devonta Freeman,Atlanta Falcons,
Base,6,Julio Jones,Atlanta Falcons,
Base,7,Joe Flacco,Baltimore Ravens,
Base,8,Justin Forsett,Baltimore Ravens,
Base,9,Steve Smith Sr.,Baltimore Ravens,
Base,10,Tyrod Taylor,Buffalo Bills,
Base,11,LeSean McCoy,Buffalo Bills,
Base,12,Sammy Watkins ,Buffalo Bills,
Base,13,Cam Newton,Carolina Panthers,
Base,14,Jonathan Stewart,Carolina Panthers,
Base,15,Kelvin Benjamin,Carolina Panthers,
Base,16,Greg Olsen,Carolina Panthers,
Base,17,Jay Cutler,Chicago Bears,
Base,18,Jeremy Langford,Chicago Bears,
Base,19,Alshon Jeffery,Chicago Bears,
Base,20,Andy Dalton,Cincinnati Bengals,
Base,21,Jeremy Hill,Cincinnati Bengals,
Base,22,A.J. Green,Cincinnati Bengals,
Base,23,Robert Griffin III,Cleveland Browns,
Base,24,Duke Johnson,Cleveland Browns,
Base,25,Gary Barnidge,Cleveland Browns,
Base,26,Tony Romo,Dallas Cowboys,
Base,27,Jason Witten,Dallas Cowboys,
Base,28,Dez Bryant,Dallas Cowboys,
Base,29,C.J. Anderson,Denver Broncos,
Base,30,Demaryius Thomas,Denver Broncos,
Base,31,Emmanuel Sanders,Denver Broncos,
Base,32,Von Miller,Denver Broncos,
Base,33,Matthew Stafford,Detroit Lions,
Base,34,Ameer Abdullah,Detroit Lions,
Base,35,Golden Tate III,Detroit Lions,
Base,36,Aaron Rodgers,Green Bay Packers,
Base,37,Eddie Lacy,Green Bay Packers,
Base,38,Randall Cobb,Green Bay Packers,
Base,39,Jordy Nelson,Green Bay Packers,
Base,40,Brock Osweiler,Houston Texans,
Base,41,DeAndre Hopkins,Houston Texans,
Base,42,J.J. Watt,Houston Texans,
Base,43,Lamar Miller,Houston Texans,
Base,44,Andrew Luck,Indianapolis Colts,
Base,45,Frank Gore,Indianapolis Colts,
Base,46,T.Y. Hilton,Indianapolis Colts,
Base,47,Blake Bortles,Jacksonville Jaguars,
Base,48,Allen Robinson,Jacksonville Jaguars,
