Card Set,Number,Player,Team
Base Sparkle Variations,360,Adam LaRoche,Chicago White Sox
Base Sparkle Variations,361,Matt Holliday,St. Louis Cardinals
Base Sparkle Variations,363,Avisail Garcia,Chicago White Sox
Base Sparkle Variations,372,Matt Adams,St. Louis Cardinals
Base Sparkle Variations,383,Delmon Young,Baltimore Orioles
Base Sparkle Variations,386,Ben Zobrist,Oakland Athletics
Base Sparkle Variations,391,Hisashi Iwakuma,Seattle Mariners
Base Sparkle Variations,393,Danny Salazar,Cleveland Indians
Base Sparkle Variations,407,Jed Lowrie,Houston Astros
Base Sparkle Variations,411,Nelson Cruz,Seattle Mariners
Base Sparkle Variations,415,Ervin Santana,Minnesota Twins
Base Sparkle Variations,421,Joe Kelly,Boston Red Sox
Base Sparkle Variations,422,Prince Fielder,Texas Rangers
Base Sparkle Variations,436,Russell Martin,Toronto Blue Jays
Base Sparkle Variations,438,DJ LeMahieu,Colorado Rockies
Base Sparkle Variations,445,Christian Vazquez,Boston Red Sox
Base Sparkle Variations,452,Drew Smyly,Tampa Bay Rays
Base Sparkle Variations,461,Mike Moustakas,Kansas City Royals
Base Sparkle Variations,463,Justin Verlander,Detroit Tigers
Base Sparkle Variations,468,CC Sabathia,New York Yankees
Base Sparkle Variations,469,James Shields,San Diego Padres
Base Sparkle Variations,470,Mark Trumbo,Arizona Diamondbacks
Base Sparkle Variations,475,Juan Perez,San Francisco Giants
Base Sparkle Variations,493,Alex Rodriguez,New York Yankees
Base Sparkle Variations,497,Hunter Strickland,San Francisco Giants
Base Sparkle Variations,507,A.J. Pierzynski,Atlanta Braves
Base Sparkle Variations,513,Michael Cuddyer,New York Mets
Base Sparkle Variations,526,Will Middlebrooks,San Diego Padres
Base Sparkle Variations,555,Jake Arrieta,Chicago Cubs
Base Sparkle Variations,557,Nick Markakis,Atlanta Braves
Base Sparkle Variations,568,Chris Tillman,Baltimore Orioles
Base Sparkle Variations,579,Jason Hammel,Chicago Cubs
Base Sparkle Variations,586,Max Scherzer,Washington Nationals
Base Sparkle Variations,590,Torii Hunger,Minnesota Twins
Base Sparkle Variations,596,Bronson Arroyo,Arizona Diamondbacks
Base Sparkle Variations,606,Ian Desmond,Washington Nationals
Base Sparkle Variations,610,David Freese,Los Angeles Angels
Base Sparkle Variations,618,Billy Butler,Oakland Athletics
Base Sparkle Variations,620,Jose Altuve,Houston Astros
Base Sparkle Variations,624,Miguel Alfredo Gonzalez,Philadelphia Phillies
Base Sparkle Variations,638,Jimmy Rollins,Los Angeles Dodgers
Base Sparkle Variations,645,Neftali Perez,Texas Rangers
Base Sparkle Variations,657,Justin Morneau,Colorado Rockies
Base Sparkle Variations,664,Hector Santiago,Los Angeles Angels
Base Sparkle Variations,665,Stephen Strasburg,Washington Nationals
Base Sparkle Variations,671,Gerrit Cole,Pittsburgh Pirates
Base Sparkle Variations,674,Desmond Jennings,Tampa Bay Rays
Base Sparkle Variations,684,Wil Myers,San Diego Padres
Base Sparkle Variations,690,Brett Bochy,San Francisco Giants
Base Sparkle Variations,691,Lisalverto Bonilla,Texas Rangers
Base Short Print Variations,364,Travis Ishikawa,San Francisco Giants
Base Short Print Variations,375,Johnny Cueto,Cincinnati Reds
Base Short Print Variations,376,Chris Sale,Chicago White Sox
Base Short Print Variations,387,Jacob deGrom,New York Mets
Base Short Print Variations,389,Mookie Betts,Boston Red Sox
Base Short Print Variations,400,Andrew McCutchen,Pittsburgh Pirates
Base Short Print Variations,450,Robinson Cano,Seattle Mariners
Base Short Print Variations,461,Mike Moustakas,Kansas City Royals
Base Short Print Variations,468,CC Sabathia,New York Yankees
Base Short Print Variations,479,Carlos Gonzalez,Colorado Rockies
Base Short Print Variations,487,Corey Kluber,Cleveland Indians
Base Short Print Variations,503,Joe Panik,San Francisco Giants
Base Short Print Variations,516,Lorenzo Cain,Kansas City Royals
Base Short Print Variations,586,Max Scherzer,Washington Nationals
Base Short Print Variations,588,Kolten Wong,St. Louis Cardinals
Base Short Print Variations,595,Craig Kimbrel,Atlanta Braves
Base Short Print Variations,599,Michael Brantley,Cleveland Indians
Base Short Print Variations,600,Albert Pujols,Los Angeles Angels
Base Short Print Variations,603,Jose Fernandez,Miami Marlins
Base Short Print Variations,622,Yan Gomes,Cleveland Indians
Base Short Print Variations,645,Neftali Feliz,Texas Rangers
Base Short Print Variations,647,Yadier Molina,St. Louis Cardinals
Base Short Print Variations,651,Andrelton Simmons,Atlanta Braves
Base Short Print Variations,675,Jonathan Lucroy,Milwaukee Brewers
Base Short Print Variations,700,Joe Mauer,Minnesota Twins
