Card Set,Number,Player,Team
All-America Game Autographs,1,Brendan Rodgers,Colorado Rockies
All-America Game Autographs,2,Carson Fulmer,Chicago White Sox
All-America Game Autographs,3,Ashe Russell,Kansas City Royals
All-America Game Autographs,4,Beau Burrows,Detroit Tigers
All-America Game Autographs,5,Jameis Winston,Texas Rangers
Base,1,Miguel Cabrera,Detroit Tigers
Base,2,Michael Brantley,Cleveland Indians
Base,3,Yasmani Grandal,Los Angeles Dodgers
Base,4,Byron Buxton,Minnesota Twins
Base,5,Daniel Murphy,New York Mets
Base,6,Clay Buchholz,Boston Red Sox
Base,7,James Loney,Tampa Bay Rays
Base,8,Dee Gordon,Miami Marlins
Base,9,Khris Davis,Milwaukee Brewers
Base,10,Trevor Rosenthal,St. Louis Cardinals
Base,11,Jered Weaver,Los Angeles Angels
Base,12,Lucas Duda,New York Mets
Base,13,James Shields,San Diego Padres
Base,14,Jacob Lindgren,New York Yankees
Base,15,Michael Bourn,Cleveland Indians
Base,16,Yunel Escobar,Washington Nationals
Base,17,George Springer,Houston Astros
Base,18,Ryan Howard,Philadelphia Phillies
Base,19,Justin Upton,San Diego Padres
Base,20,Zach Britton,Baltimore Orioles
Base,21,Santiago Casilla,San Francisco Giants
Base,22,Max Scherzer,Washington Nationals
Base,23,Carlos Carrasco,Cleveland Indians
Base,24,Angel Pagan,San Francisco Giants
Base,25,Wade Miley,Boston Red Sox
Base,26,Ryan Braun,Milwaukee Brewers
Base,27,Carlos Gonzalez,Colorado Rockies
Base,28,Chase Utley,Philadelphia Phillies
Base,29,Brandon Moss,Cleveland Indians
Base,30,Juan Lagares,New York Mets
Base,31,David Robertson,Chicago White Sox
Base,32,Carlos Santana,Cleveland Indians
Base,33,Ender Inciarte,Arizona Diamondbacks
Base,34,Jimmy Rollins,Los Angeles Dodgers
Base,35,J.D. Martinez,Detroit Tigers
Base,36,Yadier Molina,St. Louis Cardinals
Base,37,Ryan Zimmerman,Washington Nationals
Base,38,Stephen Strasburg,Washington Nationals
Base,39,Torii Hunter,Minnesota Twins
Base,40,Anibal Sanchez,Detroit Tigers
Base,41,Michael Cuddyer,New York Mets
Base,42,Jorge De La Rosa,Colorado Rockies
Base,43,Shane Greene,Detroit Tigers
Base,44,John Lackey,St. Louis Cardinals
Base,45,Hyun-Jin Ryu,Los Angeles Dodgers
Base,46,Lance Lynn,St. Louis Cardinals
Base,47,David Freese,Los Angeles Angels
Base,48,Russell Martin,Toronto Blue Jays
Base,49,Jose Iglesias,Detroit Tigers
Base,50,Pablo Sandoval,Boston Red Sox
Base,51,Will Middlebrooks,San Diego Padres
Base,52,Joe Mauer,Minnesota Twins
Base,53,Chris Archer,Tampa Bay Rays
Base,54,Starling Marte,Pittsburgh Pirates
Base,55,Jason Heyward,St. Louis Cardinals
Base,56,Taijuan Walker,Seattle Mariners
Base,57,Pedro Alvarez,Pittsburgh Pirates
Base,58,Jose Fernandez,Miami Marlins
Base,59,Marlon Byrd,Cincinnati Reds
Base,60,Neil Walker,Pittsburgh Pirates
Base,61,Mike Moustakas,Kansas City Royals
Base,62,Trevor Bauer,Cleveland Indians
Base,63,Steven Souza Jr.,Tampa Bay Rays
Base,64,Michael Saunders,Toronto Blue Jays
Base,65,Andrew Miller,New York Yankees
Base,66,Melky Cabrera,Chicago White Sox
Base,67,Denard Span,Washington Nationals
Base,68,Yovani Gallardo,Texas Rangers
Base,69,Wade Davis,Kansas City Royals
Base,70,Nelson Cruz,Seattle Mariners
Base,71,Chris Carter,Houston Astros
Base,72,Alex Avila,Detroit Tigers
Base,73,Mark Melancon,Pittsburgh Pirates
Base,74,Zack Cozart,Cincinnati Reds
Base,75,Jeff Samardzija,Chicago White Sox
Base,76,Jake Marisnick,Houston Astros
Base,77,Kolten Wong,St. Louis Cardinals
Base,78,Josh Collmenter,Arizona Diamondbacks
Base,79,Alex Rios,Kansas City Royals
Base,80,Dustin Ackley,Seattle Mariners
Base,81,Felix Hernandez,Seattle Mariners
