Card Set,Number,Player,Team
Archetypes Autograph Relics,AAR-GS,Giancarlo Stanton,Miami Marlins
Archetypes Autograph Relics,AAR-MM,Mark McGwire,St. Louis Cardinals
Archetypes Autograph Relics,AAR-MP,Mike Piazza,New York Mets
Archetypes Autograph Relics,AAR-MR,Mariano Rivera,New York Yankees
Archetypes Autograph Relics,AAR-MT,Mike Trout,Los Angeles Angels
Archetypes Autograph Relics,AAR-PG,Paul Goldschmidt,Arizona Diamondbacks
Archetypes Autograph Relics,AAR-RH,Rickey Henderson,Oakland Athletics
Archetypes Autograph Relics,AAR-SC,Steve Carlton,Philadelphia Phillies
Archetypes Autograph Relics,AAR-YC,Yoenis Cespedes,Boston Red Sox
Archetypes Autograph Relics,AAR-YP,Yasiel Puig,Los Angeles Dodgers
Archetypes Relics,AR-AM,Andrew McCutchen,Pittsburgh Pirates
Archetypes Relics,AR-AP,Albert Pujols,Los Angeles Angels
Archetypes Relics,AR-BP,Buster Posey,San Francisco Giants
Archetypes Relics,AR-CK,Clayton Kershaw,Los Angeles Dodgers
Archetypes Relics,AR-DJ,Derek Jeter,New York Yankees
Archetypes Relics,AR-GM,Greg Maddux,Atlanta Braves
Archetypes Relics,AR-GS,Giancarlo Stanton,Miami Marlins
Archetypes Relics,AR-MM,Mark McGwire,St. Louis Cardinals
Archetypes Relics,AR-MP,Mike Piazza,New York Mets
Archetypes Relics,AR-MR,Mariano Rivera,New York Yankees
Archetypes Relics,AR-MT,Mike Trout,Los Angeles Angels
Archetypes Relics,AR-PG,Paul Goldschmidt,Arizona Diamondbacks
Archetypes Relics,AR-RH,Rickey Henderson,Oakland Athletics
Archetypes Relics,AR-SC,Steve Carlton,Philadelphia Phillies
Archetypes Relics,AR-YP,Yasiel Puig,Los Angeles Dodgers
Archetypes,A-1,Rickey Henderson,Oakland Athletics
Archetypes,A-2,Mariano Rivera,New York Yankees
Archetypes,A-3,Steve Carlton,Philadelphia Phillies
Archetypes,A-4,Mike Trout,Los Angeles Angels
Archetypes,A-5,Yasiel Puig,Los Angeles Dodgers
Archetypes,A-6,Yoenis Cespedes,Boston Red Sox
Archetypes,A-7,Paul Goldschmidt,Arizona Diamondbacks
Archetypes,A-8,Giancarlo Stanton,Miami Marlins
Archetypes,A-9,Buster Posey,San Francisco Giants
Archetypes,A-10,Babe Ruth,New York Yankees
Archetypes,A-11,Mark McGwire,St. Louis Cardinals
Archetypes,A-12,Derek Jeter,New York Yankees
Archetypes,A-13,Cal Ripken Jr.,Baltimore Orioles
Archetypes,A-14,Nolan Ryan,Texas Rangers
Archetypes,A-15,Mike Piazza,New York Mets
Archetypes,A-16,Johnny Bench,Cincinnati Reds
Archetypes,A-17,Tony Gwynn,San Diego Padres
Archetypes,A-18,Ted Williams,Boston Red Sox
Archetypes,A-19,Albert Pujols,Los Angeles Angels
Archetypes,A-20,Greg Maddux,Atlanta Braves
Archetypes,A-21,Jackie Robinson,Brooklyn Dodgers
Archetypes,A-22,Hank Aaron,Atlanta Braves
Archetypes,A-23,Willie Mays,San Francisco Giants
Archetypes,A-24,Ty Cobb,Detroit Tigers
Archetypes,A-25,Ken Griffey Jr.,Seattle Mariners
Archetypes Autographs,AA-GS,Giancarlo Stanton,Miami Marlins
Archetypes Autographs,AA-MM,Mark McGwire,St. Louis Cardinals
Archetypes Autographs,AA-MP,Mike Piazza,New York Mets
Archetypes Autographs,AA-MR,Mariano Rivera,New York Yankees
Archetypes Autographs,AA-MT,Mike Trout,Los Angeles Angels
Archetypes Autographs,AA-PG,Paul Goldschmidt,Arizona Diamondbacks
Archetypes Autographs,AA-RH,Rickey Henderson,Oakland Athletics
Archetypes Autographs,AA-SC,Steve Carlton,Philadelphia Phillies
Archetypes Autographs,AA-YC,Yoenis Cespedes,Boston Red Sox
Archetypes Autographs,AA-YP,Yasiel Puig,Los Angeles Dodgers
Base,1,Derek Jeter,New York Yankees
Base,2,Jose Altuve,Houston Astros
Base,2,Victor Martinez,Detroit Tigers
Base,2,Michael Brantley,Cleveland Indians
Base,3,Rene Rivera,San Diego Padres
Base,4,Curtis Granderson,New York Mets
Base,5,Josh Donaldson,Oakland Athletics
Base,6,Jayson Werth,Washington Nationals
Base,8,Miguel Gonzalez,Baltimore Orioles
Base,9,Hunter Pence,San Francisco Giants
Base,10,Cole Hamels,Philadelphia Phillies
Base,11,Jon Jay,St. Louis Cardinals
Base,12,James McCann,Detroit Tigers
Base,13,Toronto Blue Jays,Toronto Blue Jays
Base,14,Kendall Graveman,Toronto Blue Jays
Base,15,Joey Votto,Cincinnati Reds
Base,16,David DeJesus,Tampa Bay Rays
Base,17,Brian McCann,New York Yankees
Base,18,Cody Allen,Cleveland Indians
Base,19,Baltimore Orioles,Baltimore Orioles
Base,20,Madison Bumgarner,San Francisco Giants
Base,21,Brett Gardner,New York Yankees
Base,22,Tyler Flowers,Chicago White Sox
Base,23,Michael Bourn,Cleveland Indians
Base,24,New York Mets,New York Mets
Base,25,Jose Bautista,Toronto Blue Jays
Base,26,Bryce Brentz,Boston Red Sox
Base,27,Kendrys Morales,Seattle Mariners
