Card Set,Number,Player,Team,Seq.
Chronicles Signatures,1,Royce O'Neale,Utah Jazz,75
Chronicles Signatures,2,Justin Jackson,Dallas Mavericks,75
Chronicles Signatures,3,Aron Baynes,Boston Celtics,75
Chronicles Signatures,4,Justin Holiday,Memphis Grizzlies,75
Chronicles Signatures,5,Lauri Markkanen,Chicago Bulls,75
Chronicles Signatures,6,Dana Barros,Boston Celtics,75
Chronicles Signatures,7,Darius Miles,Los Angeles Clippers,75
Chronicles Signatures,8,Montrezl Harrell,Los Angeles Clippers,75
Chronicles Signatures,9,Khris Middleton,Milwaukee Bucks,75
Chronicles Signatures,10,Mario Hezonja,New York Knicks,75
Chronicles Signatures,11,Andrew Wiggins,Minnesota Timberwolves,75
Chronicles Signatures,12,Nerlens Noel,Oklahoma City Thunder,75
Chronicles Signatures,13,Joe Harris,Brooklyn Nets,75
Chronicles Signatures,14,Jose Calderon,Detroit Pistons,75
Chronicles Signatures,15,Cedi Osman,Cleveland Cavaliers,75
Chronicles Signatures,16,Larry Nance Jr.,Cleveland Cavaliers,75
Chronicles Signatures,17,Kobe Bryant,Los Angeles Lakers,25
Chronicles Signatures,18,Nemanja Bjelica,Sacramento Kings,75
Chronicles Signatures,19,Cedric Maxwell,Houston Rockets,75
Chronicles Signatures,20,Tyronn Lue,Los Angeles Lakers,75
Chronicles Signatures,21,Kelly Olynyk,Miami Heat,75
Chronicles Signatures,22,Ersan Ilyasova,Milwaukee Bucks,75
Chronicles Signatures,23,Magic Johnson,Los Angeles Lakers,75
Chronicles Signatures,24,Zhou Qi,Houston Rockets,75
Chronicles Signatures,25,Gary Harris,Denver Nuggets,75
Chronicles Signatures,26,Rashard Lewis,Orlando Magic,75
Chronicles Signatures,27,Alex Len,Atlanta Hawks,75
Chronicles Signatures,28,Bryn Forbes,San Antonio Spurs,75
Chronicles Signatures,29,Tyus Jones,Minnesota Timberwolves,75
Chronicles Signatures,30,Derrick White,San Antonio Spurs,75
Chronicles Signatures,31,Solomon Hill,New Orleans Pelicans,75
Chronicles Signatures,32,Raef LaFrentz,Denver Nuggets,75
Chronicles Signatures,33,Luc Longley,Chicago Bulls,75
Chronicles Signatures,34,Will Perdue,Chicago Bulls,75
Chronicles Signatures,35,Kurt Rambis,Los Angeles Lakers,75
Chronicles Signatures,36,John Starks,New York Knicks,75
Chronicles Signatures,37,Ryan Arcidiacono,Chicago Bulls,75
Chronicles Signatures,38,Tim Frazier,Milwaukee Bucks,75
Chronicles Signatures,39,TJ Leaf,Indiana Pacers,75
Chronicles Signatures,40,Serge Ibaka,Toronto Raptors,75
Chronicles Signatures,41,Isaiah Rider,Minnesota Timberwolves,75
Chronicles Signatures,42,JJ Redick,Philadelphia 76ers,75
Chronicles Signatures,43,E'Twaun Moore,New Orleans Pelicans,75
Chronicles Signatures,44,Josh Hart,Los Angeles Lakers,75
Chronicles Signatures,45,Tony Snell,Milwaukee Bucks,75
Chronicles Signatures,46,Marquese Chriss,Cleveland Cavaliers,75
Chronicles Signatures,47,Walter Davis,Phoenix Suns,75
Chronicles Signatures,48,Luke Kennard,Detroit Pistons,75
Chronicles Signatures,49,Gorgui Dieng,Minnesota Timberwolves,75
Chronicles Signatures,50,Marvin Williams,Charlotte Hornets,75
Chronicles Signatures,51,Robert Covington,Minnesota Timberwolves,75
Chronicles Signatures,52,Rodney McGruder,Miami Heat,75
Chronicles Signatures,53,Harry Giles,Sacramento Kings,75
Chronicles Signatures,54,Tomas Satoransky,Washington Wizards,75
Chronicles Signatures,55,Kenny Anderson,New Jersey Nets,75
Chronicles Signatures,56,Theo Ratliff,Philadelphia 76ers,75
Chronicles Signatures,57,Nikola Jokic,Denver Nuggets,75
Chronicles Signatures,58,Jamaal Wilkes,Los Angeles Lakers,75
Chronicles Signatures,59,Courtney Lee,Dallas Mavericks,75
Chronicles Signatures,60,Kevin Love,Cleveland Cavaliers,75
Chronicles Signatures Blue,1,Royce O'Neale,Utah Jazz,49
Chronicles Signatures Blue,2,Justin Jackson,Dallas Mavericks,49
Chronicles Signatures Blue,3,Aron Baynes,Boston Celtics,49
Chronicles Signatures Blue,4,Justin Holiday,Memphis Grizzlies,49
Chronicles Signatures Blue,5,Lauri Markkanen,Chicago Bulls,49
Chronicles Signatures Blue,6,Dana Barros,Boston Celtics,49
Chronicles Signatures Blue,7,Darius Miles,Los Angeles Clippers,49
Chronicles Signatures Blue,8,Montrezl Harrell,Los Angeles Clippers,49
Chronicles Signatures Blue,9,Khris Middleton,Milwaukee Bucks,49
Chronicles Signatures Blue,10,Mario Hezonja,New York Knicks,49
Chronicles Signatures Blue,11,Andrew Wiggins,Minnesota Timberwolves,49
Chronicles Signatures Blue,12,Nerlens Noel,Oklahoma City Thunder,49
Chronicles Signatures Blue,13,Joe Harris,Brooklyn Nets,49
Chronicles Signatures Blue,14,Jose Calderon,Detroit Pistons,49
Chronicles Signatures Blue,15,Cedi Osman,Cleveland Cavaliers,49
Chronicles Signatures Blue,16,Larry Nance Jr.,Cleveland Cavaliers,49
Chronicles Signatures Blue,18,Nemanja Bjelica,Sacramento Kings,49
Chronicles Signatures Blue,19,Cedric Maxwell,Houston Rockets,49
Chronicles Signatures Blue,20,Tyronn Lue,Los Angeles Lakers,49
Chronicles Signatures Blue,21,Kelly Olynyk,Miami Heat,49
Chronicles Signatures Blue,22,Ersan Ilyasova,Milwaukee Bucks,49
Chronicles Signatures Blue,23,Magic Johnson,Los Angeles Lakers,49
Chronicles Signatures Blue,24,Zhou Qi,Houston Rockets,49
Chronicles Signatures Blue,25,Gary Harris,Denver Nuggets,49
Chronicles Signatures Blue,26,Rashard Lewis,Orlando Magic,49
Chronicles Signatures Blue,27,Alex Len,Atlanta Hawks,49
Chronicles Signatures Blue,28,Bryn Forbes,San Antonio Spurs,49
Chronicles Signatures Blue,29,Tyus Jones,Minnesota Timberwolves,49
Chronicles Signatures Blue,30,Derrick White,San Antonio Spurs,49
Chronicles Signatures Blue,31,Solomon Hill,New Orleans Pelicans,49
Chronicles Signatures Blue,32,Raef LaFrentz,Denver Nuggets,49
Chronicles Signatures Blue,33,Luc Longley,Chicago Bulls,49
Chronicles Signatures Blue,34,Will Perdue,Chicago Bulls,49
Chronicles Signatures Blue,35,Kurt Rambis,Los Angeles Lakers,49
Chronicles Signatures Blue,36,John Starks,New York Knicks,49
Chronicles Signatures Blue,37,Ryan Arcidiacono,Chicago Bulls,49
Chronicles Signatures Blue,38,Tim Frazier,Milwaukee Bucks,49
Chronicles Signatures Blue,39,TJ Leaf,Indiana Pacers,49
Chronicles Signatures Blue,40,Serge Ibaka,Toronto Raptors,49
Chronicles Signatures Blue,41,Isaiah Rider,Minnesota Timberwolves,49
Chronicles Signatures Blue,42,JJ Redick,Philadelphia 76ers,49
Chronicles Signatures Blue,43,E'Twaun Moore,New Orleans Pelicans,49
Chronicles Signatures Blue,44,Josh Hart,Los Angeles Lakers,49
Chronicles Signatures Blue,45,Tony Snell,Milwaukee Bucks,49
Chronicles Signatures Blue,46,Marquese Chriss,Cleveland Cavaliers,49
Chronicles Signatures Blue,47,Walter Davis,Phoenix Suns,49
Chronicles Signatures Blue,48,Luke Kennard,Detroit Pistons,49
Chronicles Signatures Blue,49,Gorgui Dieng,Minnesota Timberwolves,49
Chronicles Signatures Blue,50,Marvin Williams,Charlotte Hornets,49
Chronicles Signatures Blue,51,Robert Covington,Minnesota Timberwolves,49
Chronicles Signatures Blue,52,Rodney McGruder,Miami Heat,49
Chronicles Signatures Blue,53,Harry Giles,Sacramento Kings,49
Chronicles Signatures Blue,54,Tomas Satoransky,Washington Wizards,49
Chronicles Signatures Blue,55,Kenny Anderson,New Jersey Nets,49
Chronicles Signatures Blue,56,Theo Ratliff,Philadelphia 76ers,49
Chronicles Signatures Blue,57,Nikola Jokic,Denver Nuggets,49
Chronicles Signatures Blue,58,Jamaal Wilkes,Los Angeles Lakers,49
Chronicles Signatures Blue,59,Courtney Lee,Dallas Mavericks,49
Chronicles Signatures Blue,60,Kevin Love,Cleveland Cavaliers,49
Chronicles Signatures Gold,1,Royce O'Neale,Utah Jazz,10
Chronicles Signatures Gold,2,Justin Jackson,Dallas Mavericks,10
Chronicles Signatures Gold,3,Aron Baynes,Boston Celtics,10
Chronicles Signatures Gold,4,Justin Holiday,Memphis Grizzlies,10
Chronicles Signatures Gold,5,Lauri Markkanen,Chicago Bulls,10
Chronicles Signatures Gold,6,Dana Barros,Boston Celtics,10
Chronicles Signatures Gold,7,Darius Miles,Los Angeles Clippers,10
Chronicles Signatures Gold,8,Montrezl Harrell,Los Angeles Clippers,10
Chronicles Signatures Gold,9,Khris Middleton,Milwaukee Bucks,10
Chronicles Signatures Gold,10,Mario Hezonja,New York Knicks,10
Chronicles Signatures Gold,11,Andrew Wiggins,Minnesota Timberwolves,10
Chronicles Signatures Gold,12,Nerlens Noel,Oklahoma City Thunder,10
Chronicles Signatures Gold,13,Joe Harris,Brooklyn Nets,10
Chronicles Signatures Gold,14,Jose Calderon,Detroit Pistons,10
Chronicles Signatures Gold,15,Cedi Osman,Cleveland Cavaliers,10
Chronicles Signatures Gold,16,Larry Nance Jr.,Cleveland Cavaliers,10
Chronicles Signatures Gold,17,Kobe Bryant,Los Angeles Lakers,10
Chronicles Signatures Gold,18,Nemanja Bjelica,Sacramento Kings,10
Chronicles Signatures Gold,19,Cedric Maxwell,Houston Rockets,10
Chronicles Signatures Gold,20,Tyronn Lue,Los Angeles Lakers,10
Chronicles Signatures Gold,21,Kelly Olynyk,Miami Heat,10
