Card Family,Parallel,Seq.
Base,Sapphire,
Base,Sapphire Yellow,99
Base,Sapphire Green,50
Base,Sapphire Orange,25
Base,Sapphire Aqua,20
Base,Sapphire Gold,15
Base,Sapphire Purple,10
Base,Sapphire Red,5
Base,Sapphire Padparadscha,1


