Card Set,Number,Player,Team
Base,BFE-2,Drew Waters,Atlanta Braves
Base,BFE-3,Jacob Amaya,Los Angeles Dodgers
Base,BFE-4,Kody Hoese,Los Angeles Dodgers
Base,BFE-5,Cristian Pache,Atlanta Braves
Base,BFE-8,Jasson Dominguez,New York Yankees
Base,BFE-9,Aaron Shortridge,Pittsburgh Pirates
Base,BFE-10,Xavier Edwards,San Diego Padres
Base,BFE-11,Jesus Sanchez,Miami Marlins
Base,BFE-13,Blake Rutherford,Chicago White Sox
Base,BFE-14,Ulrich Bojarski,Detroit Tigers
Base,BFE-15,Jordyn Adams,Los Angeles Angels
Base,BFE-17,Niko Hulsizer,Tampa Bay Rays
Base,BFE-18,Triston Casas,Boston Red Sox
Base,BFE-21,Shea Langeliers,Atlanta Braves
Base,BFE-22,Grayson Rodriguez,Baltimore Orioles
Base,BFE-23,Ruben Cardenas,Tampa Bay Rays
Base,BFE-25,Bobby Witt Jr.,Kansas City Royals
Base,BFE-26,Andrew Vaughn,Chicago White Sox
Base,BFE-27,Kristian Robinson,Arizona Diamondbacks
Base,BFE-28,Ronny Mauricio,New York Mets
Base,BFE-30,Jhon Diaz,Tampa Bay Rays
Base,BFE-33,Sam Huff,Texas Rangers
Base,BFE-34,Zack Brown,Milwaukee Brewers
Base,BFE-35,Brice Turang,Milwaukee Brewers
Base,BFE-36,Ryan Mountcastle,Baltimore Orioles
Base,BFE-38,Gus Varland,Oakland Athletics
Base,BFE-39,Nick Lodolo,Cincinnati Reds
Base,BFE-40,Tyler Freeman,Cleveland Indians
Base,BFE-41,Rece Hinds,Cincinnati Reds
Base,BFE-42,Brady Singer,Kansas City Royals
Base,BFE-44,Ethan Hankins,Cleveland Indians
Base,BFE-45,Daz Cameron,Detroit Tigers
Base,BFE-46,Sherten Apostel,Texas Rangers
Base,BFE-47,Hunter Greene,Cincinnati Reds
Base,BFE-48,Josiah Gray,Los Angeles Dodgers
Base,BFE-49,Brailyn Marquez,Chicago Cubs
Base,BFE-50,Adley Rutschman,Baltimore Orioles
Base,BFE-51,Everson Pereira,New York Yankees
Base,BFE-52,Bayron Lora,Texas Rangers
Base,BFE-54,Brady McConnell,Kansas City Royals
Base,BFE-56,Cristian Javier,Houston Astros
Base,BFE-57,Aaron Ashby,Milwaukee Brewers
Base,BFE-59,Glenallen Hill Jr.,Arizona Diamondbacks
Base,BFE-60,Alvaro Seijas,St. Louis Cardinals
Base,BFE-61,Jeremy Pena,Houston Astros
Base,BFE-63,Franklin Perez,Detroit Tigers
Base,BFE-64,Tanner Houck,Boston Red Sox
Base,BFE-65,Damon Jones,Philadelphia Phillies
Base,BFE-69,Canaan Smith,New York Yankees
Base,BFE-70,Forrest Whitley,Houston Astros
Base,BFE-72,Jazz Chisholm,Miami Marlins
Base,BFE-73,Jonathan India,Cincinnati Reds
Base,BFE-75,Seth Beer,Arizona Diamondbacks
Base,BFE-76,Joey Cantillo,San Diego Padres
Base,BFE-78,Chris Vallimont,Minnesota Twins
Base,BFE-79,Sixto Sanchez,Miami Marlins
Base,BFE-80,Alex Kirilloff,Minnesota Twins
Base,BFE-81,Tristen Lutz,Milwaukee Brewers
Base,BFE-82,Freudis Nova,Houston Astros
Base,BFE-84,Daniel Lynch,Kansas City Royals
Base,BFE-85,Antonio Cabello,New York Yankees
Base,BFE-86,Bobby Dalbec,Boston Red Sox
Base,BFE-87,Colton Welker,Colorado Rockies
Base,BFE-90,Adam Hall,Baltimore Orioles
Base,BFE-91,Jackson Rutledge,Washington Nationals
