Card Set,Number,Player,Team
Base,1,Mike Trout,Los Angeles Angels
Base,2,Liam Hendriks,Oakland Athletics
Base,3,Bobby Bradley,Cleveland Indians
Base,4,Rogelio Armenteros,Houston Astros
Base,5,Jesus Luzardo,Oakland Athletics
Base,6,Miguel Cabrera,Detroit Tigers
Base,7,Trea Turner,Washington Nationals
Base,8,Brendan McKay,Tampa Bay Rays
Base,9,Joey Votto,Cincinnati Reds
Base,10,Domingo Leyba,Arizona Diamondbacks
Base,11,Austin Nola,Seattle Mariners
Base,12,Juan Soto,Washington Nationals
Base,13,Max Muncy,Los Angeles Dodgers
Base,14,Archie Bradley,Arizona Diamondbacks
Base,15,David Peralta,Arizona Diamondbacks
Base,16,Luis Castillo,Cincinnati Reds
Base,17,Bryan Reynolds,Pittsburgh Pirates
Base,18,Michael Fulmer,Detroit Tigers
Base,19,Jeimer Candelario,Detroit Tigers
Base,20,Jorge Soler,Kansas City Royals
Base,21,Shohei Ohtani,Los Angeles Angels
Base,22,Cavan Biggio,Toronto Blue Jays
Base,23,Seth Brown,Oakland Athletics
Base,24,Nick Senzel,Cincinnati Reds
Base,25,Keston Hiura,Milwaukee Brewers
Base,26,Travis Demeritte,Detroit Tigers
Base,27,Christian Walker,Arizona Diamondbacks
Base,28,Andrew Heaney,Los Angeles Angels
Base,29,Carlos Correa,Houston Astros
Base,30,Dan Vogelbach,Seattle Mariners
Base,31,Adalberto Mondesi,Kansas City Royals
Base,32,Sean Murphy,Oakland Athletics
Base,33,Nick Solak,Texas Rangers
Base,34,Gio Urshela,New York Yankees
Base,35,Michael Conforto,New York Mets
Base,36,Ian Desmond,Colorado Rockies
Base,37,Mitch Haniger,Seattle Mariners
Base,38,Jean Segura,Philadelphia Phillies
Base,39,Chris Paddack,San Diego Padres
Base,40,Josh Hader,Milwaukee Brewers
Base,41,Corey Kluber,Texas Rangers
Base,42,Jose Altuve,Houston Astros
Base,43,Dylan Cease,Chicago White Sox
Base,44,German Marquez,Colorado Rockies
Base,45,Gleyber Torres,New York Yankees
Base,46,Lucas Giolito,Chicago White Sox
Base,47,Jake Rogers,Detroit Tigers
Base,48,Yusei Kikuchi,Seattle Mariners
Base,49,Randy Arozarena,St. Louis Cardinals
Base,50,Aaron Judge,New York Yankees
Base,51,Danny Jansen,Toronto Blue Jays
Base,52,Kyle Seager,Seattle Mariners
Base,53,Kris Bryant,Chicago Cubs
Base,54,Chris Archer,Pittsburgh Pirates
Base,55,DJ LeMahieu,New York Yankees
Base,56,Abraham Toro,Houston Astros
Base,57,Andrew Benintendi,Boston Red Sox
Base,58,Noah Syndergaard,New York Mets
Base,59,Trevor Story,Colorado Rockies
Base,60,Luis Robert,Chicago White Sox
Base,61,Sheldon Neuse,Oakland Athletics
Base,62,Ozzie Albies,Atlanta Braves
Base,63,Hunter Dozier,Kansas City Royals
Base,64,Scott Kingery,Philadelphia Phillies
Base,65,Dansby Swanson,Atlanta Braves
Base,66,Jose Abreu,Chicago White Sox
Base,67,Sam Hilliard,Colorado Rockies
Base,68,Blake Snell,Tampa Bay Rays
Base,69,Nelson Cruz,Minnesota Twins
Base,70,Jeff McNeil,New York Mets
Base,71,Anthony Rizzo,Chicago Cubs
Base,72,Andrelton Simmons,Los Angeles Angels
Base,73,Charlie Blackmon,Colorado Rockies
Base,74,Matthew Boyd,Detroit Tigers
Base,75,Jonathan Villar,Miami Marlins
Base,76,Manny Machado,San Diego Padres
Base,77,Cody Bellinger,Los Angeles Dodgers
Base,78,Eddie Rosario,Minnesota Twins
Base,79,Hanser Alberto,Baltimore Orioles
Base,80,Pete Alonso,New York Mets
Base,81,Jacob deGrom,New York Mets
Base,82,Jordan Yamamoto,Miami Marlins
Base,83,Matt Thaiss,Los Angeles Angels
Base,84,Fernando Tatis Jr.,San Diego Padres
Base,85,Kyle Schwarber,Chicago Cubs
Base,86,Adrian Morejon,San Diego Padres
Base,87,Zack Collins,Chicago White Sox
Base,88,Brandon Crawford,San Francisco Giants
Base,89,Paul Goldschmidt,St. Louis Cardinals
Base,90,Tim Anderson,Chicago White Sox
Base,91,Brusdar Graterol,Los Angeles Dodgers
Base,92,Nicky Lopez,Kansas City Royals
Base,93,Rafael Devers,Boston Red Sox
Base,94,Tommy Edman,St. Louis Cardinals
Base,95,Edwin Rios,Los Angeles Dodgers
Base,96,Mike Soroka,Atlanta Braves
Base,97,Bryce Harper,Philadelphia Phillies
Base,98,Kevin Newman,Pittsburgh Pirates
Base,99,Colin Moran,Pittsburgh Pirates
Base,100,Mookie Betts,Los Angeles Dodgers
Base,101,Trent Grisham,San Diego Padres
Base,102,Alex Bregman,Houston Astros
Base,103,Mike Yastrzemski,San Francisco Giants
Base,104,Walker Buehler,Los Angeles Dodgers
Base,105,Miguel Rojas,Miami Marlins
Base,106,Harold Ramirez,Miami Marlins
Base,107,Dee Gordon,Seattle Mariners
Base,108,Eric Hosmer,San Diego Padres
Base,109,Nomar Mazara,Chicago White Sox
Base,110,Adbert Alzolay,Chicago Cubs
Base,111,Aristides Aquino,Cincinnati Reds
Base,112,Ronald Acuña Jr.,Atlanta Braves
Base,113,Austin Meadows,Tampa Bay Rays
Base,114,Tony Gonsolin,Los Angeles Dodgers
Base,115,Alex Young,Arizona Diamondbacks
Base,116,A.J. Puk,Oakland Athletics
Base,117,Logan Webb,San Francisco Giants
Base,118,Tyler Glasnow,Tampa Bay Rays
Base,119,Brandon Lowe,Tampa Bay Rays
Base,120,Anthony Kay,Toronto Blue Jays
Base,121,John Means,Baltimore Orioles
Base,122,Clayton Kershaw,Los Angeles Dodgers
Base,123,Jon Lester,Chicago Cubs
Base,124,Max Kepler,Minnesota Twins
Base,125,Jose Berrios,Minnesota Twins
Base,126,Victor Reyes,Detroit Tigers
Base,127,Albert Pujols,Los Angeles Angels
Base,128,Eugenio Suarez,Cincinnati Reds
Base,129,Ronald Guzman,Texas Rangers
Base,130,Anthony Santander,Baltimore Orioles
Base,131,Freddie Freeman,Atlanta Braves
Base,132,Zac Gallen,Arizona Diamondbacks
Base,133,Vladimir Guerrero Jr.,Toronto Blue Jays
Base,134,Eloy Jimenez,Chicago White Sox
Base,135,Jack Flaherty,St. Louis Cardinals
Base,136,Justin Dunn,Seattle Mariners
Base,137,Xander Bogaerts,Boston Red Sox
Base,138,Christian Yelich,Milwaukee Brewers
Base,139,Max Scherzer,Washington Nationals
Base,140,Orlando Arcia,Milwaukee Brewers
Base,141,Rowdy Tellez,Toronto Blue Jays
Base,142,Jose Urquidy,Houston Astros
Base,143,Aaron Civale,Cleveland Indians
Base,144,Marcus Semien,Oakland Athletics
Base,145,Yoan Moncada,Chicago White Sox
Base,146,Brian Anderson,Miami Marlins
Base,147,Brandon Belt,San Francisco Giants
Base,148,Gavin Lux,Los Angeles Dodgers
Base,149,Andres Muñoz,San Diego Padres
Base,150,Bo Bichette,Toronto Blue Jays
Base,151,Ketel Marte,Arizona Diamondbacks
Base,152,Pablo Lopez,Miami Marlins
Base,153,Lorenzo Cain,Milwaukee Brewers
Base,154,Whit Merrifield,Kansas City Royals
Base,155,Logan Allen,Cleveland Indians
Base,156,Francisco Lindor,Cleveland Indians
Base,157,Buster Posey,San Francisco Giants
Base,158,Elvis Andrus,Texas Rangers
Base,159,Brock Burke,Texas Rangers
Base,160,Ramon Laureano,Oakland Athletics
Base,161,Nico Hoerner,Chicago Cubs
Base,162,Junior Fernandez,St. Louis Cardinals
Base,163,Trevor Williams,Pittsburgh Pirates
Base,164,Justin Verlander,Houston Astros
Base,165,Carlos Santana,Cleveland Indians
Base,166,Masahiro Tanaka,New York Yankees
Base,167,Lourdes Gurriel Jr.,Toronto Blue Jays
Base,168,Mauricio Dubon,San Francisco Giants
Base,169,Luis Urias,Milwaukee Brewers
Base,170,Isan Diaz,Miami Marlins
Base,171,Carter Kieboom,Washington Nationals
Base,172,Luis Arraez,Minnesota Twins
Base,173,Yu Chang,Cleveland Indians
Base,174,Nolan Arenado,Colorado Rockies
Base,175,Raisel Iglesias,Cincinnati Reds
Base,176,Dustin May,Los Angeles Dodgers
Base,177,Shin-Soo Choo,Texas Rangers
Base,178,Paul DeJong,St. Louis Cardinals
Base,179,Willy Adames,Tampa Bay Rays
Base,180,Miles Mikolas,St. Louis Cardinals
Base,181,Robel Garcia,Chicago Cubs
Base,182,Oscar Mercado,Cleveland Indians
Base,183,Matt Olson,Oakland Athletics
Base,184,Rhys Hoskins,Philadelphia Phillies
Base,185,Jose Urena,Miami Marlins
Base,186,Kyle Lewis,Seattle Mariners
Base,187,Michel Baez,San Diego Padres
Base,188,Trey Mancini,Baltimore Orioles
Base,189,J.D. Martinez,Boston Red Sox
Base,190,Jose Ramirez,Cleveland Indians
Base,191,Joey Gallo,Texas Rangers
Base,192,Robbie Ray,Arizona Diamondbacks
Base,193,Matt Chapman,Oakland Athletics
Base,194,George Springer,Houston Astros
Base,195,Patrick Corbin,Washington Nationals
Base,196,Corey Seager,Los Angeles Dodgers
Base,197,Jeff Samardzija,San Francisco Giants
Base,198,Javier Baez,Chicago Cubs
Base,199,Aaron Nola,Philadelphia Phillies
Base,200,Yordan Alvarez,Houston Astros
Base SP Image Variations,1,Mike Trout,Los Angeles Angels
Base SP Image Variations,12,Juan Soto,Washington Nationals
Base SP Image Variations,50,Aaron Judge,New York Yankees
Base SP Image Variations,60,Luis Robert,Chicago White Sox
Base SP Image Variations,77,Cody Bellinger,Los Angeles Dodgers
Base SP Image Variations,80,Pete Alonso,New York Mets
Base SP Image Variations,81,Jacob deGrom,New York Mets
Base SP Image Variations,84,Fernando Tatis Jr.,San Diego Padres
Base SP Image Variations,97,Bryce Harper,Philadelphia Phillies
Base SP Image Variations,111,Aristides Aquino,Cincinnati Reds
Base SP Image Variations,112,Ronald Acuña Jr.,Atlanta Braves
Base SP Image Variations,125,Jose Berrios,Minnesota Twins
Base SP Image Variations,138,Christian Yelich,Milwaukee Brewers
Base SP Image Variations,148,Gavin Lux,Los Angeles Dodgers
Base SP Image Variations,150,Bo Bichette,Toronto Blue Jays
Base SP Image Variations,161,Nico Hoerner,Chicago Cubs
Base SP Image Variations,174,Nolan Arenado,Colorado Rockies
Base SP Image Variations,186,Kyle Lewis,Seattle Mariners
Base SP Image Variations,198,Javier Baez,Chicago Cubs
Base SP Image Variations,200,Yordan Alvarez,Houston Astros
Base SSP Image Variations,1,Mike Trout,Los Angeles Angels
Base SSP Image Variations,50,Derek Jeter,New York Yankees
Base SSP Image Variations,60,Luis Robert,Chicago White Sox
Base SSP Image Variations,77,Jackie Robinson,Brooklyn Dodgers
Base SSP Image Variations,157,Willie Mays,San Francisco Giants
1985 Topps Baseball,85TC-1,Mike Trout,Los Angeles Angels
1985 Topps Baseball,85TC-2,Bo Bichette,Toronto Blue Jays
1985 Topps Baseball,85TC-3,Juan Soto,Washington Nationals
1985 Topps Baseball,85TC-4,Yordan Alvarez,Houston Astros
1985 Topps Baseball,85TC-5,Gavin Lux,Los Angeles Dodgers
1985 Topps Baseball,85TC-6,Vladimir Guerrero Jr.,Toronto Blue Jays
1985 Topps Baseball,85TC-7,Shohei Ohtani,Los Angeles Angels
1985 Topps Baseball,85TC-8,Rafael Devers,Boston Red Sox
1985 Topps Baseball,85TC-9,Kris Bryant,Chicago Cubs
1985 Topps Baseball,85TC-10,Jesus Luzardo,Oakland Athletics
1985 Topps Baseball,85TC-11,Eloy Jimenez,Chicago White Sox
1985 Topps Baseball,85TC-12,Nico Hoerner,Chicago Cubs
1985 Topps Baseball,85TC-13,Brendan McKay,Tampa Bay Rays
1985 Topps Baseball,85TC-14,A.J. Puk,Oakland Athletics
1985 Topps Baseball,85TC-15,Christian Yelich,Milwaukee Brewers
1985 Topps Baseball,85TC-16,Keston Hiura,Milwaukee Brewers
1985 Topps Baseball,85TC-17,Luis Robert,Chicago White Sox
1985 Topps Baseball,85TC-18,Pete Alonso,New York Mets
1985 Topps Baseball,85TC-19,Jose Altuve,Houston Astros
1985 Topps Baseball,85TC-20,Rhys Hoskins,Philadelphia Phillies
1985 Topps Baseball,85TC-21,Aristides Aquino,Cincinnati Reds
1985 Topps Baseball,85TC-22,Kyle Lewis,Seattle Mariners
1985 Topps Baseball,85TC-23,Austin Riley,Atlanta Braves
1985 Topps Baseball,85TC-24,Nolan Arenado,Colorado Rockies
1985 Topps Baseball,85TC-25,Ronald Acuña Jr.,Atlanta Braves
Future Stars,FS-1,Pete Alonso,New York Mets
Future Stars,FS-2,Will Smith,Los Angeles Dodgers
Future Stars,FS-3,Eloy Jimenez,Chicago White Sox
Future Stars,FS-4,Michael Chavis,Boston Red Sox
Future Stars,FS-5,Mike Yastrzemski,San Francisco Giants
Future Stars,FS-6,Carter Kieboom,Washington Nationals
Future Stars,FS-7,Victor Robles,Washington Nationals
Future Stars,FS-8,Chris Paddack,San Diego Padres
Future Stars,FS-9,Bryan Reynolds,Pittsburgh Pirates
Future Stars,FS-10,Mitch Keller,Pittsburgh Pirates
Future Stars,FS-11,Fernando Tatis Jr.,San Diego Padres
Future Stars,FS-12,Brendan Rodgers,Colorado Rockies
Future Stars,FS-13,Cavan Biggio,Toronto Blue Jays
Future Stars,FS-14,Ramon Laureano,Oakland Athletics
Future Stars,FS-15,Keston Hiura,Milwaukee Brewers
Future Stars,FS-16,Austin Riley,Atlanta Braves
Future Stars,FS-17,Willians Astudillo,Minnesota Twins
Future Stars,FS-18,John Means,Baltimore Orioles
Future Stars,FS-19,Mike Tauchman,New York Yankees
Future Stars,FS-20,Vladimir Guerrero Jr.,Toronto Blue Jays
Freshman Flash,FF-1,Bo Bichette,Toronto Blue Jays
Freshman Flash,FF-2,Aristides Aquino,Cincinnati Reds
Freshman Flash,FF-3,Dylan Cease,Chicago White Sox
Freshman Flash,FF-4,Dustin May,Los Angeles Dodgers
Freshman Flash,FF-5,Luis Robert,Chicago White Sox
Freshman Flash,FF-6,Brendan McKay,Tampa Bay Rays
Freshman Flash,FF-7,Sheldon Neuse,Oakland Athletics
Freshman Flash,FF-8,Jesus Luzardo,Oakland Athletics
Freshman Flash,FF-9,A.J. Puk,Oakland Athletics
Freshman Flash,FF-10,Nico Hoerner,Chicago Cubs
Freshman Flash,FF-11,Sean Murphy,Oakland Athletics
Freshman Flash,FF-12,Gavin Lux,Los Angeles Dodgers
Freshman Flash,FF-13,Kyle Lewis,Seattle Mariners
Freshman Flash,FF-14,Isan Diaz,Miami Marlins
Freshman Flash,FF-15,Yordan Alvarez,Houston Astros
Decade of Dominance Die Cut,DOD-1,Mike Trout,Los Angeles Angels
Decade of Dominance Die Cut,DOD-2,Mariano Rivera,New York Yankees
Decade of Dominance Die Cut,DOD-3,Rickey Henderson,Oakland Athletics
Decade of Dominance Die Cut,DOD-4,Hank Aaron,Atlanta Braves
Decade of Dominance Die Cut,DOD-5,Ted Williams,Boston Red Sox
Decade of Dominance Die Cut,DOD-6,Johnny Bench,Cincinnati Reds
Decade of Dominance Die Cut,DOD-7,Willie Mays,San Francisco Giants
Decade of Dominance Die Cut,DOD-8,Sandy Koufax,Los Angeles Dodgers
Decade of Dominance Die Cut,DOD-9,Randy Johnson,Arizona Diamondbacks
Decade of Dominance Die Cut,DOD-10,Nolan Ryan,Texas Rangers
Decade of Dominance Die Cut,DOD-11,Honus Wagner,Pittsburgh Pirates
Decade of Dominance Die Cut,DOD-12,Mark McGwire,St. Louis Cardinals
Decade of Dominance Die Cut,DOD-13,Alex Rodriguez,Texas Rangers
Decade of Dominance Die Cut,DOD-14,Ichiro,Seattle Mariners
Decade of Dominance Die Cut,DOD-15,Babe Ruth,New York Yankees
Topps Gallery Preview,GP-1,Mike Trout,Los Angeles Angels
Topps Gallery Preview,GP-2,Ronald Acuña Jr.,Atlanta Braves
