Card Set,Number,Player,Team
Base,1,Mike Trout,Los Angeles Angels
Base,2,Gerrit Cole,Houston Astros
Base,3,Nicky Lopez,Kansas City Royals
Base,4,Robinson Cano,New York Mets
Base,5,JaCoby Jones,Detroit Tigers
Base,6,Juan Soto,Washington Nationals
Base,7,Aaron Judge,New York Yankees
Base,8,Jonathan Villar,Baltimore Orioles
Base,9,Trent Grisham,Milwaukee Brewers
Base,10,Austin Meadows,Tampa Bay Rays
Base,11,Anthony Rendon,Washington Nationals
Base,12,Sam Hilliard,Colorado Rockies
Base,13,Miles Mikolas,St. Louis Cardinals
Base,14,Anthony Rendon,Washington Nationals
Base,15,Hollywood Heroes,San Diego Padres
Base,16,Gleyber Torres,New York Yankees
Base,17,Franmil Reyes,Cleveland Indians
Base,18,Christian & Nolan,Minnesota Twins
Base,19,Los Angeles Angels,Los Angeles Angels
Base,20,Aristides Aquino,Cincinnati Reds
Base,21,Shane Greene,Atlanta Braves
Base,22,Emilio Pagan,Tampa Bay Rays
Base,23,Christin Stewart,Detroit Tigers
Base,24,Kenley Jansen,Los Angeles Dodgers
Base,25,Kirby Yates,San Diego Padres
Base,26,Kyle Hendricks,Chicago Cubs
Base,27,Milwaukee Brewers,Milwaukee Brewers
Base,28,Tim Anderson,Chicago White Sox
Base,29,Starlin Castro,Miami Marlins
Base,30,Josh VanMeter,Cincinnati Reds
Base,31,Close Call,American League
Base,32,Brandon Woodruff,Milwaukee Brewers
Base,33,Houston Astros,Houston Astros
Base,34,Ian Kinsler,San Diego Padres
Base,35,Adalberto Mondesi,Kansas City Royals
Base,36,Sean Doolittle,Washington Nationals
Base,37,Albert Almora,Chicago Cubs
Base,38,Austin Nola,Seattle Mariners
Base,39,Tyler O'neill,St. Louis Cardinals
Base,40,Bobby Bradley,Cleveland Indians
Base,41,Brian Anderson,Miami Marlins
Base,42,Lewis Brinson,Miami Marlins
Base,43,Leury Garcia,Chicago White Sox
Base,44,Tommy Edman,St. Louis Cardinals
Base,45,Mitch Haniger,Seattle Mariners
Base,46,Gary Sanchez,New York Yankees
Base,47,Dansby Swanson,Atlanta Braves
Base,48,Jeff McNeil,New York Mets
Base,49,Eloy Jimenez,Chicago White Sox
Base,50,Cody Bellinger,Los Angeles Dodgers
Base,51,Anthony Rizzo,Chicago Cubs
Base,52,Yasmani Grandal,Milwaukee Brewers
Base,53,Pete Alonso,New York Mets
Base,54,Hunter Dozier,Kansas City Royals
Base,55,Jose Martinez,St. Louis Cardinals
Base,56,Andres Muñoz,San Diego Padres
Base,57,Travis Demeritte,Detroit Tigers
Base,58,Jesse Winker,Cincinnati Reds
Base,59,Chris Archer,Pittsburgh Pirates
Base,60,Matt Barnes,Boston Red Sox
Base,61,Manny Being Manny,Toronto Blue Jays
Base,62,Chase Anderson,Milwaukee Brewers
Base,63,Christian Vazquez,Boston Red Sox
Base,64,Kyle Lewis,Seattle Mariners
Base,65,Cleveland Indians,Cleveland Indians
Base,66,Andrew Heaney,Los Angeles Angels
Base,67,Tyler Beede,San Francisco Giants
Base,68,James Paxton,New York Yankees
Base,69,Brendan McKay,Tampa Bay Rays
Base,70,Nico Hoerner,Chicago Cubs
Base,71,Sandy Alcantara,Miami Marlins
Base,72,"Good-Bye, Home Run!",Milwaukee Brewers
Base,73,Oakland Athletics,Oakland Athletics
Base,74,Bubba Starling,Kansas City Royals
Base,75,Michael Conforto,New York Mets
Base,76,Stephen Strasburg,Washington Nationals
Base,77,Charlie Culberson,Atlanta Braves
Base,78,Bo Bichette,Toronto Blue Jays
Base,79,Brad Keller,Kansas City Royals
Base,80,Austin Barnes,Los Angeles Dodgers
Base,81,Ryan Yarbrough,Tampa Bay Rays
Base,82,Jorge Polanco,Minnesota Twins
Base,83,New York Yankees,New York Yankees
Base,84,Ken Giles,Toronto Blue Jays
Base,85,Soaking It All In,Chicago White Sox
Base,86,Hyun-Jin Ryu,Los Angeles Dodgers
Base,87,St. Louis Cardinals,St. Louis Cardinals
Base,88,Jorge Alfaro,Miami Marlins
Base,89,Kurt Suzuki,Washington Nationals
Base,90,Brock Holt,Boston Red Sox
Base,91,Yolmer Sanchez,Chicago White Sox
Base,92,Blake Treinen,Oakland Athletics
Base,93,Alex Colome,Chicago White Sox
Base,94,Marwin Gonzalez,Minnesota Twins
Base,95,Ian Kennedy,Kansas City Royals
Base,96,Jose Abreu,Chicago White Sox
Base,97,Lewis Thorpe,Minnesota Twins
Base,98,Jesus Aguilar,Tampa Bay Rays
Base,99,Dan Vogelbach,Seattle Mariners
Base,100,Alex Bregman,Houston Astros
Base,101,Brad Hand,Cleveland Indians
