Card Set,Number,Player,Team
Base Short Print Variations,1,Mike Trout,Los Angeles Angels
Base Short Print Variations,7,Aaron Judge,New York Yankees
Base Short Print Variations,14,Anthony Rendon,Washington Nationals
Base Short Print Variations,20,Aristides Aquino,Cincinnati Reds
Base Short Print Variations,35,George Brett,Kansas City Royals
Base Short Print Variations,46,Gary Sanchez,New York Yankees
Base Short Print Variations,47,Chipper Jones,Atlanta Braves
Base Short Print Variations,49,Eloy Jimenez,Chicago White Sox
Base Short Print Variations,50,Cody Bellinger,Los Angeles Dodgers
Base Short Print Variations,51,Anthony Rizzo,Chicago Cubs
Base Short Print Variations,52,Mike Piazza,New York Mets
Base Short Print Variations,55,Ozzie Smith,St. Louis Cardinals
Base Short Print Variations,60,Roger Clemens,Boston Red Sox
Base Short Print Variations,64,Kyle Lewis,Seattle Mariners
Base Short Print Variations,68,Gerrit Cole,New York Yankees
Base Short Print Variations,69,Brendan McKay,Tampa Bay Rays
Base Short Print Variations,70,Nico Hoerner,Chicago Cubs
Base Short Print Variations,78,Bo Bichette,Toronto Blue Jays
Base Short Print Variations,94,Brooks Robinson,Baltimore Orioles
Base Short Print Variations,100,Alex Bregman,Houston Astros
Base Short Print Variations,110,Jesus Luzardo,Oakland Athletics
Base Short Print Variations,111,Buster Posey,San Francisco Giants
Base Short Print Variations,117,Max Kepler,Minnesota Twins
Base Short Print Variations,118,Clayton Kershaw,Los Angeles Dodgers
Base Short Print Variations,119,Kyle Schwarber,Chicago Cubs
Base Short Print Variations,124,Randy Johnson,Seattle Mariners
Base Short Print Variations,125,Shohei Ohtani,Los Angeles Angels
Base Short Print Variations,127,Matt Chapman,Oakland Athletics
Base Short Print Variations,140,Trevor Bauer,Cincinnati Reds
Base Short Print Variations,145,Paul Goldschmidt,St. Louis Cardinals
Base Short Print Variations,149,Robin Yount,Milwaukee Brewers
Base Short Print Variations,150,Ronald Acuña Jr.,Atlanta Braves
Base Short Print Variations,161,Mariano Rivera,New York Yankees
Base Short Print Variations,168,Fernando Tatis Jr.,San Diego Padres
Base Short Print Variations,173,Yadier Molina,St. Louis Cardinals
Base Short Print Variations,175,Frank Thomas,Chicago White Sox
Base Short Print Variations,179,Ramon Laureano,Oakland Athletics
Base Short Print Variations,180,Max Scherzer,Washington Nationals
Base Short Print Variations,182,Vladimir Guerrero Jr.,Toronto Blue Jays
Base Short Print Variations,183,Vladimir Guerrero,Montreal Expos
Base Short Print Variations,186,Johnny Bench,Cincinnati Reds
Base Short Print Variations,188,Manny Machado,San Diego Padres
Base Short Print Variations,192,Ichiro,Seattle Mariners
Base Short Print Variations,200,Christian Yelich,Milwaukee Brewers
Base Short Print Variations,201,Francisco Lindor,Cleveland Indians
Base Short Print Variations,206,Reggie Jackson,New York Yankees
Base Short Print Variations,219,Honus Wagner,Pittsburgh Pirates
Base Short Print Variations,224,Juan Soto,Washington Nationals
Base Short Print Variations,230,Nolan Arenado,Colorado Rockies
Base Short Print Variations,235,Dustin May,Los Angeles Dodgers
Base Short Print Variations,248,Tony Gwynn,San Diego Padres
Base Short Print Variations,250,Bryce Harper,Philadelphia Phillies
Base Short Print Variations,252,Roger Maris,New York Yankees
Base Short Print Variations,253,Ernie Banks,Chicago Cubs
Base Short Print Variations,260,Nolan Ryan,Houston Astros
Base Short Print Variations,267,Joey Votto,Cincinnati Reds
Base Short Print Variations,269,J.D. Martinez,Boston Red Sox
Base Short Print Variations,271,Josh Bell,Pittsburgh Pirates
Base Short Print Variations,276,Yordan Alvarez,Houston Astros
Base Short Print Variations,279,Masahiro Tanaka,New York Yankees
Base Short Print Variations,289,Mark McGwire,Oakland Athletics
Base Short Print Variations,292,Gavin Lux,Los Angeles Dodgers
Base Short Print Variations,296,Whit Merrifield,Kansas City Royals
Base Short Print Variations,299,Pedro Martinez,Boston Red Sox
Base Short Print Variations,300,Javier Baez,Chicago Cubs
Base Short Print Variations,306,Ryne Sandberg,Chicago Cubs
Base Short Print Variations,309,Rickey Henderson,Oakland Athletics
Base Short Print Variations,314,Rafael Devers,Boston Red Sox
Base Short Print Variations,317,Sean Murphy,Oakland Athletics
Base Short Print Variations,330,George Springer,Houston Astros
Base Short Print Variations,332,Jacob deGrom,New York Mets
Base Short Print Variations,335,Don Mattingly,New York Yankees
Base Short Print Variations,341,Frank Robinson,Baltimore Orioles
Base Short Print Variations,345,Justin Verlander,Houston Astros
Base Short Print Variations,349,Carlos Correa,Houston Astros
Base Short Print Variations,350,Pete Alonso,New York Mets
Base Super Short Print Variations,8,Cal Ripken Jr,Baltimore Orioles
Base Super Short Print Variations,13,Stan Musial,St. Louis Cardinals
Base Super Short Print Variations,20,Aristides Aquino,Cincinnati Reds
Base Super Short Print Variations,50,Cody Bellinger,Los Angeles Dodgers
Base Super Short Print Variations,69,Brendan McKay,Tampa Bay Rays
Base Super Short Print Variations,78,Bo Bichette,Toronto Blue Jays
Base Super Short Print Variations,100,Alex Bregman,Houston Astros
Base Super Short Print Variations,120,Sandy Koufax,Los Angeles Dodgers
Base Super Short Print Variations,121,Lou Gehrig,New York Yankees
Base Super Short Print Variations,129,Jackie Robinson,Brooklyn Dodgers
Base Super Short Print Variations,138,Ty Cobb,Detroit Tigers
Base Super Short Print Variations,150,Ronald Acuña Jr.,Atlanta Braves
Base Super Short Print Variations,156,Hank Aaron,Atlanta Braves
Base Super Short Print Variations,168,Fernando Tatis Jr.,San Diego Padres
Base Super Short Print Variations,170,Roberto Clemente,Pittsburgh Pirates
Base Super Short Print Variations,182,Vladimir Guerrero Jr.,Toronto Blue Jays
Base Super Short Print Variations,196,Ted Williams,Boston Red Sox
Base Super Short Print Variations,200,Christian Yelich,Milwaukee Brewers
Base Super Short Print Variations,250,Bryce Harper,Philadelphia Phillies
Base Super Short Print Variations,276,Yordan Alvarez,Houston Astros
Base Super Short Print Variations,292,Gavin Lux,Los Angeles Dodgers
Base Super Short Print Variations,300,Javier Baez,Chicago Cubs
Base Super Short Print Variations,303,Ken Griffey Jr,Seattle Mariners
Base Super Short Print Variations,334,Willie Mays,San Francisco Giants
Base Super Short Print Variations,335,Babe Ruth,New York Yankees
Base Super Rare Short Print Variations,1,Mike Trout,Los Angeles Angels
Base Super Rare Short Print Variations,7,Aaron Judge,New York Yankees
Base Super Rare Short Print Variations,350,Pete Alonso,New York Mets
