Card Set,Number,Player,Team
Base,U-1,Bo Bichette,Toronto Blue Jays
Base,U-2,Adam Engel,Chicago White Sox
Base,U-3,Turner/Difo,Washington Nationals
Base,U-4,Mike Trout,Los Angeles Angels
Base,U-5,Starlin Castro,Washington Nationals
Base,U-6,Mike Moustakas,Cincinnati Reds
Base,U-7,Bregman/Alvarez,Houston Astros
Base,U-8,Buster Posey,San Francisco Giants
Base,U-9,Ken Griffey Jr.,Seattle Mariners
Base,U-10,Anthony Alford,Toronto Blue Jays
Base,U-11,Chris Owings,Colorado Rockies
Base,U-12,Aaron Bummer,Chicago White Sox
Base,U-13,Jose Martinez,Tampa Bay Rays
Base,U-14,Giancarlo Stanton,Miami Marlins
Base,U-15,Aaron Judge,New York Yankees
Base,U-16,Phillip Diehl,Colorado Rockies
Base,U-17,Josh Fuentes,Colorado Rockies
Base,U-18,Felix Pena,Los Angeles Angels
Base,U-19,Yasmani Grandal,Chicago White Sox
Base,U-20,Francisco Cervelli,Miami Marlins
Base,U-21,Kyle Lewis,Seattle Mariners
Base,U-22,Cody Stashak,Minnesota Twins
Base,U-23,Cheslor Cuthbert,Chicago White Sox
Base,U-24,Buck Farmer,Detroit Tigers
Base,U-25,Josh Taylor,Boston Red Sox
Base,U-26,Kyle Gibson,Texas Rangers
Base,U-27,Kyle Ryan,Chicago Cubs
Base,U-28,Eduardo Nunez,New York Mets
Base,U-29,Aristides Aquino,Cincinnati Reds
Base,U-30,Yasmany Tomas,Arizona Diamondbacks
Base,U-31,Curt Casali,Cincinnati Reds
Base,U-32,Drew Pomeranz,San Diego Padres
Base,U-33,Alex Verdugo,Boston Red Sox
Base,U-34,Justin Verlander,Houston Astros
Base,U-35,Kyle Farmer,Cincinnati Reds
Base,U-36,Robinson Cano,New York Yankees
Base,U-37,Yoenis Cespedes,Oakland Athletics
Base,U-38,Albert Pujols,Los Angeles Angels
Base,U-39,Kevin Plawecki,Boston Red Sox
Base,U-40,Antonio Senzatela,Colorado Rockies
Base,U-41,Josh Lindblom,Milwaukee Brewers
Base,U-42,Kris Bryant,Chicago Cubs
Base,U-43,Alex Blandino,Cincinnati Reds
Base,U-44,Jorge Alcala,Minnesota Twins
Base,U-45,Zack Wheeler,Philadelphia Phillies
Base,U-46,Jose Suarez,Los Angeles Angels
Base,U-47,Jose Peraza,Boston Red Sox
Base,U-48,Sandy Leon,Cleveland Indians
Base,U-49,Jared Walsh,Los Angeles Angels
Base,U-50,Nolan Arenado,Colorado Rockies
Base,U-51,Matt Davidson,Cincinnati Reds
Base,U-52,Kyle Higashioka,New York Yankees
Base,U-53,Brad Miller,St. Louis Cardinals
Base,U-54,Alex Avila,Minnesota Twins
Base,U-55,Miguel Cabrera,Detroit Tigers
Base,U-56,Lane Thomas,St. Louis Cardinals
Base,U-57,Yoan Lopez,Arizona Diamondbacks
Base,U-58,Erick Mejia,Kansas City Royals
Base,U-59,Ryan Howard,Philadelphia Phillies
Base,U-60,Brendan McKay,Tampa Bay Rays
Base,U-61,Jedd Gyorko,Milwaukee Brewers
