Card Set,Number,Player,Team
Base,501,Gerrit Cole,New York Yankees
Base,502,Mookie Betts,Los Angeles Dodgers
Base,503,Josh Donaldson,Minnesota Twins
Base,504,James Karinchak,Cleveland Indians
Base,505,Ben Zobrist,Chicago Cubs
Base,506,Jonathan Hernandez,Texas Rangers
Base,507,Chad Wallach,Miami Marlins
Base,508,Corey Kluber,Texas Rangers
Base,509,Brock Holt,Milwaukee Brewers
Base,510,Collin McHugh,Boston Red Sox
Base,511,Hunter Pence,San Francisco Giants
Base,512,Luis Robert,Chicago White Sox
Base,513,Freddy Galvis,Cincinnati Reds
Base,514,Rich Hill,Minnesota Twins
Base,515,Jose Rodriguez,Los Angeles Angels
Base,516,Julio Teheran,Los Angeles Angels
Base,517,Kole Calhoun,Arizona Diamondbacks
Base,518,Felix Hernandez,Atlanta Braves
Base,519,Chris Davis,Baltimore Orioles
Base,520,Dallas Keuchel,Chicago White Sox
Base,521,Jeremy Jeffress,Chicago Cubs
Base,522,Jharel Cotton,Chicago Cubs
Base,523,Danny Mendick,Chicago White Sox
Base,524,Delino DeShields Jr.,Cleveland Indians
Base,525,Rangel Ravelo,St. Louis Cardinals
Base,526,Willi Castro,Detroit Tigers
Base,527,Shogo Akiyama,Cincinnati Reds
Base,528,Robert Dugger,Miami Marlins
Base,529,Maikel Franco,Kansas City Royals
Base,530,Edwin Rios,Los Angeles Dodgers
Base,531,Tom Eshelman,Baltimore Orioles
Base,532,Francisco Cervelli,Miami Marlins
Base,533,Justin Smoak,Milwaukee Brewers
Base,534,Randy Dobnak,Minnesota Twins
Base,535,Dellin Betances,New York Mets
Base,536,Michael Wacha,New York Mets
Base,537,Tommy Kahnle,New York Yankees
Base,538,Kenta Maeda,Minnesota Twins
Base,539,Sheldon Neuse,Oakland Athletics
Base,540,Jon Berti,Miami Marlins
Base,541,Kean Wong,San Francisco Giants
Base,542,Zack Wheeler,Philadelphia Phillies
Base,543,Garrett Stubbs,Houston Astros
Base,544,Kwang Hyun Kim,St. Louis Cardinals
Base,545,Emilio Pagan,San Diego Padres
Base,546,Jaylin Davis,San Francisco Giants
Base,547,Jake Fraley,Seattle Mariners
Base,548,Yoshi Tsutsugo,Tampa Bay Rays
Base,549,Shun Yamaguchi,Toronto Blue Jays
Base,550,Mitch Moreland,Boston Red Sox
Base,551,Miguel Andujar,New York Yankees
Base,552,Chad Green,New York Yankees
Base,553,Anthony Rendon,Los Angeles Angels
Base,554,Yandy Diaz,Tampa Bay Rays
Base,555,Nick Castellanos,Cincinnati Reds
Base,556,Cole Hamels,Atlanta Braves
Base,557,Yasiel Puig,Cleveland Indians
Base,558,Stephen Strasburg,Washington Nationals
Base,559,Salvador Perez,Kansas City Royals
Base,560,Jose Iglesias,Baltimore Orioles
Base,561,Jonathan Lucroy,Boston Red Sox
Base,562,Andrew Cashner,Boston Red Sox
Base,563,Didi Gregorius,Philadelphia Phillies
Base,564,Jose Martinez,Tampa Bay Rays
Base,565,David Price,Los Angeles Dodgers
Base,566,Hyun-Jin Ryu,Toronto Blue Jays
Base,567,Michael Kopech,Chicago White Sox
Base,568,Robel Garcia,Chicago Cubs
Base,569,Nomar Mazara,Chicago White Sox
Base,570,Corey Dickerson,Miami Marlins
Base,571,Wade Miley,Cincinnati Reds
Base,572,Jonathan Schoop,Detroit Tigers
Base,573,Homer Bailey,Minnesota Twins
Base,574,Joey Wendle,Tampa Bay Rays
Base,575,LaMonte Wade Jr.,Minnesota Twins
Base,576,Manuel Margot,Tampa Bay Rays
Base,577,Eric Thames,Washington Nationals
Base,578,Steven Souza Jr.,Chicago Cubs
Base,579,Austin Dean,St. Louis Cardinals
Base,580,Brad Miller,St. Louis Cardinals
Base,581,Yoenis Cespedes,New York Mets
Base,582,Kevin Pillar,Boston Red Sox
Base,583,Junior Guerra,Arizona Diamondbacks
Base,584,Franchy Cordero,San Diego Padres
Base,585,Jack Mayfield,Houston Astros
Base,586,Tony Kemp,Oakland Athletics
Base,587,Edwin Encarnacion,Chicago White Sox
Base,588,Carlos Rodon,Chicago White Sox
Base,589,Josh Harrison,Philadelphia Phillies
Base,590,Cameron Maybin,Detroit Tigers
Base,591,C.J. Cron,Detroit Tigers
Base,592,Todd Frazier,Texas Rangers
Base,593,Kyle Gibson,Texas Rangers
Base,594,Kyle Higashioka,New York Yankees
Base,595,Ehire Adrianza,Minnesota Twins
Base,596,Ryan McBroom,Kansas City Royals
Base,597,Myles Straw,Houston Astros
Base,598,Patrick Wisdom,Seattle Mariners
Base,599,Eric Lauer,Milwaukee Brewers
Base,600,Ronny Rodriguez,Milwaukee Brewers
Base,601,Brusdar Graterol,Los Angeles Dodgers
Base,602,Emmanuel Clase,Cleveland Indians
Base,603,Tyrone Taylor,Milwaukee Brewers
Base,604,Frankie Montas,Oakland Athletics
Base,605,Scott Heineman,Texas Rangers
Base,606,Tim Lopes,Seattle Mariners
Base,607,Seth Mejias-Brean,San Diego Padres
Base,608,Reggie McClain,Philadelphia Phillies
Base,609,Jarrod Dyson,Pittsburgh Pirates
Base,610,Brian O'Grady,Tampa Bay Rays
Base,611,David Bednar,San Diego Padres
Base,612,Tyler Beede,San Francisco Giants
Base,613,Carlos Gonzalez,Seattle Mariners
Base,614,Tyler Duffey,Minnesota Twins
Base,615,Danny Duffy,Kansas City Royals
Base,616,Yangervis Solarte,Atlanta Braves
Base,617,Wilmer Flores,San Francisco Giants
