Card Set,Number,Player,Team
Base Short Print Variations,NNO,Vladimir Guerrero Jr.,Toronto Blue Jays
Base Short Print Variations,353,Gary Sanchez,New York Yankees
Base Short Print Variations,356,Stephen Strasburg,Washington Nationals
Base Short Print Variations,359,Noah Syndergaard,New York Mets
Base Short Print Variations,370,Lou Brock,St. Louis Cardinals
Base Short Print Variations,372,Yu Darvish,Chicago Cubs
Base Short Print Variations,373,Carlton Fisk,Boston Red Sox
Base Short Print Variations,374,Joe Morgan,Cincinnati Reds
Base Short Print Variations,377,Roberto Alomar,Toronto Blue Jays
Base Short Print Variations,380,Chris Archer,Pittsburgh Pirates
Base Short Print Variations,381,Darryl Strawberry,New York Mets
Base Short Print Variations,385,Dale Murphy,Atlanta Braves
Base Short Print Variations,390,Evan Longoria,San Francisco Giants
Base Short Print Variations,395,Andrew McCutchen,Philadelphia Phillies
Base Short Print Variations,396,Masahiro Tanaka,New York Yankees
Base Short Print Variations,397,Lance McCullers,Houston Astros
Base Short Print Variations,400,Bryce Harper,Philadelphia Phillies
Base Short Print Variations,402,Victor Robles,Washington Nationals
Base Short Print Variations,412,Clint Frazier,New York Yankees
Base Short Print Variations,428,Will Clark,San Francisco Giants
Base Short Print Variations,431,Willie Stargell,San Francisco Giants
Base Short Print Variations,436,Edgar Martinez,Seattle Mariners
Base Short Print Variations,437,Albert Pujols,Los Angeles Angels
Base Short Print Variations,440,Dustin Pedroia,Boston Red Sox
Base Short Print Variations,442,Reese McGuire,Toronto Blue Jays
Base Short Print Variations,445,Walker Buehler,Los Angeles Dodgers
Base Short Print Variations,448,Willians Astudillo,Minnesota Twins
Base Short Print Variations,460,Trevor Story,Colorado Rockies
Base Short Print Variations,473,Kyle Wright,Atlanta Braves
Base Short Print Variations,485,Wil Myers,San Diego Padres
Base Short Print Variations,486,CC Sabathia,New York Yankees
Base Short Print Variations,488,Ken Griffey Jr.,Seattle Mariners
Base Short Print Variations,500,Manny Machado,San Diego Padres
Base Short Print Variations,503,Marcell Ozuna,St. Louis Cardinals
Base Short Print Variations,505,Mariano Rivera,New York Yankees
Base Short Print Variations,507,Cody Bellinger,Los Angeles Dodgers
Base Short Print Variations,514,Tony Gwynn,San Diego Padres
Base Short Print Variations,515,Hyun-Jin Ryu,Los Angeles Dodgers
Base Short Print Variations,518,Roger Clemens,Boston Red Sox
Base Short Print Variations,525,Ryne Sandberg,Chicago Cubs
Base Short Print Variations,529,Frank Robinson,Baltimore Orioles
Base Short Print Variations,540,Cole Hamels,Chicago Cubs
Base Short Print Variations,542,Eddie Murray,Baltimore Orioles
Base Short Print Variations,545,Jeff Bagwell,Houston Astros
Base Short Print Variations,556,Rowdy Tellez,Toronto Blue Jays
Base Short Print Variations,561,Ozzie Albies,Atlanta Braves
Base Short Print Variations,564,Austin Meadows,Tampa Bay Rays
Base Short Print Variations,565,Catfish Hunter,Oakland Athletics
Base Short Print Variations,568,Giancarlo Stanton,New York Yankees
Base Short Print Variations,572,Gerrit Cole,Houston Astros
Base Short Print Variations,573,Johnny Bench,Cincinnati Reds
Base Short Print Variations,579,Andrew Benintendi,Boston Red Sox
Base Short Print Variations,587,Chipper Jones,Atlanta Braves
Base Short Print Variations,590,Barry Larkin,Cincinnati Reds
Base Short Print Variations,591,Gary Carter,New York Mets
Base Short Print Variations,596,Anthony Rizzo,Chicago Cubs
Base Short Print Variations,618,Nick Martini,Oakland Athletics
Base Short Print Variations,624,Amed Rosario,New York Mets
Base Short Print Variations,629,Myles Straw,Houston Astros
Base Short Print Variations,631,Rod Carew,California Angels
Base Short Print Variations,632,Yusei Kikuchi,Seattle Mariners
Base Short Print Variations,643,Chris Sale,Boston Red Sox
Base Short Print Variations,646,Andre Dawson,Chicago Cubs
Base Short Print Variations,653,Dave Winfield,New York Yankees
Base Short Print Variations,655,Tyler O'Neill,St. Louis Cardinals
Base Short Print Variations,658,Max Muncy,Los Angeles Dodgers
Base Short Print Variations,661,Zack Greinke,Diamondbacks
Base Short Print Variations,672,Christin Stewart,Detroit Tigers
Base Short Print Variations,675,Vladimir Guerrero Sr.,Montreal Expos
Base Short Print Variations,676,Robin Yount,Milwaukee Brewers
Base Short Print Variations,680,Justin Smoak,Toronto Blue Jays
Base Short Print Variations,690,George Brett,Kansas City Royals
Base Short Print Variations,692,Dennis Eckersley,Oakland Athletics
Base Short Print Variations,694,David Ortiz,Boston Red Sox
Base Short Print Variations,699,Felix Hernandez,Seattle Mariners
Base Short Print Variations,700,Alex Bregman,Houston Astros
Base Super Short Print Variations,387,Warren Spahn,Milwaukee Braves
Base Super Short Print Variations,400,Bryce Harper,Philadelphia Phillies
Base Super Short Print Variations,437,Johnny Mize,St. Louis Cardinals
Base Super Short Print Variations,460,Ernie Banks,Chicago Cubs
Base Super Short Print Variations,477,Al Kaline,Detroit Tigers
Base Super Short Print Variations,486,Whitey Ford,New York Yankees
Base Super Short Print Variations,500,Manny Machado,San Diego Padres
Base Super Short Print Variations,501,Bob Feller,Cleveland Indians
Base Super Short Print Variations,503,Roger Maris,New York Yankees
Base Super Short Print Variations,507,Pee Wee Reese,Brooklyn Dodgers
Base Super Short Print Variations,551,Rogers Hornsby,St. Louis Cardinals
Base Super Short Print Variations,564,Mel Ott,San Francisco Giants
Base Super Short Print Variations,568,Harmon Killebrew,Minnesota Twins
Base Super Short Print Variations,574,Christy Mathewson,San Francisco Giants
Base Super Short Print Variations,579,Tris Speaker,Boston Red Sox
Base Super Short Print Variations,594,Monte Irvin,New York Giants
Base Super Short Print Variations,596,Anthony Rizzo,Chicago Cubs
Base Super Short Print Variations,622,Honus Wagner,Pittsburgh Pirates
Base Super Short Print Variations,623,Stan Musial,St. Louis Cardinals
