Card Set,Number,Player,Team
Base,1,Ronald Acuña Jr.,Atlanta Braves
Base,2,Tyler Anderson,Colorado Rockies
Base,3,Eduardo Nunez,Boston Red Sox
Base,4,Dereck Rodriguez,San Francisco Giants
Base,5,Chase Anderson,Milwaukee Brewers
Base,6,Max Scherzer,Washington Nationals
Base,7,Gleyber Torres,New York Yankees
Base,8,Adam Jones,Baltimore Orioles
Base,9,Ben Zobrist,Chicago Cubs
Base,10,Clayton Kershaw,Los Angeles Dodgers
Base,11,Mike Zunino,Seattle Mariners
Base,12,Crackin' Jokes,No Team
Base,13,David Price,Boston Red Sox
Base,14,The Yankees Win!,New York Yankees
Base,15,J.P. Crawford,Philadelphia Phillies
Base,16,Charlie Blackmon,Colorado Rockies
Base,17,Caleb Joseph,Baltimore Orioles
Base,18,Blake Parker,Los Angeles Angels
Base,19,Jacob deGrom,New York Mets
Base,20,Jose Urena,Miami Marlins
Base,21,Jean Segura,Seattle Mariners
Base,22,Adalberto Mondesi,Kansas City Royals
Base,23,J.D. Martinez,Boston Red Sox
Base,24,Blake Snell,Tampa Bay Rays
Base,25,Chad Green,New York Yankees
Base,26,Angel Stadium,Los Angeles Angels
Base,27,Mike Leake,Seattle Mariners
Base,28,Boston's Boys,Boston Red Sox
Base,29,Eugenio Suarez,Cincinnati Reds
Base,30,Josh Hader,Milwaukee Brewers
Base,31,Busch Stadium,St. Louis Cardinals
Base,32,Carlos Correa,Houston Astros
Base,33,Jacob Nix,San Diego Padres
Base,34,Josh Donaldson,Cleveland Indians
Base,35,Joey Rickard,Baltimore Orioles
Base,36,Paul Blackburn,Oakland Athletics
Base,37,Marcus Stroman,Toronto Blue Jays
Base,38,Kolby Allard,Atlanta Braves
Base,39,Richard Urena,Toronto Blue Jays
Base,40,Jon Lester,Chicago Cubs
Base,41,Corey Seager,Los Angeles Dodgers
Base,42,Edwin Encarnacion,Cleveland Indians
Base,43,Nick Burdi,Pittsburgh Pirates
Base,44,Jay Bruce,New York Mets
Base,45,Nick Pivetta,Philadelphia Phillies
Base,46,Jose Abreu,Chicago White Sox
Base,47,Yankee Stadium,New York Yankees
Base,48,PNC Park,Pittsburgh Pirates
Base,49,Michael Kopech,Chicago White Sox
Base,50,Mookie Betts,Boston Red Sox
Base,51,Michael Brantley,Cleveland Indians
Base,52,J.T. Realmuto,Miami Marlins
Base,53,Brandon Crawford,San Francisco Giants
Base,54,Rick Porcello,Boston Red Sox
Base,55,Yuli Gurriel,Houston Astros
Base,56,Christian Villanueva,San Diego Padres
Base,57,Justin Verlander,Houston Astros
Base,58,Carlos Martinez,St. Louis Cardinals
Base,59,Zack Godley,Arizona Diamondbacks
Base,60,Kyle Tucker,Houston Astros
Base,61,Touki Toussaint,Atlanta Braves
Base,62,Elvis Andrus,Texas Rangers
