Card Set,Number,Player,Team
Base,1,Boston Red Sox,Boston Red Sox
Base,2,Felix Hernandez,Seattle Mariners
Base,3,Jared Hughes,Cincinnati Reds
Base,4,Kole Calhoun,Los Angeles Angels
Base,5,Alex Wood,Los Angeles Dodgers
Base,6,Nick Pivetta,Philadelphia Phillies
Base,7,Michael Kopech,Chicago White Sox
Base,7,Caleb Frare,Chicago White Sox
Base,8,Josh Harrison,Pittsburgh Pirates
Base,9,Brandon Lowe,Tampa Bay Rays
Base,9,Michael Perez,Tampa Bay Rays
Base,10,Jackie Bradley Jr.,Boston Red Sox
Base,11,Daniel Mengden,Oakland Athletics
Base,12,Jordan Zimmermann,Detroit Tigers
Base,13,Chris Stratton,San Francisco Giants
Base,14,Adam Eaton,Washington Nationals
Base,15,Roberto Osuna,Houston Astros
Base,16,Jake Junis,Kansas City Royals
Base,17,Sean Newcomb,Atlanta Braves
Base,18,Lucas Giolito,Chicago White Sox
Base,19,Russell Martin,Toronto Blue Jays
Base,20,Alex Cobb,Baltimore Orioles
Base,21,Nick Martini,Oakland Athletics
Base,21,Ramon Laureano,Oakland Athletics
Base,22,Jose Peraza,Cincinnati Reds
Base,23,CC Sabathia,New York Yankees
Base,24,Zach Eflin,Philadelphia Phillies
Base,25,Eddie Rosario,Minnesota Twins
Base,26,Juan Lagares,New York Mets
Base,27,Leonys Martin,Cleveland Indians
Base,28,Tommy Hunter,Philadelphia Phillies
Base,29,Andrelton Simmons,Los Angeles Angels
Base,30,Gregory Polanco,Pittsburgh Pirates
Base,31,Jhoulys Chacin,Milwaukee Brewers
Base,32,Brad Peacock,Houston Astros
Base,33,Jeimer Candelario,Detroit Tigers
Base,34,Cody Bellinger,Los Angeles Dodgers
Base,35,Ketel Marte,Arizona Diamondbacks
Base,36,Blake Trahan,Cincinnati Reds
Base,36,Jesus Reyes,Cincinnati Reds
Base,37,Danny Duffy,Kansas City Royals
Base,38,Randal Grichuk,Toronto Blue Jays
Base,39,Brock Holt,Boston Red Sox
Base,40,Jose Martinez,St. Louis Cardinals
Base,41,Yusmeiro Petit,Oakland Athletics
Base,42,Evan Longoria,San Francisco Giants
Base,43,Luke Voit,New York Yankees
Base,44,Joey Lucchesi,San Diego Padres
Base,45,Jonathan Villar,Baltimore Orioles
Base,46,Kyle Hendricks,Chicago Cubs
Base,47,Zack Godley,Arizona Diamondbacks
Base,48,Jesse Biddle,Atlanta Braves
Base,49,Howie Kendrick,Washington Nationals
Base,50,Yoenis Cespedes,New York Mets
Base,51,Robbie Ray,Arizona Diamondbacks
Base,52,Chris Archer,Pittsburgh Pirates
Base,53,Orlando Arcia,Milwaukee Brewers
Base,54,Ross Stripling,Los Angeles Dodgers
Base,55,Lou Trivino,Oakland Athletics
Base,56,Ranger Suarez,Philadelphia Phillies
Base,56,Enyel De Los Santos,Philadelphia Phillies
Base,57,David Peralta,Arizona Diamondbacks
Base,58,Gorkys Hernandez,San Francisco Giants
Base,59,Mike Clevinger,Cleveland Indians
Base,60,Josh Reddick,Houston Astros
Base,61,Christian Yelich,Milwaukee Brewers
Base,61,Freddie Freeman,Atlanta Braves
