Card Set,Number,Player,Team
Base,1,Mike Trout,Los Angeles Angels
Base,2,Cody Bellinger,Los Angeles Dodgers
Base,3,Joey Wendle,Tampa Bay Rays
Base,3,Bryce Harper,Philadelphia Phillies
Base,4,Cedric Mullins,Baltimore Orioles
Base,5,Kyle Freeland,Colorado Rockies
Base,6,Brad Keller,Kansas City Royals
Base,7,Jonathan Loaisiga,New York Yankees
Base,8,Scooter Gennett,Cincinnati Reds
Base,9,Khris Davis,Oakland Athletics
Base,10,Willy Adames,Tampa Bay Rays
Base,11,Matt Chapman,Oakland Athletics
Base,12,Justus Sheffield,Seattle Mariners
Base,13,Aaron Nola,Philadelphia Phillies
Base,14,Christian Yelich,Milwaukee Brewers
Base,15,Clayton Kershaw,Los Angeles Dodgers
Base,16,Aaron Judge,New York Yankees
Base,17,Trey Mancini,Baltimore Orioles
Base,18,Anthony Rizzo,Chicago Cubs
Base,19,Touki Toussaint,Atlanta Braves
Base,20,Bryse Wilson,Atlanta Braves
Base,21,Miguel Cabrera,Detroit Tigers
Base,22,Nolan Arenado,Colorado Rockies
Base,23,Salvador Perez,Kansas City Royals
Base,24,Willians Astudillo,Minnesota Twins
Base,25,Luis Urias,San Diego Padres
Base,26,Edwin Diaz,New York Mets
Base,27,Yoan Moncada,Chicago White Sox
Base,28,Rowdy Tellez,Toronto Blue Jays
Base,29,Taylor Ward,Los Angeles Angels
Base,30,Steven Duggar,San Francisco Giants
Base,31,Francisco Arcia,Chicago Cubs
Base,32,Eugenio Suarez,Cincinnati Reds
Base,33,Christin Stewart,Detroit Tigers
Base,34,Shohei Ohtani,Los Angeles Angels
Base,35,J.D. Martinez,Boston Red Sox
Base,36,Yadier Molina,St. Louis Cardinals
Base,37,Jose Berrios,Minnesota Twins
Base,38,Ramon Laureano,Oakland Athletics
Base,39,Luis Guillorme,New York Mets
Base,40,Marcus Stroman,Toronto Blue Jays
Base,41,Zack Greinke,Arizona Diamondbacks
Base,42,Chris Shaw,San Francisco Giants
Base,43,Giancarlo Stanton,New York Yankees
Base,44,Ryan Borucki,Toronto Blue Jays
Base,45,Whit Merrifield,Kansas City Royals
Base,46,Chris Archer,Pittsburgh Pirates
Base,47,Maikel Franco,Philadelphia Phillies
Base,48,Danny Jansen,Toronto Blue Jays
Base,49,David Fletcher,Los Angeles Angels
Base,50,Mookie Betts,Boston Red Sox
Base,51,Kris Bryant,Chicago Cubs
Base,52,Kyle Wright,Atlanta Braves
Base,53,Aramis Garcia,San Francisco Giants
Base,54,Kevin Newman,Pittsburgh Pirates
Base,55,Jose Abreu,Chicago White Sox
Base,56,Mychal Givens,Baltimore Orioles
Base,57,Brandon Crawford,San Francisco Giants
Base,58,Sean Reid-Foley,Toronto Blue Jays
Base,59,Evan Longoria,San Francisco Giants
Base,60,Kevin Kramer,Pittsburgh Pirates
Base,61,Jake Cave,Minnesota Twins
Base,62,Jose Altuve,Houston Astros
Base,63,Eddie Rosario,Minnesota Twins
Base,64,Justin Verlander,Houston Astros
Base,65,Corbin Burnes,Milwaukee Brewers
Base,66,Jose Ramirez,Cleveland Indians
Base,67,DJ Stewart,Baltimore Orioles
Base,68,Starling Marte,Pittsburgh Pirates
Base,69,Chance Adams,New York Yankees
Base,70,Enyel De Los Santos,Philadelphia Phillies
Base,71,Max Scherzer,Washington Nationals
Base,72,Kolby Allard,Atlanta Braves
Base,73,Dakota Hudson,St. Louis Cardinals
Base,74,Matt Carpenter,St. Louis Cardinals
Base,75,Michael Kopech,Chicago White Sox
Base,76,Jake Bauers,Cleveland Indians
Base,77,Rougned Odor,Texas Rangers
Base,78,Ronald Acuña Jr.,Atlanta Braves
Base,79,J.T. Realmuto,Miami Marlins
Base,80,Mitch Haniger,Seattle Mariners
Base,81,Nicholas Castellanos,Detroit Tigers
Base,82,Dawel Lugo,Detroit Tigers
Base,83,Amed Rosario,New York Mets
Base,84,Adolis García,St. Louis Cardinals
Base,85,Paul Goldschmidt,St. Louis Cardinals
Base,86,Eric Hosmer,San Diego Padres
Base,87,Josh James,Houston Astros
Base,88,Ronald Guzman,Texas Rangers
Base,89,Francisco Lindor,Cleveland Indians
Base,90,Jeff McNeil,New York Mets
Base,91,Brian Anderson,Miami Marlins
Base,92,Juan Soto,Washington Nationals
Base,93,Ryan O'Hearn,Kansas City Royals
Base,94,Kyle Tucker,Houston Astros
Base,95,Kevin Pillar,Toronto Blue Jays
Base,96,Ozzie Albies,Atlanta Braves
Base,97,Josh Hader,Milwaukee Brewers
Base,98,Brandon Lowe,Tampa Bay Rays
Base,99,Wil Myers,San Diego Padres
Base,100,Jacob deGrom,New York Mets
Paper Prospects,BP-1,Vladimir Guerrero Jr.,Toronto Blue Jays
Paper Prospects,BP-2,Alec Bohm,Philadelphia Phillies
Paper Prospects,BP-3,Justin Dunn,Seattle Mariners
Paper Prospects,BP-4,Jo Adell,Los Angeles Angels
Paper Prospects,BP-5,Victor Victor Mesa,Miami Marlins
Paper Prospects,BP-6,Brusdar Graterol,Minnesota Twins
Paper Prospects,BP-7,Tirso Ornelas,San Diego Padres
Paper Prospects,BP-8,Nick Neidert,Miami Marlins
Paper Prospects,BP-9,Taylor Widener,Arizona Diamondbacks
Paper Prospects,BP-10,Adrian Morejon,San Diego Padres
Paper Prospects,BP-11,Derian Cruz,Atlanta Braves
Paper Prospects,BP-12,Corey Ray,Milwaukee Brewers
Paper Prospects,BP-13,Jarred Kelenic,Seattle Mariners
Paper Prospects,BP-14,Seth Beer,Houston Astros
Paper Prospects,BP-15,Ethan Hankins,Cleveland Indians
Paper Prospects,BP-16,Cole Tucker,Pittsburgh Pirates
Paper Prospects,BP-17,A.J. Puk,Oakland Athletics
Paper Prospects,BP-18,Leody Taveras,Texas Rangers
Paper Prospects,BP-19,Logan Allen,San Diego Padres
Paper Prospects,BP-20,Blake Rutherford,Chicago White Sox
Paper Prospects,BP-21,Freudis Nova,Houston Astros
Paper Prospects,BP-22,Daniel Johnson,Washington Nationals
Paper Prospects,BP-23,Rylan Bannon,Baltimore Orioles
Paper Prospects,BP-24,Taylor Trammell,Cincinnati Reds
Paper Prospects,BP-25,Fernando Tatis Jr.,San Diego Padres
Paper Prospects,BP-26,Beau Burrows,Detroit Tigers
Paper Prospects,BP-27,Jay Groome,Boston Red Sox
Paper Prospects,BP-28,Adam Haseley,Philadelphia Phillies
Paper Prospects,BP-29,Adonis Medina,Philadelphia Phillies
Paper Prospects,BP-30,Julio Pablo Martinez,Texas Rangers
Paper Prospects,BP-31,Evan White,Seattle Mariners
Paper Prospects,BP-32,Cristian Javier,Houston Astros
Paper Prospects,BP-33,Julio Rodriguez,Seattle Mariners
Paper Prospects,BP-34,Domingo Acevedo,New York Yankees
Paper Prospects,BP-35,Miguel Amaya,Chicago Cubs
Paper Prospects,BP-36,Ryan Vilade,Colorado Rockies
Paper Prospects,BP-37,JoJo Romero,Philadelphia Phillies
Paper Prospects,BP-38,Sandro Fabian,San Francisco Giants
Paper Prospects,BP-39,Franklyn Kilome,New York Mets
Paper Prospects,BP-40,Triston McKenzie,Cleveland Indians
Paper Prospects,BP-41,Ryan Mountcastle,Baltimore Orioles
Paper Prospects,BP-42,Jordyn Adams,Los Angeles Angels
Paper Prospects,BP-43,Nick Senzel,Cincinnati Reds
Paper Prospects,BP-44,Luis Robert,Chicago White Sox
Paper Prospects,BP-45,Brent Rooker,Minnesota Twins
Paper Prospects,BP-46,Anthony Seigler,New York Yankees
Paper Prospects,BP-47,Ian Anderson,Atlanta Braves
Paper Prospects,BP-48,Griffin Canning,Los Angeles Angels
Paper Prospects,BP-49,Casey Mize,Detroit Tigers
Paper Prospects,BP-50,Joey Bart,San Francisco Giants
Paper Prospects,BP-51,Hunter Greene,Cincinnati Reds
Paper Prospects,BP-52,Forrest Whitley,Houston Astros
Paper Prospects,BP-53,Blaze Alexander,Arizona Diamondbacks
Paper Prospects,BP-54,Keston Hiura,Milwaukee Brewers
Paper Prospects,BP-55,Chris Paddack,San Diego Padres
Paper Prospects,BP-56,Franklin Perez,Detroit Tigers
Paper Prospects,BP-57,Joey Wentz,Atlanta Braves
Paper Prospects,BP-58,Kevin Smith,Toronto Blue Jays
Paper Prospects,BP-59,Nico Hoerner,Chicago Cubs
Paper Prospects,BP-60,Nolan Gorman,St. Louis Cardinals
Paper Prospects,BP-61,Jazz Chisholm,Arizona Diamondbacks
Paper Prospects,BP-62,Cristian Pache,Atlanta Braves
Paper Prospects,BP-63,Nick Madrigal,Chicago White Sox
Paper Prospects,BP-64,Luis Garcia,Washington Nationals
Paper Prospects,BP-65,Colton Welker,Colorado Rockies
Paper Prospects,BP-66,Ryan Weathers,San Diego Padres
Paper Prospects,BP-67,Jonathan Duplantier,Arizona Diamondbacks
Paper Prospects,BP-68,Reggie Lawson,San Diego Padres
Paper Prospects,BP-69,Orelvis Martinez,Toronto Blue Jays
Paper Prospects,BP-70,Sixto Sanchez,Philadelphia Phillies
Paper Prospects,BP-71,Ke'Bryan Hayes,Pittsburgh Pirates
Paper Prospects,BP-72,Brewer Hicklen,Kansas City Royals
Paper Prospects,BP-73,MacKenzie Gore,San Diego Padres
Paper Prospects,BP-74,Estevan Florial,New York Yankees
Paper Prospects,BP-75,Cole Winn,Texas Rangers
Paper Prospects,BP-76,Zack Collins,Chicago White Sox
Paper Prospects,BP-77,Andres Gimenez,New York Mets
Paper Prospects,BP-78,Alex Faedo,Detroit Tigers
Paper Prospects,BP-79,Logan Webb,San Francisco Giants
Paper Prospects,BP-80,Dustin May,Los Angeles Dodgers
