Card Set,Number,Player,Team
Base Short Print Variations,US1,Vladimir Guerrero Jr.,Toronto Blue Jays
Base Short Print Variations,US12,Paul Goldschmidt,St. Louis Cardinals
Base Short Print Variations,US21,Willie Mays,New York Giants
Base Short Print Variations,US28,Oscar Mercado,Cleveland Indians
Base Short Print Variations,US35,Derek Dietrich,Cincinnati Reds
Base Short Print Variations,US39,Cavan Biggio,Toronto Blue Jays
Base Short Print Variations,US50,Nick Senzel,Cincinnati Reds
Base Short Print Variations,US56,Tony Gwynn,San Diego Padres
Base Short Print Variations,US63,Trent Thornton,Toronto Blue Jays
Base Short Print Variations,US79,Jackie Robinson,Brooklyn Dodgers
Base Short Print Variations,US93,Ken Griffey Jr.,Seattle Mariners
Base Short Print Variations,US100,Austin Riley,Atlanta Braves
Base Short Print Variations,US106,Yasiel Puig,Cleveland Indians
Base Short Print Variations,US107,Robinson Cano,New York Mets
Base Short Print Variations,US109,Carter Kieboom,Washington Nationals
Base Short Print Variations,US123,Justus Sheffield,Seattle Mariners
Base Short Print Variations,US128,Thurman Munson,New York Yankees
Base Short Print Variations,US133,Willie Mays,San Francisco Giants
Base Short Print Variations,US147,Cal Ripken Jr.,Baltimore Orioles
Base Short Print Variations,US149,Corbin Martin,Houston Astros
Base Short Print Variations,US150,Keston Hiura,Milwaukee Brewers
Base Short Print Variations,US165,Eddie Murray,Baltimore Orioles
Base Short Print Variations,US168,Robin Yount,Milwaukee Brewers
Base Short Print Variations,US170,Michael Chavis,Boston Red Sox
Base Short Print Variations,US179,Mariano Rivera,New York Yankees
Base Short Print Variations,US182,Johnny Bench,Cincinnati Reds
Base Short Print Variations,US187,Roberto Clemente,Pittsburgh Pirates
Base Short Print Variations,US197,Cole Tucker,Pittsburgh Pirates
Base Short Print Variations,US199,Will Smith,Los Angeles Dodgers
Base Short Print Variations,US200,Griffin Canning,Los Angeles Angels
Base Short Print Variations,US202,George Brett,Kansas City Royals
Base Short Print Variations,US206,Ichiro,Seattle Mariners
Base Short Print Variations,US218,Mitch Keller,Pittsburgh Pirates
Base Short Print Variations,US219,Nolan Ryan,Texas Rangers
Base Short Print Variations,US224,Yasmani Grandal,Milwaukee Brewers
Base Short Print Variations,US237,Randy Johnson,Seattle Mariners
Base Short Print Variations,US242,Adam Jones,Arizona Diamondbacks
Base Short Print Variations,US244,Jon Duplantier,Arizona Diamondbacks
Base Short Print Variations,US245,Carl Yastrzemski,Boston Red Sox
Base Short Print Variations,US249,Nick Margevicius,San Diego Padres
Base Short Print Variations,US256,Jake Bauers,Cleveland Indians
Base Short Print Variations,US257,Josh Donaldson,Atlanta Braves
Base Short Print Variations,US263,Chris Paddack,San Diego Padres
Base Short Print Variations,US266,Kevin Cron,Arizona Diamondbacks
Base Short Print Variations,US269,Ryne Sandberg,Chicago Cubs
Base Short Print Variations,US283,Edgar Martinez,Seattle Mariners
Base Short Print Variations,US291,Nate Lowe,Tampa Bay Rays
Base Short Print Variations,US295,Roy Halladay,Toronto Blue Jays
Base Short Print Variations,US299,Brendan Rodgers,Colorado Rockies
Base Short Print Variations,US300,Mike Mussina,Baltimore Orioles
Base Super Short Print Variations,US1,Vladimir Guerrero Jr.,Toronto Blue Jays
Base Super Short Print Variations,US28,Oscar Mercado,Cleveland Indians
Base Super Short Print Variations,US39,Cavan Biggio,Toronto Blue Jays
Base Super Short Print Variations,US50,Nick Senzel,Cincinnati Reds
Base Super Short Print Variations,US63,Trent Thornton,Toronto Blue Jays
Base Super Short Print Variations,US74,Elvis Luciano,Toronto Blue Jays
Base Super Short Print Variations,US100,Austin Riley,Atlanta Braves
Base Super Short Print Variations,US105,Luis Rengifo,Los Angeles Angels
Base Super Short Print Variations,US109,Carter Kieboom,Washington Nationals
Base Super Short Print Variations,US123,Justus Sheffield,Seattle Mariners
Base Super Short Print Variations,US149,Corbin Martin,Houston Astros
Base Super Short Print Variations,US150,Keston Hiura,Milwaukee Brewers
Base Super Short Print Variations,US168,Thairo Estrada,New York Yankees
Base Super Short Print Variations,US170,Michael Chavis,Boston Red Sox
Base Super Short Print Variations,US197,Cole Tucker,Pittsburgh Pirates
Base Super Short Print Variations,US199,Will Smith,Los Angeles Dodgers
Base Super Short Print Variations,US200,Griffin Canning,Los Angeles Angels
Base Super Short Print Variations,US227,Lane Thomas,St. Louis Cardinals
Base Super Short Print Variations,US244,Jon Duplantier,Arizona Diamondback
Base Super Short Print Variations,US249,Nick Margevicius,San Diego Padres
Base Super Short Print Variations,US256,Jake Bauers,Cleveland Indians
Base Super Short Print Variations,US263,Chris Paddack,San Diego Padres
Base Super Short Print Variations,US266,Kevin Cron,Arizona Diamondbacks
Base Super Short Print Variations,US291,Nate Lowe,Tampa Bay Rays
Base Super Short Print Variations,US299,Brendan Rodgers,Colorado Rockies
