Card Set,Number,Player,Team,Seq.
Field Level,201,Anthony Martial,France,
Field Level,202,Wayne Rooney,England,
Field Level,203,Roman Burki,Borussia Dortmund,
Field Level,204,Alexis Sanchez,Chile,
Field Level,205,Dele Alli,England,
Field Level,206,Jamie Vardy,England,
Field Level,207,Daley Sinkgraven,AFC Ajax,
Field Level,208,Javier Hernandez,Mexico,
Field Level,209,John Brooks,United States,
Field Level,210,Giovani Dos Santos,Mexico,
Field Level,211,Ezequiel Lavezzi,Argentina,
Field Level,212,Hakan Calhanoglu,Turkey,
Field Level,213,Clint Dempsey,United States,
Field Level,214,Raheem Sterling,England,
Field Level,215,Ilkay Gundogan,Germany,
Field Level,216,Lukasz Piszczek,Borussia Dortmund,
Field Level,217,Lucas Moura,Paris Saint-Germain,
Field Level,218,Raphael Varane,Real Madrid CF,
Field Level,219,Douglas Costa,FC Bayern Munich,
Field Level,220,Paulo Dybala,Juventus,
Field Level,221,Alessandro Schopf,FC Schalke 04,
Field Level,222,Anwar El Ghazi,AFC Ajax,
Field Level,223,Robert Lewandowski,FC Bayern Munich,
Field Level,224,Javier Pastore,Paris Saint-Germain,
Field Level,225,Andres Iniesta,FC Barcelona,
Field Level,226,Grzegorz Krychowiak,Paris Saint-Germain,
Field Level,227,Isco,Real Madrid CF,
Field Level,228,Breel Embolo,FC Schalke 04,
Field Level,229,Gerard Pique,FC Barcelona,
Field Level,230,Mario Gotze,Borussia Dortmund,
Field Level,231,Cesc Fabregas,Spain,
Field Level,232,Joel Veltman,AFC Ajax,
Field Level,233,Renato Sanches,FC Bayern Munich,
Field Level,234,Gabi,Atletico de Madrid,
Field Level,235,Thiago Silva,Paris Saint-Germain,
Field Level,236,Karim Benzema,Real Madrid CF,
Field Level,237,Nani,Valencia CF,
Field Level,238,Riccardo Montolivo,AC Milan,
Field Level,239,Ivan Rakitic,FC Barcelona,
Field Level,240,Thomas Muller,FC Bayern Munich,
Field Level,241,Marc-Andre ter Stegen,FC Barcelona,
Field Level,242,Lukas Podolski,Galatasaray AS,
Field Level,243,Gonzalo Higuain,Juventus,
Field Level,244,Benedikt Howedes,FC Schalke 04,
Field Level,245,Gareth Bale,Real Madrid CF,
Field Level,246,Riechedly Bazoer,AFC Ajax,
Field Level,247,Andre Gomes,FC Barcelona,
Field Level,248,Giorgio Chiellini,Juventus,
Field Level,249,Selcuk Inan,Galatasaray AS,
Field Level,250,Robin van Persie,Fenerbahce SK,
Field Level,251,Nemanja Gudelj,AFC Ajax,
Field Level,252,Mats Hummels,FC Bayern Munich,
Field Level,253,Pierre-Emerick Aubameyang,Borussia Dortmund,
Field Level,254,Luis Suarez,FC Barcelona,
Field Level,255,Harry Kane,England,
Field Level,256,Patrice Evra,Juventus,
Field Level,257,Klaas-Jan Huntelaar,FC Schalke 04,
Field Level,258,Mauro Icardi,FC Internazionale,
Field Level,259,Jan Oblak,Atletico de Madrid,
Field Level,260,Enzo Perez,Valencia CF,
Field Level,261,Gianluigi Donnarumma,AC Milan,
Field Level,262,Angel Di Maria,Paris Saint-Germain,
Field Level,263,Luka Modric,Real Madrid CF,
Field Level,264,Jose Luis Gaya,Valencia CF,
Field Level,265,Ivan Perisic,FC Internazionale,
Field Level,266,Martin Skrtel,Fenerbahce SK,
Field Level,267,Manuel Neuer,FC Bayern Munich,
Field Level,268,Mitchell Dijks,AFC Ajax,
Field Level,269,Giacomo Bonaventura,AC Milan,
Field Level,270,Max Meyer,FC Schalke 04,
Field Level,271,Hakan Balta,Galatasaray AS,
Field Level,272,Carlos Bacca,AC Milan,
Field Level,273,Wesley Sneijder,Galatasaray AS,
Field Level,274,Ever Banega,FC Internazionale,
Field Level,275,Leon Goretzka,FC Schalke 04,
Field Level,276,Diego Alves,Valencia CF,
Field Level,277,Koke,Atletico de Madrid,
Field Level,278,Geoffrey Kondogbia,FC Internazionale,
Field Level,279,Andre Schurrle,Borussia Dortmund,
Field Level,280,Marco Verratti,Paris Saint-Germain,
Field Level,281,Edinson Cavani,Paris Saint-Germain,
Field Level,282,Kingsley Coman,FC Bayern Munich,
Field Level,283,Fernandao,Fenerbahce SK,
Field Level,284,Neymar Jr.,FC Barcelona,
Field Level,285,James Rodriguez,Real Madrid CF,
Field Level,286,Lionel Messi,FC Barcelona,
Field Level,287,Christian Pulisic,Borussia Dortmund,
Field Level,288,Volkan Demirel,Fenerbahce SK,
Field Level,289,Antoine Griezmann,Atletico de Madrid,
Field Level,290,Gianluigi Buffon,Juventus,
Field Level,291,Dani Parejo,Valencia CF,
Field Level,292,Marco Reus,Borussia Dortmund,
Field Level,293,Fernando Muslera,Galatasaray AS,
Field Level,294,Fernando Torres,Atletico de Madrid,
Field Level,295,Mehmet Topal,Fenerbahce SK,
Field Level,296,Mario Mandzukic,Juventus,
Field Level,297,Samir Handanovic,FC Internazionale,
Field Level,298,Ignazio Abate,AC Milan,
Field Level,299,Juanfran,Atletico de Madrid,
Field Level,300,Cristiano Ronaldo,Real Madrid CF,
Field Level Black,201,Anthony Martial,France,1
Field Level Black,202,Wayne Rooney,England,1
Field Level Black,203,Roman Burki,Borussia Dortmund,1
