2018 TOPPS BASEBALL SERIES 1 CHECKLIST,,,
BASE,,,
TS-7,Jose Altuve,Houston Astros®,

TS-8,Dexter Fowler,St. Louis Cardinals®
TS-9,George Springer,Houston Astros®
TS-10,Charlie Blackmon,Colorado RockiesTM
TS-11,Khris Davis,Oakland AthleticsTM
TS-12,Trevor Story,Colorado RockiesTM
TS-13,Alex Wood,Los Angeles Dodgers®
TS-14,Domingo Santana,Milwaukee BrewersTM
TS-15,Anthony Rizzo,Chicago Cubs®
TS-16,Paul Goldschmidt,Arizona Diamondbacks®
TS-17,Francisco Lindor,Cleveland Indians®
TS-18,Javier Baez,Chicago Cubs®
TS-19,Aaron Judge,New York Yankees®
TS-20,Ryon Healy,Oakland AthleticsTM
TS-21,Trey Mancini,Baltimore Orioles®
TS-22,Ben Gamel,Seattle MarinersTM
TS-23,Mitch Haniger,Seattle MarinersTM
TS-24,Matt Carpenter,St. Louis Cardinals®
TS-25,Cody Bellinger,Los Angeles Dodgers®
TS-26,Cal Ripken Jr.,Baltimore Orioles®
TS-27,Don Mattingly,New York Yankees®
TS-28,Frank Thomas,Chicago White Sox®
TS-29,Barry Larkin,Cincinnati Reds®
TS-30,John Smoltz,Atlanta BravesTM
TS-31,Brooks Robinson,Baltimore Orioles®
TS-32,Craig Biggio,Houston Astros®
TS-33,Jim Palmer,Baltimore Orioles®
TS-34,Roy Halladay,Philadelphia Phillies®
TS-35,Ivan Rodriguez,Texas Rangers®
TS-36,Roberto Alomar,Toronto Blue Jays®
TS-37,Darryl Strawberry,New York Mets®
TS-38,Johnny Damon,Boston Red Sox®
TS-39,Andres Galarraga,Colorado RockiesTM
TS-40,Eric Davis,Cincinnati Reds®
TS-41,George Brett,Kansas City Royals®
TS-42,Willie McCovey,San Francisco Giants®
TS-43,Andre Dawson,Chicago Cubs®
TS-44,Tom Seaver,New York Mets®
TS-45,Jose Canseco,Oakland AthleticsTM
TS-46,Nolan Arenado,Colorado RockiesTM
TS-47,Kris Bryant,Chicago Cubs®
TS-48,Miguel Sano,Minnesota Twins®
