Card Set,Number,Player,Team
Base,1,Aaron Judge,New York Yankees
Base,2,Clayton Kershaw,Los Angeles Dodgers
Base,3,Dylan Bundy,Baltimore Orioles
Base,4,Kevin Pillar,Toronto Blue Jays
Base,5,Chris Tillman,Baltimore Orioles
Base,6,Dominic Smith,New York Mets
Base,7,Clint Frazier,New York Yankees
Base,8,Detroit Tigers,Detroit Tigers
Base,9,Jon Gray,Colorado Rockies
Base,10,Francisco Lindor,Cleveland Indians
Base,11,Aaron Nola,Philadelphia Phillies
Base,12,Joey Gallo,Texas Rangers
Base,13,Jay Bruce,Cleveland Indians
Base,14,Amir Garrett,Cincinnati Reds
Base,15,Andrelton Simmons,Los Angeles Angels
Base,16,Daniel Coulombe,Oakland Athletics
Base,17,Robbie Ray,Arizona Diamondbacks
Base,18,Rafael Devers,Boston Red Sox
Base,19,Garrett Richards,Los Angeles Angels
Base,20,Chris Sale,Boston Red Sox
Base,21,Harrison Bader,St. Louis Cardinals
Base,22,Edinson Volquez,Miami Marlins
Base,23,Jordy Mercer,Pittsburgh Pirates
Base,24,Martin Maldonado,Los Angeles Angels
Base,25,Manny Machado,Baltimore Orioles
Base,26,Cesar Hernandez,Philadelphia Phillies
Base,27,Josh Tomlin,Cleveland Indians
Base,28,Jayson Werth,Washington Nationals
Base,29,Hunter Renfroe,San Diego Padres
Base,30,Carlos Correa,Houston Astros
Base,31,Corey Kluber,Cleveland Indians
Base,32,Jose Iglesias,Detroit Tigers
Base,33,Dexter Fowler,St. Louis Cardinals
Base,34,Luis Severino,New York Yankees
Base,35,Logan Forsythe,Los Angeles Dodgers
Base,36,Anthony Rendon,Washington Nationals
Base,37,Corey Kluber,Cleveland Indians
Base,38,Danny Salazar,Cleveland Indians
Base,39,Alex Bregman,Houston Astros
Base,40,Carlos Santana,Cleveland Indians
Base,41,Daniel Norris,Detroit Tigers
Base,42,Cody Bellinger,Los Angeles Dodgers
Base,43,Eduardo Rodriguez,Boston Red Sox
Base,44,Trea Turner,Washington Nationals
Base,45,Giancarlo Stanton,Miami Marlins
Base,46,Cam Bedrosian,Los Angeles Angels
Base,47,Hunter Pence,San Francisco Giants
Base,48,Boston Red Sox,Boston Red Sox
Base,49,Ervin Santana,Minnesota Twins
Base,50,Anthony Rizzo,Chicago Cubs
Base,51,Michael Wacha,St. Louis Cardinals
Base,52,Brad Hand,San Diego Padres
Base,53,Alex Avila,Chicago Cubs
Base,54,Chase Anderson,Milwaukee Brewers
Base,55,Raisel Iglesias,Cincinnati Reds
Base,56,Rougned Odor,Texas Rangers
Base,57,Scott Feldman,Cincinnati Reds
Base,58,Ryan Zimmerman,Washington Nationals
Base,59,Clayton Kershaw,Los Angeles Dodgers
Base,60,Starling Marte,Pittsburgh Pirates
Base,61,Keon Broxton,Milwaukee Brewers
Base,62,Austin Hays,Baltimore Orioles
Base,63,Amed Rosario,New York Mets
Base,64,Giancarlo Stanton,Miami Marlins
Base,65,Alex Wood,Los Angeles Dodgers
Base,66,Ian Kennedy,Kansas City Royals
Base,67,Aledmys Diaz,St. Louis Cardinals
Base,68,Billy Hamilton,Cincinnati Reds
Base,69,Jed Lowrie,Oakland Athletics
Base,70,Johnny Cueto,San Francisco Giants
Base,71,Mike Foltynewicz,Atlanta Braves
Base,72,Cheslor Cuthbert,Kansas City Royals
Base,73,Miami Marlins,Miami Marlins
Base,74,Roberto Osuna,Toronto Blue Jays
Base,75,Andrew Miller,Cleveland Indians
Base,76,Eduardo Nunez,Boston Red Sox
Base,77,Martin Prado,Miami Marlins
Base,78,Carlos Carrasco,Cleveland Indians
Base,79,J.T. Realmuto,Miami Marlins
Base,80,Dellin Betances,New York Yankees
Base,81,Adam Wainwright,St. Louis Cardinals
Base,82,Justin Smoak,Toronto Blue Jays
Base,83,Howie Kendrick,Washington Nationals
Base,84,Todd Frazier,New York Yankees
Base,85,Antonio Senzatela,Colorado Rockies
Base,86,Eric Hosmer,Kansas City Royals
Base,87,Brandon Phillips,Los Angeles Angels
Base,88,Michael Conforto,New York Mets
Base,89,Yasiel Puig,Los Angeles Dodgers
Base,90,Miguel Cabrera,Detroit Tigers
Base,91,Travis d'Arnaud,New York Mets
Base,92,Charlie Blackmon,Colorado Rockies
Base,93,Jack Flaherty,St. Louis Cardinals
Base,94,Robbie Grossman,Minnesota Twins
Base,95,Tyler Mahle,Cincinnati Reds
Base,96,David Dahl,Colorado Rockies
Base,97,Dinelson Lamet,San Diego Padres
Base,98,Chicago White Sox,Chicago White Sox
Base,99,Greg Allen,Cleveland Indians
Base,100,Giancarlo Stanton,Miami Marlins
Base,101,Avisail Garcia,Chicago White Sox
Base,102,Wil Myers,San Diego Padres
Base,103,Christian Vazquez,Boston Red Sox
Base,104,Mitch Moreland,Boston Red Sox
Base,105,Daniel Murphy,Washington Nationals
Base,106,Jharel Cotton,Oakland Athletics
Base,107,Jorge Polanco,Minnesota Twins
Base,108,Justin Turner,Los Angeles Dodgers
Base,109,Starlin Castro,New York Yankees
Base,110,Carlos Gonzalez,Colorado Rockies
Base,111,Aaron Judge,New York Yankees
Base,112,Pat Valaika,Colorado Rockies
Base,113,Gio Gonzalez,Washington Nationals
Base,114,Cody Bellinger,Los Angeles Dodgers
Base,115,Zack Granite,Minnesota Twins
Base,116,Ariel Miranda,Seattle Mariners
Base,117,Kendrys Morales,Toronto Blue Jays
Base,118,Ian Happ,Chicago Cubs
Base,119,Los Angeles Angels,Los Angeles Angels
Base,120,Carlos Carrasco,Cleveland Indians
Base,121,Rich Hill,Los Angeles Dodgers
Base,122,Chris Owings,Arizona Diamondbacks
Base,123,A.J. Ramos,New York Mets
Base,124,Julio Urias,Los Angeles Dodgers
Base,125,Yoenis Cespedes,New York Mets
Base,126,National League,National League
Base,127,Byron Buxton,Minnesota Twins
Base,128,Jake Marisnick,Houston Astros
Base,129,Chris Sale,Boston Red Sox
Base,130,Brian Dozier,Minnesota Twins
Base,131,Jonathan Schoop,Baltimore Orioles
Base,132,Marcell Ozuna,Miami Marlins
Base,133,Nomar Mazara,Texas Rangers
Base,134,Lance Lynn,St. Louis Cardinals
Base,135,Atlanta Braves,Atlanta Braves
Base,136,Raudy Read,Washington Nationals
Base,137,Michael Lorenzen,Cincinnati Reds
Base,138,Luiz Gohara,Atlanta Braves
Base,139,Zach Davies,Milwaukee Brewers
Base,140,Mookie Betts,Boston Red Sox
Base,141,Brandon Drury,Arizona Diamondbacks
Base,142,Adam Jones,Baltimore Orioles
Base,143,James Paxton,Seattle Mariners
Base,144,Jean Segura,Seattle Mariners
Base,145,Michael Fulmer,Detroit Tigers
Base,146,Zack Greinke,Arizona Diamondbacks
Base,147,Randal Grichuk,St. Louis Cardinals
Base,148,Richard Urena,Toronto Blue Jays
Base,149,John Jaso,Pittsburgh Pirates
Base,150,Nolan Arenado,Colorado Rockies
Base,151,Ryan McMahon,Colorado Rockies
Base,152,Matt Barnes,Boston Red Sox
Base,153,Scooter Gennett,Cincinnati Reds
Base,154,George Springer,Houston Astros
Base,155,Matt Joyce,Oakland Athletics
Base,156,Milwaukee Brewers,Milwaukee Brewers
Base,157,Ichiro,Miami Marlins
Base,158,Stephen Piscotty,St. Louis Cardinals
