Card Set,Number,Player,Team
Base,1,Shohei Ohtani,Los Angeles Angels
Base,2,Byron Buxton,Minnesota Twins
Base,3,Scott Kingery,Philadelphia Phillies
Base,4,Michael Fulmer,Detroit Tigers
Base,5,Starlin Castro,Miami Marlins
Base,6,Anthony Rizzo,Chicago Cubs
Base,7,Mookie Betts,Boston Red Sox
Base,8,Rafael Devers,Boston Red Sox
Base,9,Nelson Cruz,Seattle Mariners
Base,10,Gary Sanchez,New York Yankees
Base,11,Amed Rosario,New York Mets
Base,12,Tyler O'Neill,St. Louis Cardinals
Base,13,Christian Yelich,Milwaukee Brewers
Base,14,Yoan Moncada,Chicago White Sox
Base,15,Justin Verlander,Houston Astros
Base,16,Jordan Hicks,St. Louis Cardinals
Base,17,Joey Lucchesi,San Diego Padres
Base,18,Lucas Giolito,Chicago White Sox
Base,19,Sandy Alcantara,Miami Marlins
Base,20,Ender Inciarte,Atlanta Braves
Base,21,Clint Frazier,New York Yankees
Base,22,Aaron Nola,Philadelphia Phillies
Base,23,Alex Gordon,Kansas City Royals
Base,24,Salvador Perez,Kansas City Royals
Base,25,Rhys Hoskins,Philadelphia Phillies
Base,26,Cole Hamels,Texas Rangers
Base,27,Yoenis Cespedes,New York Mets
Base,28,Odubel Herrera,Philadelphia Phillies
Base,29,Albert Pujols,Los Angeles Angels
Base,30,Yu Darvish,Chicago Cubs
Base,31,Francisco Lindor,Cleveland Indians
Base,32,Joey Votto,Cincinnati Reds
Base,33,Francisco Mejia,Cleveland Indians
Base,34,Walker Buehler,Los Angeles Dodgers
Base,35,Nick Williams,Philadelphia Phillies
Base,36,Ryan McMahon,Colorado Rockies
Base,37,Mike Trout,Los Angeles Angels
Base,38,Adrian Beltre,Texas Rangers
Base,39,Billy Hamilton,Cincinnati Reds
Base,40,Ronald Acuña Jr.,Atlanta Braves
Base,41,Tyler Mahle,Cincinnati Reds
Base,42,Matt Chapman,Oakland Athletics
Base,43,Johnny Cueto,San Francisco Giants
Base,44,Dominic Smith,New York Mets
Base,45,Carlos Correa,Houston Astros
Base,46,Josh Harrison,Pittsburgh Pirates
Base,47,Alex Verdugo,Los Angeles Dodgers
Base,48,Yadier Molina,St. Louis Cardinals
Base,49,Josh Bell,Pittsburgh Pirates
Base,50,Kris Bryant,Chicago Cubs
Base,51,Willie Calhoun,Texas Rangers
Base,52,Victor Robles,Washington Nationals
Base,53,Andrew Benintendi,Boston Red Sox
Base,54,Garrett Cooper,Miami Marlins
Base,55,Matt Olson,Oakland Athletics
Base,56,Andrew Stevenson,Washington Nationals
Base,57,Corey Seager,Los Angeles Dodgers
Base,58,J.D. Martinez,Boston Red Sox
Base,59,Buster Posey,San Francisco Giants
Base,60,Justin Upton,Los Angeles Angels
Base,61,Miguel Cabrera,Detroit Tigers
Base,62,Roberto Osuna,Toronto Blue Jays
Base,63,Chris Archer,Tampa Bay Rays
Base,64,Mike Soroka,Atlanta Braves
Base,65,J.P. Crawford,Philadelphia Phillies
Base,66,Paul Goldschmidt,Arizona Diamondbacks
Base,67,Ichiro,Seattle Mariners
Base,68,Harrison Bader,St. Louis Cardinals
Base,69,Miguel Andujar,New York Yankees
Base,70,Nolan Arenado,Colorado Rockies
Base,71,Giancarlo Stanton,New York Yankees
Base,72,Jack Flaherty,St. Louis Cardinals
Base,73,Kevin Kiermaier,Tampa Bay Rays
Base,74,Tim Beckham,Baltimore Orioles
Base,75,Justin Bour,Miami Marlins
Base,76,Tomas Nido,New York Mets
Base,77,Chance Sisco,Baltimore Orioles
Base,78,Todd Frazier,New York Mets
Base,79,Charlie Blackmon,Colorado Rockies
Base,80,Dustin Fowler,Oakland Athletics
Base,81,Zack Granite,Minnesota Twins
Base,82,Eric Hosmer,San Diego Padres
Base,83,Gleyber Torres,New York Yankees
