Card Set,Number,Player,Team
Base,1,Aaron Judge,New York Yankees
Base,2,Marcus Stroman,Toronto Blue Jays
Base,3,Tim Beckham,Baltimore Orioles
Base,4,Jack Flaherty,St. Louis Cardinals
Base,5,Alex Reyes,St. Louis Cardinals
Base,6,Didi Gregorius,New York Yankees
Base,7,Eric Thames,Milwaukee Brewers
Base,8,Josh Donaldson,Toronto Blue Jays
Base,9,Victor Arano,Philadelphia Phillies
Base,10,Masahiro Tanaka,New York Yankees
Base,11,Kevin Pillar,Toronto Blue Jays
Base,12,Tyler Mahle,Cincinnati Reds
Base,13,Miguel Gomez,San Francisco Giants
Base,14,Miguel Andujar,New York Yankees
Base,15,Billy Hamilton,Cincinnati Reds
Base,16,Chris Davis,Baltimore Orioles
Base,17,George Springer,Houston Astros
Base,18,Wil Myers,San Diego Padres
Base,19,Taijuan Walker,Arizona Diamondbacks
Base,20,Corey Kluber,Cleveland Indians
Base,21,Ryan McMahon,Colorado Rockies
Base,22,Brian Anderson,Miami Marlins
Base,23,Freddie Freeman,Atlanta Braves
Base,24,Yadier Molina,St. Louis Cardinals
Base,25,Rafael Devers,Boston Red Sox
Base,26,Miguel Cabrera,Detroit Tigers
Base,27,Max Kepler,Minnesota Twins
Base,28,Gregory Polanco,Pittsburgh Pirates
Base,29,Buster Posey,San Francisco Giants
Base,30,Alex Colome,Tampa Bay Rays
Base,31,Gleyber Torres,New York Yankees
Base,32,Tyler Wade,New York Yankees
Base,33,Matt Carpenter,St. Louis Cardinals
Base,34,Luis Castillo,Cincinnati Reds
Base,35,Tyler O'Neill,St. Louis Cardinals
Base,36,Justin Turner,Los Angeles Dodgers
Base,37,Paul Goldschmidt,Arizona Diamondbacks
Base,38,Marwin Gonzalez,Houston Astros
Base,39,Alex Wood,Los Angeles Dodgers
Base,40,Harrison Bader,St. Louis Cardinals
Base,41,Eugenio Suarez,Cincinnati Reds
Base,42,Lucas Sims,Atlanta Braves
Base,43,Richard Urena,Toronto Blue Jays
Base,44,Tim Anderson,Chicago White Sox
Base,45,Albert Pujols,Los Angeles Angels
Base,46,Odubel Herrera,Philadelphia Phillies
Base,47,Byron Buxton,Minnesota Twins
Base,48,Jose Quintana,Chicago Cubs
Base,49,Anthony Rizzo,Chicago Cubs
Base,50,Kris Bryant,Chicago Cubs
Base,51,Ian Happ,Chicago Cubs
Base,52,Robinson Cano,Seattle Mariners
Base,53,Craig Kimbrel,Boston Red Sox
Base,54,Anthony Banda,Tampa Bay Rays
Base,55,Trevor Bauer,Cleveland Indians
Base,56,Kyle Schwarber,Chicago Cubs
Base,57,Jacob Faria,Tampa Bay Rays
Base,58,Ender Inciarte,Atlanta Braves
Base,59,Hanley Ramirez,Boston Red Sox
Base,60,Amed Rosario,New York Mets
Base,61,J.P. Crawford,Philadelphia Phillies
Base,62,Manny Margot,San Diego Padres
Base,63,Lucas Giolito,Chicago White Sox
Base,64,Matt Olson,Oakland Athletics
Base,65,Luis Severino,New York Yankees
Base,66,Max Fried,Atlanta Braves
Base,67,Khris Davis,Oakland Athletics
Base,68,Justin Bour,Miami Marlins
Base,69,Chris Sale,Boston Red Sox
Base,70,Rhys Hoskins,Philadelphia Phillies
Base,71,Walker Buehler,Los Angeles Dodgers
Base,72,Ozzie Albies,Atlanta Braves
Base,73,Francisco Lindor,Cleveland Indians
Base,74,Andrew McCutchen,San Francisco Giants
Base,75,Jameson Taillon,Pittsburgh Pirates
Base,76,Erick Fedde,Washington Nationals
Base,77,Parker Bridwell,Los Angeles Angels
Base,78,Josh Bell,Pittsburgh Pirates
Base,79,Paul DeJong,St. Louis Cardinals
Base,80,German Marquez,Colorado Rockies
Base,81,Rougned Odor,Texas Rangers
Base,82,Raisel Iglesias,Cincinnati Reds
Base,83,Chris Taylor,Los Angeles Dodgers
Base,84,Greg Allen,Cleveland Indians
Base,85,Kendrys Morales,Toronto Blue Jays
Base,86,Addison Russell,Chicago Cubs
Base,87,Austin Hays,Baltimore Orioles
Base,88,Luke Weaver,St. Louis Cardinals
Base,89,Ryan Braun,Milwaukee Brewers
Base,90,Nicky Delmonico,Chicago White Sox
Base,91,Kenley Jansen,Los Angeles Dodgers
Base,92,Francisco Mejia,Cleveland Indians
Base,93,Domingo Santana,Milwaukee Brewers
Base,94,Manny Machado,Baltimore Orioles
Base,95,Evan Longoria,San Francisco Giants
Base,96,Justin Verlander,Houston Astros
Base,97,Andrelton Simmons,Los Angeles Angels
Base,98,Jonathan Schoop,Baltimore Orioles
Base,99,Noah Syndergaard,New York Mets
Base,100,Mike Trout,Los Angeles Angels
Base,101,Jen-Ho Tseng,Chicago Cubs
Base,102,Chris Archer,Tampa Bay Rays
Base,103,Carlos Correa,Houston Astros
Base,104,Nicholas Castellanos,Detroit Tigers
Base,105,Travis Shaw,Milwaukee Brewers
Base,106,Jake Lamb,Arizona Diamondbacks
Base,107,Salvador Perez,Kansas City Royals
Base,108,Joey Gallo,Texas Rangers
Base,109,Brett Gardner,New York Yankees
Base,110,Jackson Stephens,Cincinnati Reds
Base,111,Brandon Crawford,San Francisco Giants
Base,112,David Robertson,New York Yankees
Base,113,Willie Calhoun,Texas Rangers
Base,114,Nelson Cruz,Seattle Mariners
Base,115,Jackie Bradley Jr.,Boston Red Sox
Base,116,Maikel Franco,Philadelphia Phillies
Base,117,Andrew Miller,Cleveland Indians
Base,118,Tommy Pham,St. Louis Cardinals
Base,119,Yoenis Cespedes,New York Mets
Base,120,Raudy Read,Washington Nationals
Base,121,Clayton Kershaw,Los Angeles Dodgers
Base,122,Dillon Peters,Miami Marlins
Base,123,Joey Votto,Cincinnati Reds
Base,124,Lewis Brinson,Miami Marlins
Base,125,Luiz Gohara,Atlanta Braves
Base,126,Scott Kingery,Philadelphia Phillies
Base,127,Felix Jorge,Minnesota Twins
Base,128,Sandy Alcantara,Miami Marlins
Base,129,Robbie Ray,Arizona Diamondbacks
Base,130,Elvis Andrus,Texas Rangers
Base,131,Adrian Beltre,Texas Rangers
Base,132,Cody Bellinger,Los Angeles Dodgers
Base,133,Chance Sisco,Baltimore Orioles
Base,134,Cole Hamels,Texas Rangers
Base,135,Orlando Arcia,Milwaukee Brewers
Base,136,Michael Conforto,New York Mets
Base,137,Sean Doolittle,Washington Nationals
Base,138,Adam Jones,Baltimore Orioles
Base,139,Bryce Harper,Washington Nationals
Base,140,Brian Dozier,Minnesota Twins
Base,141,Starlin Castro,Miami Marlins
Base,142,Trey Mancini,Baltimore Orioles
Base,143,Jacob deGrom,New York Mets
Base,144,Whit Merrifield,Kansas City Royals
Base,145,Max Scherzer,Washington Nationals
Base,146,Trea Turner,Washington Nationals
Base,147,Nick Williams,Philadelphia Phillies
Base,148,Clint Frazier,New York Yankees
Base,149,Marcell Ozuna,St. Louis Cardinals
Base,150,Shohei Ohtani,Los Angeles Angels
Base,151,Andrew Benintendi,Boston Red Sox
Base,152,Tomas Nido,New York Mets
Base,153,Ervin Santana,Minnesota Twins
Base,154,Zack Granite,Minnesota Twins
Base,155,Edwin Diaz,Seattle Mariners
Base,156,Zack Greinke,Arizona Diamondbacks
Base,157,Dustin Fowler,Oakland Athletics
Base,158,Paul Blackburn,Oakland Athletics
Base,159,Kyle Seager,Seattle Mariners
Base,160,Yoan Moncada,Chicago White Sox
Base,161,Cody Allen,Cleveland Indians
Base,162,Dominic Smith,New York Mets
Base,163,Nolan Arenado,Colorado Rockies
Base,164,Troy Scribner,Los Angeles Angels
Base,165,Anthony Rendon,Washington Nationals
Base,166,Dallas Keuchel,Houston Astros
Base,167,Alex Verdugo,Los Angeles Dodgers
Base,168,Yuli Gurriel,Houston Astros
Base,169,Jose Abreu,Chicago White Sox
Base,170,Aaron Altherr,Philadelphia Phillies
Base,171,Jon Gray,Colorado Rockies
Base,172,Jay Bruce,New York Mets
Base,173,Carlos Carrasco,Cleveland Indians
Base,174,Greg Bird,New York Yankees
Base,175,Victor Robles,Washington Nationals
Base,176,Michael Fulmer,Detroit Tigers
Base,177,J.D. Davis,Houston Astros
Base,178,Nomar Mazara,Texas Rangers
Base,179,Brandon Woodruff,Milwaukee Brewers
Base,180,A.J. Minter,Atlanta Braves
Base,181,Kenta Maeda,Los Angeles Dodgers
Base,182,Gary Sanchez,New York Yankees
Base,183,Mookie Betts,Boston Red Sox
Base,184,Hunter Renfroe,San Diego Padres
Base,185,Stephen Strasburg,Washington Nationals
Base,186,Giancarlo Stanton,New York Yankees
Base,187,Jose Berrios,Minnesota Twins
Base,188,Garrett Cooper,Miami Marlins
Base,189,Jose Ramirez,Cleveland Indians
Base,190,Matt Chapman,Oakland Athletics
Base,191,Jon Lester,Chicago Cubs
Base,192,Corey Seager,Los Angeles Dodgers
Base,193,Ronald Acuña Jr.,Atlanta Braves
Base,194,Charlie Blackmon,Colorado Rockies
Base,195,Alex Bregman,Houston Astros
Base,196,Daniel Murphy,Washington Nationals
Base,197,Willson Contreras,Chicago Cubs
Base,198,Andrew Stevenson,Washington Nationals
Base,199,Edwin Encarnacion,Cleveland Indians
Base,200,Jose Altuve,Houston Astros
Base Image Variation,1,Aaron Judge,New York Yankees
Base Image Variation,8,Josh Donaldson,Toronto Blue Jays
Base Image Variation,25,Rafael Devers,Boston Red Sox
Base Image Variation,29,Buster Posey,San Francisco Giants
Base Image Variation,49,Anthony Rizzo,Chicago Cubs
Base Image Variation,50,Kris Bryant,Chicago Cubs
Base Image Variation,52,Robinson Cano,Seattle Mariners
Base Image Variation,60,Amed Rosario,New York Mets
Base Image Variation,70,Rhys Hoskins,Philadelphia Phillies
Base Image Variation,72,Ozzie Albies,Atlanta Braves
Base Image Variation,73,Francisco Lindor,Cleveland Indians
Base Image Variation,94,Manny Machado,Baltimore Orioles
Base Image Variation,99,Noah Syndergaard,New York Mets
Base Image Variation,100,Mike Trout,Los Angeles Angels
Base Image Variation,121,Clayton Kershaw,Los Angeles Dodgers
Base Image Variation,139,Bryce Harper,Washington Nationals
Base Image Variation,147,Nick Williams,Philadelphia Phillies
Base Image Variation,148,Clint Frazier,New York Yankees
Base Image Variation,150,Shohei Ohtani,Los Angeles Angels
Base Image Variation,151,Andrew Benintendi,Boston Red Sox
Base Image Variation,162,Dominic Smith,New York Mets
Base Image Variation,167,Alex Verdugo,Los Angeles Dodgers
Base Image Variation,175,Victor Robles,Washington Nationals
Base Image Variation,186,Giancarlo Stanton,New York Yankees
Base Image Variation,200,Jose Altuve,Houston Astros
1983 Topps Baseball,83T-1,Aaron Judge,New York Yankees
1983 Topps Baseball,83T-2,Amed Rosario,New York Mets
1983 Topps Baseball,83T-3,Ian Happ,Chicago Cubs
1983 Topps Baseball,83T-4,Mookie Betts,Boston Red Sox
1983 Topps Baseball,83T-5,Carlos Correa,Houston Astros
1983 Topps Baseball,83T-6,Shohei Ohtani,Los Angeles Angels
1983 Topps Baseball,83T-7,Didi Gregorius,New York Yankees
1983 Topps Baseball,83T-8,Victor Robles,Washington Nationals
1983 Topps Baseball,83T-9,Manny Machado,Baltimore Orioles
1983 Topps Baseball,83T-10,Kris Bryant,Chicago Cubs
1983 Topps Baseball,83T-11,Matt Olson,Oakland Athletics
1983 Topps Baseball,83T-12,Mike Trout,Los Angeles Angels
1983 Topps Baseball,83T-13,Jake Lamb,Arizona Diamondbacks
1983 Topps Baseball,83T-14,Noah Syndergaard,New York Mets
1983 Topps Baseball,83T-15,Justin Turner,Los Angeles Dodgers
1983 Topps Baseball,83T-16,Dominic Smith,New York Mets
1983 Topps Baseball,83T-17,Clint Frazier,New York Yankees
1983 Topps Baseball,83T-18,Rafael Devers,Boston Red Sox
1983 Topps Baseball,83T-19,Paul Goldschmidt,Arizona Diamondbacks
1983 Topps Baseball,83T-20,Nick Williams,Philadelphia Phillies
1983 Topps Baseball,83T-21,Rhys Hoskins,Philadelphia Phillies
1983 Topps Baseball,83T-22,Paul DeJong,St. Louis Cardinals
1983 Topps Baseball,83T-23,Giancarlo Stanton,New York Yankees
1983 Topps Baseball,83T-24,Clayton Kershaw,Los Angeles Dodgers
1983 Topps Baseball,83T-25,Bryce Harper,Washington Nationals
Future Stars,FS-1,Aaron Judge,New York Yankees
Future Stars,FS-2,Matt Olson,Oakland Athletics
Future Stars,FS-3,Gary Sanchez,New York Yankees
Future Stars,FS-4,Sean Newcomb,Atlanta Braves
Future Stars,FS-5,Bradley Zimmer,Cleveland Indians
Future Stars,FS-6,Lucas Giolito,Chicago White Sox
Future Stars,FS-7,Jordan Montgomery,New York Yankees
Future Stars,FS-8,Franklin Barreto,Oakland Athletics
Future Stars,FS-9,Alex Bregman,Houston Astros
Future Stars,FS-10,Christian Arroyo,San Francisco Giants
Future Stars,FS-11,Jacob Faria,Tampa Bay Rays
Future Stars,FS-12,Ian Happ,Chicago Cubs
Future Stars,FS-13,Andrew Benintendi,Boston Red Sox
Future Stars,FS-14,Joe Jimenez,Detroit Tigers
