Card Set,Number,Player,Team
Base,1,Aaron Judge,New York Yankees
Base,2,Luis Severino,New York Yankees
Base,3,Jack Flaherty,St. Louis Cardinals
Base,4,Noah Syndergaard,New York Mets
Base,5,Nicky Delmonico,Chicago White Sox
Base,6,Jacob Faria,Tampa Bay Rays
Base,7,Ryan McMahon,Colorado Rockies
Base,8,Tzu-Wei Lin,Boston Red Sox
Base,9,Ryon Healy,Seattle Mariners
Base,10,Max Fried,Atlanta Braves
Base,11,Zack Greinke,Arizona Diamondbacks
Base,12,Trey Mancini,Baltimore Orioles
Base,13,Jose Berrios,Minnesota Twins
Base,14,Harrison Bader,St. Louis Cardinals
Base,15,Dustin Fowler,Oakland Athletics
Base,16,Andrew Stevenson,Washington Nationals
Base,17,Bryce Harper,Washington Nationals
Base,18,Joe Jimenez,Detroit Tigers
Base,19,Kenley Jansen,Los Angeles Dodgers
Base,20,Sean Newcomb,Atlanta Braves
Base,21,Paul Blackburn,Oakland Athletics
Base,22,Garrett Cooper,Miami Marlins
Base,23,Ichiro,Miami Marlins
Base,24,Francisco Lindor,Cleveland Indians
Base,25,Victor Robles,Washington Nationals
Base,26,Greg Allen,Cleveland Indians
Base,27,Anthony Banda,Arizona Diamondbacks
Base,28,Nick Williams,Philadelphia Phillies
Base,29,Keon Broxton,Milwaukee Brewers
Base,30,Brett Phillips,Milwaukee Brewers
Base,31,Jonathan Schoop,Baltimore Orioles
Base,32,Brandon Woodruff,Milwaukee Brewers
Base,33,Jose Altuve,Houston Astros
Base,34,Lewis Brinson,Milwaukee Brewers
Base,35,Tyler Austin,New York Yankees
Base,36,Alex Verdugo,Los Angeles Dodgers
Base,37,Corey Seager,Los Angeles Dodgers
Base,38,Raimel Tapia,Colorado Rockies
Base,39,Clayton Kershaw,Los Angeles Dodgers
Base,40,Tyler Wade,New York Yankees
Base,41,Nolan Arenado,Colorado Rockies
Base,42,Dominic Smith,New York Mets
Base,43,German Marquez,Colorado Rockies
Base,44,Freddie Freeman,Atlanta Braves
Base,45,Carlos Correa,Houston Astros
Base,46,Matt Olson,Oakland Athletics
Base,47,Jordan Montgomery,New York Yankees
Base,48,Austin Hays,Baltimore Orioles
Base,49,Domingo Santana,Milwaukee Brewers
Base,50,Rafael Devers,Boston Red Sox
Base,51,Luiz Gohara,Atlanta Braves
Base,52,Miguel Gomez,San Francisco Giants
Base,53,Hunter Renfroe,San Diego Padres
Base,54,Miguel Andujar,New York Yankees
Base,55,Andrew Benintendi,Boston Red Sox
Base,56,Tyler Mahle,Cincinnati Reds
Base,57,Alex Bregman,Houston Astros
Base,58,Rhys Hoskins,Philadelphia Phillies
Base,59,J.D. Davis,Houston Astros
Base,60,Brian Anderson,Miami Marlins
Base,61,George Springer,Houston Astros
Base,62,Walker Buehler,Los Angeles Dodgers
Base,63,Adrian Beltre,Texas Rangers
Base,64,Bradley Zimmer,Cleveland Indians
Base,65,Lucas Sims,Atlanta Braves
Base,66,Anthony Rizzo,Chicago Cubs
Base,67,Zack Granite,Minnesota Twins
Base,68,Francisco Mejia,Cleveland Indians
Base,69,Steven Souza Jr.,Tampa Bay Rays
Base,70,Chance Sisco,Baltimore Orioles
Base,71,Sandy Alcantara,Miami Marlins
Base,72,Jose Ramirez,Cleveland Indians
Base,73,Ozzie Albies,Atlanta Braves
Base,74,Billy Hamilton,Cincinnati Reds
Base,75,Giancarlo Stanton,New York Yankees
Base,76,Cody Bellinger,Los Angeles Dodgers
Base,77,Gary Sanchez,New York Yankees
Base,78,J.P. Crawford,Philadelphia Phillies
Base,79,Manny Machado,Baltimore Orioles
Base,80,Paul DeJong,St. Louis Cardinals
Base,81,Jake Lamb,Arizona Diamondbacks
Base,82,Jacob deGrom,New York Mets
Base,83,Franklin Barreto,Oakland Athletics
Base,84,Jose Abreu,Chicago White Sox
Base,85,Luke Weaver,St. Louis Cardinals
Base,86,Kris Bryant,Chicago Cubs
Base,87,Willie Calhoun,Texas Rangers
Base,88,Clint Frazier,New York Yankees
Base,89,Mike Clevinger,Cleveland Indians
Base,90,Mookie Betts,Boston Red Sox
Base,91,Lucas Giolito,Chicago White Sox
Base,92,Christian Arroyo,Tampa Bay Rays
Base,93,Josh Donaldson,Toronto Blue Jays
Base,94,Parker Bridwell,Los Angeles Angels
Base,95,Erick Fedde,Washington Nationals
Base,96,Felix Jorge,Minnesota Twins
Base,97,Manny Margot,San Diego Padres
Base,98,Ian Happ,Chicago Cubs
Base,99,Amed Rosario,New York Mets
Base,100,Mike Trout,Los Angeles Angels
Rookie and Emerging Star Autographs,RES-AB,Alex Bregman,Houston Astros
Rookie and Emerging Star Autographs,RES-ABA,Anthony Banda,Arizona Diamondbacks
Rookie and Emerging Star Autographs,RES-AG,Amir Garrett,Cincinnati Reds
Rookie and Emerging Star Autographs,RES-AH,Austin Hays,Baltimore Orioles
Rookie and Emerging Star Autographs,RES-AJ,Aaron Judge,New York Yankees
Rookie and Emerging Star Autographs,RES-AR,Amed Rosario,New York Mets
Rookie and Emerging Star Autographs,RES-AS,Andrew Stevenson,Washington Nationals
Rookie and Emerging Star Autographs,RES-AV,Alex Verdugo,Los Angeles Dodgers
Rookie and Emerging Star Autographs,RES-BM,Bruce Maxwell,Oakland Athletics
Rookie and Emerging Star Autographs,RES-BP,Brett Phillips,Milwaukee Brewers
Rookie and Emerging Star Autographs,RES-BW,Brandon Woodruff,Milwaukee Brewers
Rookie and Emerging Star Autographs,RES-BZ,Bradley Zimmer,Cleveland Indians
Rookie and Emerging Star Autographs,RES-CA,Christian Arroyo,San Francisco Giants
Rookie and Emerging Star Autographs,RES-CF,Clint Frazier,New York Yankees
Rookie and Emerging Star Autographs,RES-CFU,Carson Fulmer,Chicago White Sox
Rookie and Emerging Star Autographs,RES-CS,Chance Sisco,Baltimore Orioles
Rookie and Emerging Star Autographs,RES-DF,Dustin Fowler,Oakland Athletics
Rookie and Emerging Star Autographs,RES-DS,Dominic Smith,New York Mets
Rookie and Emerging Star Autographs,RES-FB,Franklin Barreto,Oakland Athletics
Rookie and Emerging Star Autographs,RES-GA,Greg Allen,Cleveland Indians
Rookie and Emerging Star Autographs,RES-GCO,Garrett Cooper,New York Yankees
Rookie and Emerging Star Autographs,RES-GM,German Marquez,Colorado Rockies
Rookie and Emerging Star Autographs,RES-HB,Harrison Bader,St. Louis Cardinals
Rookie and Emerging Star Autographs,RES-HR,Hunter Renfroe,San Diego Padres
Rookie and Emerging Star Autographs,RES-IH,Ian Happ,Chicago Cubs
Rookie and Emerging Star Autographs,RES-JCR,J.P. Crawford,Philadelphia Phillies
Rookie and Emerging Star Autographs,RES-JD,J.D. Davis,Houston Astros
Rookie and Emerging Star Autographs,RES-JF,Jacob Faria,Tampa Bay Rays
