Card Set,Number,Player,Team,Seq.
All-NBA Materials,1,Giannis Antetokounmpo,Milwaukee Bucks,99
All-NBA Materials,2,Kevin Love,Cleveland Cavaliers,99
All-NBA Materials,3,LaMarcus Aldridge,San Antonio Spurs,99
All-NBA Materials,4,Chris Paul,Oklahoma City Thunder,49
All-NBA Materials,5,Andre Drummond,Detroit Pistons,99
All-NBA Materials,6,James Harden,Houston Rockets,99
All-NBA Materials,7,Joel Embiid,Philadelphia 76ers,99
All-NBA Materials,8,Kyle Lowry,Toronto Raptors,99
All-NBA Materials,9,Rudy Gobert,Utah Jazz,99
All-NBA Materials,10,Victor Oladipo,Indiana Pacers,99
All-NBA Materials,11,Jimmy Butler,Miami Heat,49
All-NBA Materials,12,Stephen Curry,Golden State Warriors,99
All-NBA Materials,13,LeBron James,Los Angeles Lakers,49
All-NBA Materials,14,Damian Lillard,Portland Trail Blazers,99
All-NBA Materials,15,Anthony Davis,Los Angeles Lakers,49
All-NBA Materials,16,Kemba Walker,Boston Celtics,49
All-NBA Materials,17,Karl-Anthony Towns,Minnesota Timberwolves,99
All-NBA Materials,18,Kyrie Irving,Brooklyn Nets,49
All-NBA Materials,19,Blake Griffin,Detroit Pistons,99
All-NBA Materials,20,Marc Gasol,Toronto Raptors,49
All-NBA Materials,21,Kawhi Leonard,Los Angeles Clippers,49
All-NBA Materials,22,Klay Thompson,Golden State Warriors,99
All-NBA Materials,23,Paul George,Los Angeles Clippers,49
All-NBA Materials,24,DeMar DeRozan,San Antonio Spurs,99
All-NBA Materials,25,DeAndre Jordan,Brooklyn Nets,49
All-NBA Materials,26,John Wall,Washington Wizards,99
All-NBA Materials,27,Nikola Jokic,Denver Nuggets,99
All-NBA Materials,28,Russell Westbrook,Houston Rockets,49
All-NBA Materials,29,Draymond Green,Golden State Warriors,99
All-NBA Materials,30,Goran Dragic,Miami Heat,99
All-NBA Materials Prime,1,Giannis Antetokounmpo,Milwaukee Bucks,25
All-NBA Materials Prime,2,Kevin Love,Cleveland Cavaliers,25
All-NBA Materials Prime,3,LaMarcus Aldridge,San Antonio Spurs,10
All-NBA Materials Prime,4,Chris Paul,Oklahoma City Thunder,10
All-NBA Materials Prime,5,Andre Drummond,Detroit Pistons,25
All-NBA Materials Prime,6,James Harden,Houston Rockets,10
All-NBA Materials Prime,7,Joel Embiid,Philadelphia 76ers,10
All-NBA Materials Prime,8,Kyle Lowry,Toronto Raptors,25
All-NBA Materials Prime,9,Rudy Gobert,Utah Jazz,10
All-NBA Materials Prime,10,Victor Oladipo,Indiana Pacers,25
All-NBA Materials Prime,11,Jimmy Butler,Miami Heat,10
All-NBA Materials Prime,12,Stephen Curry,Golden State Warriors,10
All-NBA Materials Prime,13,LeBron James,Los Angeles Lakers,10
All-NBA Materials Prime,14,Damian Lillard,Portland Trail Blazers,10
All-NBA Materials Prime,15,Anthony Davis,Los Angeles Lakers,10
All-NBA Materials Prime,16,Kemba Walker,Boston Celtics,10
All-NBA Materials Prime,17,Karl-Anthony Towns,Minnesota Timberwolves,25
All-NBA Materials Prime,18,Kyrie Irving,Brooklyn Nets,10
All-NBA Materials Prime,19,Blake Griffin,Detroit Pistons,25
All-NBA Materials Prime,20,Marc Gasol,Toronto Raptors,10
All-NBA Materials Prime,21,Kawhi Leonard,Los Angeles Clippers,10
All-NBA Materials Prime,22,Klay Thompson,Golden State Warriors,10
All-NBA Materials Prime,23,Paul George,Los Angeles Clippers,10
All-NBA Materials Prime,24,DeMar DeRozan,San Antonio Spurs,10
All-NBA Materials Prime,25,DeAndre Jordan,Brooklyn Nets,10
All-NBA Materials Prime,26,John Wall,Washington Wizards,25
All-NBA Materials Prime,27,Nikola Jokic,Denver Nuggets,10
All-NBA Materials Prime,28,Russell Westbrook,Houston Rockets,10
All-NBA Materials Prime,29,Draymond Green,Golden State Warriors,10
All-NBA Materials Prime,30,Goran Dragic,Miami Heat,25
All-NBA Materials Super Prime,1,Giannis Antetokounmpo,Milwaukee Bucks,1
All-NBA Materials Super Prime,2,Kevin Love,Cleveland Cavaliers,1
All-NBA Materials Super Prime,3,LaMarcus Aldridge,San Antonio Spurs,1
All-NBA Materials Super Prime,4,Chris Paul,Oklahoma City Thunder,1
All-NBA Materials Super Prime,5,Andre Drummond,Detroit Pistons,1
All-NBA Materials Super Prime,6,James Harden,Houston Rockets,1
All-NBA Materials Super Prime,7,Joel Embiid,Philadelphia 76ers,1
All-NBA Materials Super Prime,8,Kyle Lowry,Toronto Raptors,1
All-NBA Materials Super Prime,9,Rudy Gobert,Utah Jazz,1
All-NBA Materials Super Prime,10,Victor Oladipo,Indiana Pacers,1
All-NBA Materials Super Prime,11,Jimmy Butler,Miami Heat,1
All-NBA Materials Super Prime,12,Stephen Curry,Golden State Warriors,1
All-NBA Materials Super Prime,13,LeBron James,Los Angeles Lakers,1
All-NBA Materials Super Prime,14,Damian Lillard,Portland Trail Blazers,1
All-NBA Materials Super Prime,15,Anthony Davis,Los Angeles Lakers,1
All-NBA Materials Super Prime,16,Kemba Walker,Boston Celtics,1
All-NBA Materials Super Prime,17,Karl-Anthony Towns,Minnesota Timberwolves,1
