Card Set,Number,Player,Team,Seq.
Autographs,41,Artis Gilmore,Jacksonville Dolphins,25
Autographs,42,Bob McAdoo,North Carolina Tar Heels,25
Autographs,43,Calvin Murphy,Niagara Purple Eagles,25
Autographs,44,Christian Laettner,Duke Blue Devils,25
Autographs,45,Dan Issel,Kentucky Wildcats,25
Autographs,46,David Robinson,Navy Midshipmen,25
Autographs,47,Elvin Hayes,Houston Cougars,25
Autographs,48,Eric Bledsoe,Kentucky Wildcats,25
Autographs,49,Hakeem Olajuwon,Houston Cougars,25
Autographs,50,Jamaal Wilkes,UCLA Bruins,25
Autographs,51,Jeff Sheppard,Kentucky Wildcats,25
Autographs,52,Jerry West,West Virginia Mountaineers,25
Autographs,53,JJ Redick,Duke Blue Devils,25
Autographs,54,Kyrie Irving,Duke Blue Devils,25
Autographs,55,Magic Johnson,Michigan State Spartans,25
Autographs,56,Marcus Camby,UMass Minutemen,25
Autographs,57,Mark Aguirre,DePaul Blue Demons,25
Autographs,58,Monte Morris,Iowa State Cyclones,25
Autographs,59,Sam Perkins,North Carolina Tar Heels,25
Autographs,60,Wayne Turner,Kentucky Wildcats,25
Autographs Gold,41,Artis Gilmore,Jacksonville Dolphins,10
Autographs Gold,42,Bob McAdoo,North Carolina Tar Heels,10
Autographs Gold,43,Calvin Murphy,Niagara Purple Eagles,10
Autographs Gold,44,Christian Laettner,Duke Blue Devils,10
Autographs Gold,45,Dan Issel,Kentucky Wildcats,10
Autographs Gold,46,David Robinson,Navy Midshipmen,10
Autographs Gold,47,Elvin Hayes,Houston Cougars,10
Autographs Gold,48,Eric Bledsoe,Kentucky Wildcats,10
Autographs Gold,49,Hakeem Olajuwon,Houston Cougars,10
Autographs Gold,50,Jamaal Wilkes,UCLA Bruins,10
Autographs Gold,51,Jeff Sheppard,Kentucky Wildcats,10
Autographs Gold,52,Jerry West,West Virginia Mountaineers,10
Autographs Gold,53,JJ Redick,Duke Blue Devils,10
Autographs Gold,54,Kyrie Irving,Duke Blue Devils,10
Autographs Gold,55,Magic Johnson,Michigan State Spartans,10
Autographs Gold,56,Marcus Camby,UMass Minutemen,10
Autographs Gold,57,Mark Aguirre,DePaul Blue Demons,10
Autographs Gold,58,Monte Morris,Iowa State Cyclones,10
Autographs Gold,59,Sam Perkins,North Carolina Tar Heels,10
Autographs Gold,60,Wayne Turner,Kentucky Wildcats,10
Autographs Green,41,Artis Gilmore,Jacksonville Dolphins,5
Autographs Green,42,Bob McAdoo,North Carolina Tar Heels,5
Autographs Green,43,Calvin Murphy,Niagara Purple Eagles,5
Autographs Green,44,Christian Laettner,Duke Blue Devils,5
Autographs Green,45,Dan Issel,Kentucky Wildcats,5
Autographs Green,46,David Robinson,Navy Midshipmen,5
Autographs Green,47,Elvin Hayes,Houston Cougars,5
Autographs Green,48,Eric Bledsoe,Kentucky Wildcats,5
Autographs Green,49,Hakeem Olajuwon,Houston Cougars,5
Autographs Green,50,Jamaal Wilkes,UCLA Bruins,5
Autographs Green,51,Jeff Sheppard,Kentucky Wildcats,5
Autographs Green,52,Jerry West,West Virginia Mountaineers,5
Autographs Green,53,JJ Redick,Duke Blue Devils,5
Autographs Green,54,Kyrie Irving,Duke Blue Devils,5
Autographs Green,55,Magic Johnson,Michigan State Spartans,5
Autographs Green,56,Marcus Camby,UMass Minutemen,5
Autographs Green,57,Mark Aguirre,DePaul Blue Demons,5
Autographs Green,58,Monte Morris,Iowa State Cyclones,5
Autographs Green,59,Sam Perkins,North Carolina Tar Heels,5
Autographs Green,60,Wayne Turner,Kentucky Wildcats,5
Autographs Platinum,41,Artis Gilmore,Jacksonville Dolphins,1
Autographs Platinum,42,Bob McAdoo,North Carolina Tar Heels,1
Autographs Platinum,43,Calvin Murphy,Niagara Purple Eagles,1
Autographs Platinum,44,Christian Laettner,Duke Blue Devils,1
Autographs Platinum,45,Dan Issel,Kentucky Wildcats,1
Autographs Platinum,46,David Robinson,Navy Midshipmen,1
Autographs Platinum,47,Elvin Hayes,Houston Cougars,1
Autographs Platinum,48,Eric Bledsoe,Kentucky Wildcats,1
Autographs Platinum,49,Hakeem Olajuwon,Houston Cougars,1
Autographs Platinum,50,Jamaal Wilkes,UCLA Bruins,1
Autographs Platinum,51,Jeff Sheppard,Kentucky Wildcats,1
Autographs Platinum,52,Jerry West,West Virginia Mountaineers,1
Autographs Platinum,53,JJ Redick,Duke Blue Devils,1
Autographs Platinum,54,Kyrie Irving,Duke Blue Devils,1
Autographs Platinum,55,Magic Johnson,Michigan State Spartans,1
Autographs Platinum,56,Marcus Camby,UMass Minutemen,1
Autographs Platinum,57,Mark Aguirre,DePaul Blue Demons,1
Autographs Platinum,58,Monte Morris,Iowa State Cyclones,1
Autographs Platinum,59,Sam Perkins,North Carolina Tar Heels,1
Autographs Platinum,60,Wayne Turner,Kentucky Wildcats,1
Base,1,Anthony Davis,Kentucky Wildcats,80
Base,2,Ben Simmons,LSU Tigers,80
Base,3,Charles Barkley,Auburn Tigers,80
Base,4,De'Aaron Fox,Kentucky Wildcats,80
Base,5,Deandre Ayton,Arizona Wildcats,80
Base,6,Devin Booker,Kentucky Wildcats,80
Base,7,Donovan Mitchell,Louisville Cardinals,80
Base,8,James Harden,Arizona State Sun Devils,80
Base,9,Jayson Tatum,Duke Blue Devils,80
Base,10,Joel Embiid,Kansas Jayhawks,80
Base,11,Kawhi Leonard,San Diego State Aztecs,80
Base,12,Kevin Durant,Texas Longhorns,80
Base,13,Kyle Kuzma,Utah Utes,80
Base,14,Kyrie Irving,Duke Blue Devils,80
Base,15,Larry Bird,Indiana State Sycamores,80
Base,16,Magic Johnson,Michigan State Spartans,80
Base,17,Russell Westbrook,UCLA Bruins,80
Base,18,Shaquille O'Neal,LSU Tigers,80
Base,19,Stephen Curry,Davidson Wildcats,80
Base,20,Trae Young,Oklahoma Sooners,80
