Card Set,Number,Player,Team,Seq.
Base,1,Trae Young,Atlanta Hawks,
Base,2,John Collins,Atlanta Hawks,
Base,3,Kevin Huerter,Atlanta Hawks,
Base,4,Vince Carter,Atlanta Hawks,
Base,5,Allen Crabbe,Atlanta Hawks,
Base,6,Dewayne Dedmon,Sacramento Kings,
Base,7,Alex Len,Atlanta Hawks,
Base,8,Jaylen Brown,Boston Celtics,
Base,9,Gordon Hayward,Boston Celtics,
Base,10,Al Horford,Philadelphia 76ers,
Base,11,Kyrie Irving,Brooklyn Nets,
Base,12,Terry Rozier,Charlotte Hornets,
Base,13,Marcus Smart,Boston Celtics,
Base,14,Jayson Tatum,Boston Celtics,
Base,15,Robert Williams III,Boston Celtics,
Base,16,Jarrett Allen,Brooklyn Nets,
Base,17,DeMarre Carroll,San Antonio Spurs,
Base,18,Taurean Prince,Brooklyn Nets,
Base,19,Spencer Dinwiddie,Brooklyn Nets,
Base,20,Joe Harris,Brooklyn Nets,
Base,21,D'Angelo Russell,Golden State Warriors,
Base,22,Caris LeVert,Brooklyn Nets,
Base,23,Dwayne Bacon,Charlotte Hornets,
Base,24,Nicolas Batum,Charlotte Hornets,
Base,25,Miles Bridges,Charlotte Hornets,
Base,26,Kemba Walker,Boston Celtics,
Base,27,Malik Monk,Charlotte Hornets,
Base,28,Michael Kidd-Gilchrist,Charlotte Hornets,
Base,29,Marvin Williams,Charlotte Hornets,
Base,30,Wendell Carter Jr.,Chicago Bulls,
Base,31,Chandler Hutchison,Chicago Bulls,
Base,32,Kris Dunn,Chicago Bulls,
Base,33,Zach LaVine,Chicago Bulls,
Base,34,Robin Lopez,Milwaukee Bucks,
Base,35,Lauri Markkanen,Chicago Bulls,
Base,36,Otto Porter Jr.,Chicago Bulls,
Base,37,Jordan Clarkson,Cleveland Cavaliers,
Base,38,Matthew Dellavedova,Cleveland Cavaliers,
Base,39,Kevin Love,Cleveland Cavaliers,
Base,40,Larry Nance Jr.,Cleveland Cavaliers,
Base,41,Collin Sexton,Cleveland Cavaliers,
Base,42,JR Smith,Cleveland Cavaliers,
Base,43,Tristan Thompson,Cleveland Cavaliers,
Base,44,T.J. Warren,Indiana Pacers,
Base,45,Jalen Brunson,Dallas Mavericks,
Base,46,Luka Doncic,Dallas Mavericks,
Base,47,Tim Hardaway Jr.,Dallas Mavericks,
Base,48,Justin Jackson,Dallas Mavericks,
Base,49,Kristaps Porzingis,Dallas Mavericks,
