Card Set,Number,Player,Team,Seq.
All Clear for Takeoff,1,Aaron Gordon,Orlando Magic,
All Clear for Takeoff,2,Norman Powell,Toronto Raptors,
All Clear for Takeoff,3,Glenn Robinson III,Indiana Pacers,
All Clear for Takeoff,4,Giannis Antetokounmpo,Milwaukee Bucks,
All Clear for Takeoff,5,Jamal Murray,Denver Nuggets,
All Clear for Takeoff,6,Jaylen Brown,Boston Celtics,
All Clear for Takeoff,7,DeMar DeRozan,Toronto Raptors,
All Clear for Takeoff,8,Andrew Wiggins,Minnesota Timberwolves,
All Clear for Takeoff,9,Kevin Durant,Golden State Warriors,
All Clear for Takeoff,10,James Harden,Houston Rockets,
All Clear for Takeoff,11,Russell Westbrook,Oklahoma City Thunder,
All Clear for Takeoff,12,Blake Griffin,Los Angeles Clippers,
All Clear for Takeoff,13,Zach LaVine,Chicago Bulls,
All Clear for Takeoff,14,Larry Nance Jr.,Los Angeles Lakers,
All Clear for Takeoff,15,Malcolm Brogdon,Milwaukee Bucks,
All Clear for Takeoff Green Flood,1,Aaron Gordon,Orlando Magic,
All Clear for Takeoff Green Flood,2,Norman Powell,Toronto Raptors,
All Clear for Takeoff Green Flood,3,Glenn Robinson III,Indiana Pacers,
All Clear for Takeoff Green Flood,4,Giannis Antetokounmpo,Milwaukee Bucks,
All Clear for Takeoff Green Flood,5,Jamal Murray,Denver Nuggets,
All Clear for Takeoff Green Flood,6,Jaylen Brown,Boston Celtics,
All Clear for Takeoff Green Flood,7,DeMar DeRozan,Toronto Raptors,
All Clear for Takeoff Green Flood,8,Andrew Wiggins,Minnesota Timberwolves,
All Clear for Takeoff Green Flood,9,Kevin Durant,Golden State Warriors,
All Clear for Takeoff Green Flood,10,James Harden,Houston Rockets,
All Clear for Takeoff Green Flood,11,Russell Westbrook,Oklahoma City Thunder,
All Clear for Takeoff Green Flood,12,Blake Griffin,Los Angeles Clippers,
All Clear for Takeoff Green Flood,13,Zach LaVine,Chicago Bulls,
All Clear for Takeoff Green Flood,14,Larry Nance Jr.,Los Angeles Lakers,
All Clear for Takeoff Green Flood,15,Malcolm Brogdon,Milwaukee Bucks,
All Clear for Takeoff Press Proof,1,Aaron Gordon,Orlando Magic,
All Clear for Takeoff Press Proof,2,Norman Powell,Toronto Raptors,
All Clear for Takeoff Press Proof,3,Glenn Robinson III,Indiana Pacers,
All Clear for Takeoff Press Proof,4,Giannis Antetokounmpo,Milwaukee Bucks,
All Clear for Takeoff Press Proof,5,Jamal Murray,Denver Nuggets,
All Clear for Takeoff Press Proof,6,Jaylen Brown,Boston Celtics,
All Clear for Takeoff Press Proof,7,DeMar DeRozan,Toronto Raptors,
All Clear for Takeoff Press Proof,8,Andrew Wiggins,Minnesota Timberwolves,
All Clear for Takeoff Press Proof,9,Kevin Durant,Golden State Warriors,
All Clear for Takeoff Press Proof,10,James Harden,Houston Rockets,
All Clear for Takeoff Press Proof,11,Russell Westbrook,Oklahoma City Thunder,
All Clear for Takeoff Press Proof,12,Blake Griffin,Los Angeles Clippers,
All Clear for Takeoff Press Proof,13,Zach LaVine,Chicago Bulls,
All Clear for Takeoff Press Proof,14,Larry Nance Jr.,Los Angeles Lakers,
All Clear for Takeoff Press Proof,15,Malcolm Brogdon,Milwaukee Bucks,
All Clear for Takeoff Press Proof Black,1,Aaron Gordon,Orlando Magic,1
All Clear for Takeoff Press Proof Black,2,Norman Powell,Toronto Raptors,1
All Clear for Takeoff Press Proof Black,3,Glenn Robinson III,Indiana Pacers,1
All Clear for Takeoff Press Proof Black,4,Giannis Antetokounmpo,Milwaukee Bucks,1
All Clear for Takeoff Press Proof Black,5,Jamal Murray,Denver Nuggets,1
All Clear for Takeoff Press Proof Black,6,Jaylen Brown,Boston Celtics,1
All Clear for Takeoff Press Proof Black,7,DeMar DeRozan,Toronto Raptors,1
All Clear for Takeoff Press Proof Black,8,Andrew Wiggins,Minnesota Timberwolves,1
All Clear for Takeoff Press Proof Black,9,Kevin Durant,Golden State Warriors,1
All Clear for Takeoff Press Proof Black,10,James Harden,Houston Rockets,1
All Clear for Takeoff Press Proof Black,11,Russell Westbrook,Oklahoma City Thunder,1
All Clear for Takeoff Press Proof Black,12,Blake Griffin,Los Angeles Clippers,1
All Clear for Takeoff Press Proof Black,13,Zach LaVine,Chicago Bulls,1
All Clear for Takeoff Press Proof Black,14,Larry Nance Jr.,Los Angeles Lakers,1
All Clear for Takeoff Press Proof Black,15,Malcolm Brogdon,Milwaukee Bucks,1
All Clear for Takeoff Press Proof Blue,1,Aaron Gordon,Orlando Magic,125
All Clear for Takeoff Press Proof Blue,2,Norman Powell,Toronto Raptors,125
All Clear for Takeoff Press Proof Blue,3,Glenn Robinson III,Indiana Pacers,125
All Clear for Takeoff Press Proof Blue,4,Giannis Antetokounmpo,Milwaukee Bucks,125
All Clear for Takeoff Press Proof Blue,5,Jamal Murray,Denver Nuggets,125
All Clear for Takeoff Press Proof Blue,6,Jaylen Brown,Boston Celtics,125
All Clear for Takeoff Press Proof Blue,7,DeMar DeRozan,Toronto Raptors,125
All Clear for Takeoff Press Proof Blue,8,Andrew Wiggins,Minnesota Timberwolves,125
All Clear for Takeoff Press Proof Blue,9,Kevin Durant,Golden State Warriors,125
All Clear for Takeoff Press Proof Blue,10,James Harden,Houston Rockets,125
All Clear for Takeoff Press Proof Blue,11,Russell Westbrook,Oklahoma City Thunder,125
All Clear for Takeoff Press Proof Blue,12,Blake Griffin,Los Angeles Clippers,125
All Clear for Takeoff Press Proof Blue,13,Zach LaVine,Chicago Bulls,125
All Clear for Takeoff Press Proof Blue,14,Larry Nance Jr.,Los Angeles Lakers,125
All Clear for Takeoff Press Proof Blue,15,Malcolm Brogdon,Milwaukee Bucks,125
All-Stars,1,Stephen Curry,Golden State Warriors,
All-Stars,2,James Harden,Houston Rockets,
All-Stars,3,Kevin Durant,Golden State Warriors,
All-Stars,4,Kawhi Leonard,San Antonio Spurs,
All-Stars,5,Anthony Davis,New Orleans Pelicans,
All-Stars,6,Russell Westbrook,Oklahoma City Thunder,
All-Stars,7,DeMarcus Cousins,Sacramento Kings,
All-Stars,8,Klay Thompson,Golden State Warriors,
All-Stars,9,Draymond Green,Golden State Warriors,
All-Stars,10,Marc Gasol,Memphis Grizzlies,
All-Stars,11,DeAndre Jordan,Los Angeles Clippers,
All-Stars,12,Gordon Hayward,Utah Jazz,
All-Stars,13,Kyrie Irving,Cleveland Cavaliers,
All-Stars,14,DeMar DeRozan,Toronto Raptors,
All-Stars,15,LeBron James,Cleveland Cavaliers,
All-Stars,16,Giannis Antetokounmpo,Milwaukee Bucks,
All-Stars,17,Jimmy Butler,Chicago Bulls,
All-Stars,18,Isaiah Thomas,Boston Celtics,
All-Stars,19,John Wall,Washington Wizards,
All-Stars,20,Tim Duncan,San Antonio Spurs,
All-Stars,21,Kyle Lowry,Toronto Raptors,
All-Stars,22,Paul George,Indiana Pacers,
All-Stars,23,Kemba Walker,Charlotte Hornets,
All-Stars,24,Paul Millsap,Atlanta Hawks,
All-Stars,25,Carmelo Anthony,New York Knicks,
All-Stars,26,Kobe Bryant,Los Angeles Lakers,
All-Stars,27,Grant Hill,Detroit Pistons,
All-Stars,28,Shawn Kemp,Seattle Supersonics,
All-Stars,29,Larry Bird,Boston Celtics,
All-Stars,30,Magic Johnson,Los Angeles Lakers,
All-Stars Green Flood,1,Stephen Curry,Golden State Warriors,
All-Stars Green Flood,2,James Harden,Houston Rockets,
All-Stars Green Flood,3,Kevin Durant,Golden State Warriors,
All-Stars Green Flood,4,Kawhi Leonard,San Antonio Spurs,
All-Stars Green Flood,5,Anthony Davis,New Orleans Pelicans,
All-Stars Green Flood,6,Russell Westbrook,Oklahoma City Thunder,
All-Stars Green Flood,7,DeMarcus Cousins,Sacramento Kings,
All-Stars Green Flood,8,Klay Thompson,Golden State Warriors,
All-Stars Green Flood,9,Draymond Green,Golden State Warriors,
All-Stars Green Flood,10,Marc Gasol,Memphis Grizzlies,
All-Stars Green Flood,11,DeAndre Jordan,Los Angeles Clippers,
All-Stars Green Flood,12,Gordon Hayward,Utah Jazz,
All-Stars Green Flood,13,Kyrie Irving,Cleveland Cavaliers,
All-Stars Green Flood,14,DeMar DeRozan,Toronto Raptors,
All-Stars Green Flood,15,LeBron James,Cleveland Cavaliers,
All-Stars Green Flood,16,Giannis Antetokounmpo,Milwaukee Bucks,
All-Stars Green Flood,17,Jimmy Butler,Chicago Bulls,
All-Stars Green Flood,18,Isaiah Thomas,Boston Celtics,
All-Stars Green Flood,19,John Wall,Washington Wizards,
All-Stars Green Flood,20,Tim Duncan,San Antonio Spurs,
All-Stars Green Flood,21,Kyle Lowry,Toronto Raptors,
All-Stars Green Flood,22,Paul George,Indiana Pacers,
All-Stars Green Flood,23,Kemba Walker,Charlotte Hornets,
All-Stars Green Flood,24,Paul Millsap,Atlanta Hawks,
All-Stars Green Flood,25,Carmelo Anthony,New York Knicks,
All-Stars Green Flood,26,Kobe Bryant,Los Angeles Lakers,
All-Stars Green Flood,27,Grant Hill,Detroit Pistons,
All-Stars Green Flood,28,Shawn Kemp,Seattle Supersonics,
All-Stars Green Flood,29,Larry Bird,Boston Celtics,
All-Stars Green Flood,30,Magic Johnson,Los Angeles Lakers,
All-Stars Press Proof,1,Stephen Curry,Golden State Warriors,
All-Stars Press Proof,2,James Harden,Houston Rockets,
All-Stars Press Proof,3,Kevin Durant,Golden State Warriors,
All-Stars Press Proof,4,Kawhi Leonard,San Antonio Spurs,
All-Stars Press Proof,5,Anthony Davis,New Orleans Pelicans,
All-Stars Press Proof,6,Russell Westbrook,Oklahoma City Thunder,
All-Stars Press Proof,7,DeMarcus Cousins,Sacramento Kings,
All-Stars Press Proof,8,Klay Thompson,Golden State Warriors,
All-Stars Press Proof,9,Draymond Green,Golden State Warriors,
All-Stars Press Proof,10,Marc Gasol,Memphis Grizzlies,
All-Stars Press Proof,11,DeAndre Jordan,Los Angeles Clippers,
All-Stars Press Proof,12,Gordon Hayward,Utah Jazz,
All-Stars Press Proof,13,Kyrie Irving,Cleveland Cavaliers,
All-Stars Press Proof,14,DeMar DeRozan,Toronto Raptors,
All-Stars Press Proof,15,LeBron James,Cleveland Cavaliers,
All-Stars Press Proof,16,Giannis Antetokounmpo,Milwaukee Bucks,
All-Stars Press Proof,17,Jimmy Butler,Chicago Bulls,
All-Stars Press Proof,18,Isaiah Thomas,Boston Celtics,
All-Stars Press Proof,19,John Wall,Washington Wizards,
All-Stars Press Proof,20,Kevin Love,Cleveland Cavaliers,
All-Stars Press Proof,21,Kyle Lowry,Toronto Raptors,
All-Stars Press Proof,22,Paul George,Indiana Pacers,
All-Stars Press Proof,23,Kemba Walker,Charlotte Hornets,
All-Stars Press Proof,24,Paul Millsap,Atlanta Hawks,
All-Stars Press Proof,25,Carmelo Anthony,New York Knicks,
All-Stars Press Proof,26,Kobe Bryant,Los Angeles Lakers,
All-Stars Press Proof,27,Grant Hill,Detroit Pistons,
