Card Set,Number,Player,Team,Seq.
All-Time Greats Signatures,1,Alex English,Denver Nuggets,75
All-Time Greats Signatures,2,Paul Silas,Boston Celtics,75
All-Time Greats Signatures,3,John Starks,New York Knicks,75
All-Time Greats Signatures,4,Gary Payton,Seattle Supersonics,49
All-Time Greats Signatures,5,Elvin Hayes,Washington Bullets,75
All-Time Greats Signatures,6,Charles Barkley,Phoenix Suns,49
All-Time Greats Signatures,7,Jermaine O'Neal,Indiana Pacers,75
All-Time Greats Signatures,8,Reggie Miller,Indiana Pacers,25
All-Time Greats Signatures,9,Antawn Jamison,Washington Wizards,75
All-Time Greats Signatures,10,Jerry West,Los Angeles Lakers,25
All-Time Greats Signatures,11,Sam Cassell,Houston Rockets,75
All-Time Greats Signatures,12,Tracy McGrady,Orlando Magic,49
All-Time Greats Signatures,13,Tom Gugliotta,Minnesota Timberwolves,75
All-Time Greats Signatures,14,James Worthy,Los Angeles Lakers,49
All-Time Greats Signatures,15,Dave Cowens,Boston Celtics,75
All-Time Greats Signatures,16,Shaquille O'Neal ,Los Angeles Lakers,25
All-Time Greats Signatures,17,Robert Horry,San Antonio Spurs,75
All-Time Greats Signatures,18,John Stockton,Utah Jazz,25
All-Time Greats Signatures,19,David Thompson,Denver Nuggets,75
All-Time Greats Signatures,20,Hakeem Olajuwon,Houston Rockets,49
All-Time Greats Signatures,21,Tom Chambers,Phoenix Suns,75
All-Time Greats Signatures,22,Dennis Rodman,Chicago Bulls,49
All-Time Greats Signatures,23,George Gervin,San Antonio Spurs,75
All-Time Greats Signatures,24,Bernard King,New York Knicks,75
All-Time Greats Signatures,25,Joe Dumars,Detroit Pistons,75
Base,1,Ben Simmons,Philadelphia 76ers,75
Base,2,Dario Saric,Philadelphia 76ers,75
Base,3,Joel Embiid,Philadelphia 76ers,75
Base,4,Markelle Fultz,Philadelphia 76ers,75
Base,5,Eric Bledsoe,Milwaukee Bucks,75
Base,6,Khris Middleton,Milwaukee Bucks,75
Base,7,Giannis Antetokounmpo,Milwaukee Bucks,75
Base,8,Kris Dunn,Chicago Bulls,75
Base,9,Lauri Markkanen,Chicago Bulls,75
Base,10,Zach LaVine,Chicago Bulls,75
Base,11,George Hill,Cleveland Cavaliers,75
Base,12,Kevin Love,Cleveland Cavaliers,75
Base,13,Larry Nance Jr.,Cleveland Cavaliers,75
Base,14,LeBron James,Cleveland Cavaliers,75
Base,15,Al Horford,Boston Celtics,75
Base,16,Gordon Hayward,Boston Celtics,75
Base,17,Jayson Tatum,Boston Celtics,75
