Card Set,Number,Player,Team,Seq.
Field Level,201,Gary Medel,FC Internazionale,
Field Level,202,David Alaba,FC Bayern Munich,
Field Level,203,Pierre-Emerick Aubameyang,Borussia Dortmund,
Field Level,204,Thibaut Courtois,Chelsea FC,
Field Level,205,Adrien Rabiot,Paris Saint-Germain,
Field Level,206,Cesar Azpilicueta,Chelsea FC,
Field Level,207,Marc-Andre ter Stegen,FC Barcelona,
Field Level,208,Edin Dzeko,AS Roma,
Field Level,209,Sergio Busquets,FC Barcelona,
Field Level,210,Kevin Strootman,AS Roma,
Field Level,211,Thomas Muller,FC Bayern Munich,
Field Level,212,Cesc Fabregas,Chelsea FC,
Field Level,213,Thiago Silva,Paris Saint-Germain,
Field Level,214,Robert Lewandowski,FC Bayern Munich,
Field Level,215,Marcel Schmelzer,Borussia Dortmund,
Field Level,216,Manuel Locatelli,AC Milan,
Field Level,217,Alvaro Morata,Chelsea FC,
Field Level,218,David Luiz,Chelsea FC,
Field Level,219,Edinson Cavani,Paris Saint-Germain,
Field Level,220,Alessio Romagnoli,AC Milan,
Field Level,221,Mario Gotze,Borussia Dortmund,
Field Level,222,Antonio Candreva,FC Internazionale,
Field Level,223,Fernando Torres,Atletico de Madrid,
Field Level,224,Kylian Mbappe,Paris Saint-Germain,
Field Level,225,Thiago Alcantara,FC Bayern Munich,
Field Level,226,Gabriel,FC Internazionale,
Field Level,227,Gareth Bale,Real Madrid CF,
Field Level,228,Mauro Icardi,FC Internazionale,
Field Level,229,Shinji Kagawa,Borussia Dortmund,
Field Level,230,Arturo Vidal,FC Bayern Munich,
Field Level,231,Luis Suarez,FC Barcelona,
Field Level,232,Thiago Motta,Paris Saint-Germain,
Field Level,233,Casemiro,Real Madrid CF,
Field Level,234,Ousmane Dembele,FC Barcelona,
Field Level,235,Juan Cuadrado,Juventus,
Field Level,236,Andre Silva,AC Milan,
Field Level,237,Dani Carvajal,Real Madrid CF,
Field Level,238,Angel Di Maria,Paris Saint-Germain,
Field Level,239,Juanfran,Atletico de Madrid,
Field Level,240,Miranda,FC Internazionale,
Field Level,241,Mats Hummels,FC Bayern Munich,
Field Level,242,Luka Modric,Real Madrid CF,
Field Level,243,Saul,Atletico de Madrid,
Field Level,244,Karim Benzema,Real Madrid CF,
Field Level,245,Arjen Robben,FC Bayern Munich,
Field Level,246,Andres Iniesta,FC Barcelona,
Field Level,247,Eder,FC Internazionale,
Field Level,248,Franck Ribery,FC Bayern Munich,
Field Level,249,Julian Draxler,Paris Saint-Germain,
Field Level,250,Eden Hazard,Chelsea FC,
Field Level,251,Neymar Jr,Paris Saint-Germain,
Field Level,252,Yannick Carrasco,Atletico de Madrid,
Field Level,253,Paulo Dybala,Juventus,
Field Level,254,Suso,AC Milan,
Field Level,255,Lionel Messi,FC Barcelona,
Field Level,256,Gary Cahill,Chelsea FC,
Field Level,257,Nico Gaitan,Atletico de Madrid,
Field Level,258,Stephan El Shaarawy,AS Roma,
Field Level,259,Marcelo Brozovic,FC Internazionale,
Field Level,260,Marco Reus,Borussia Dortmund,
Field Level,261,N'Golo Kante,Chelsea FC,
Field Level,262,Giacomo Bonaventura,AC Milan,
Field Level,263,Jan Oblak,Atletico de Madrid,
Field Level,264,Miralem Pjanic,Juventus,
Field Level,265,Javier Pastore,Paris Saint-Germain,
Field Level,266,Samir Handanovic,FC Internazionale,
Field Level,267,Marcos Alonso,Chelsea FC,
Field Level,268,Radja Nainggolan,AS Roma,
Field Level,269,Marquinhos,Paris Saint-Germain,
Field Level,270,Jordi Alba,FC Barcelona,
Field Level,271,Christian Pulisic,Borussia Dortmund,
Field Level,272,Giorgio Chiellini,Juventus,
Field Level,273,Leonardo Bonucci,AC Milan,
Field Level,274,Diego Godin,Atletico de Madrid,
Field Level,275,Gianluigi Donnarumma,AC Milan,
Field Level,276,Pedro,Chelsea FC,
Field Level,277,Samuel Umtiti,FC Barcelona,
Field Level,278,Ignazio Abate,AC Milan,
Field Level,279,Joao Mario,FC Internazionale,
Field Level,280,Claudio Marchisio,Juventus,
