Card Set,Number,Player,Team,Seq.
Base,1,Kobe Bryant,Los Angeles Lakers,99
Base,2,Al Horford,Atlanta Hawks,99
Base,3,Derrick Favors,Utah Jazz,99
Base,4,Tim Duncan,San Antonio Spurs,99
Base,5,Jusuf Nurkic,Denver Nuggets,99
Base,6,Dwight Howard,Houston Rockets,99
Base,7,Andre Drummond,Detroit Pistons,99
Base,8,Chris Paul,Los Angeles Clippers,99
Base,9,DeMar DeRozan,Toronto Raptors,99
Base,10,Julius Randle,Los Angeles Lakers,99
Base,11,Thaddeus Young,Brooklyn Nets,99
Base,12,Tobias Harris,Orlando Magic,99
Base,13,Andrew Wiggins,Minnesota Timberwolves,99
Base,14,Tony Parker,San Antonio Spurs,99
Base,15,Kevin Love,Cleveland Cavaliers,99
Base,16,Trevor Ariza,Houston Rockets,99
Base,17,Reggie Jackson,Detroit Pistons,99
Base,18,DeAndre Jordan,Los Angeles Clippers,99
Base,19,Kyle Lowry,Toronto Raptors,99
Base,20,Jordan Clarkson,Los Angeles Lakers,99
Base,21,Robert Covington,Philadelphia 76ers,99
Base,22,Victor Oladipo,Orlando Magic,99
Base,23,Zach LaVine,Minnesota Timberwolves,99
Base,24,Deron Williams,Dallas Mavericks,99
Base,25,LeBron James,Cleveland Cavaliers,99
Base,26,Anthony Davis,New Orleans Pelicans,99
Base,27,Marcus Morris,Detroit Pistons,99
Base,28,Paul Pierce,Los Angeles Clippers,99
Base,29,Isaiah Thomas,Boston Celtics,99
Base,30,Chris Bosh,Miami Heat,99
Base,31,Nerlens Noel,Philadelphia 76ers,99
Base,32,Nikola Vucevic,Orlando Magic,99
Base,33,Ricky Rubio,Minnesota Timberwolves,99
Base,34,Dirk Nowitzki,Dallas Mavericks,99
Base,35,Kyrie Irving,Cleveland Cavaliers,99
Base,36,Eric Gordon,New Orleans Pelicans,99
Base,37,Jabari Parker,Milwaukee Bucks,99
Base,38,Brandon Knight,Phoenix Suns,99
Base,39,Marcus Smart,Boston Celtics,99
Base,40,Dwyane Wade,Miami Heat,99
Base,41,Isaiah Canaan,Philadelphia 76ers,99
Base,42,Evan Fournier,Orlando Magic,99
Base,43,Kevin Garnett,Minnesota Timberwolves,99
Base,44,Zaza Pachulia,Dallas Mavericks,99
Base,45,Jimmy Butler,Chicago Bulls,99
Base,46,Ryan Anderson,New Orleans Pelicans,99
Base,47,Giannis Antetokounmpo,Milwaukee Bucks,99
Base,48,Tyson Chandler,Phoenix Suns,99
Base,49,Jared Sullinger,Boston Celtics,99
Base,50,Hassan Whiteside,Miami Heat,99
Base,51,Kevin Durant,Oklahoma City Thunder,99
